L_var_ID	Orthogroup	LVeggA	LVeggB	LVeggC	LV4cA	LV4cB	LV4cC	LV16cA	LV16cB	LV16cC	LV32cA	LV32cB	LV32cC	LVblA	LVblB	LVblC	LVgaA	LVgaB	LVgaC	LVprA	LVprB	LVprC
LVA_14308	OG0000094	0	23	6	7	1	16	1	0	0	4	1	1	1	11	3	16	1	7	17	11	2
LVA_14309	OG0000094	11	1	0	25	2	0	20	35	1	0	0	0	2	21	12	45	7	17	92	2	3
LVA_1431	OG0001196	0	5	3	1	225	2	8	3	2	85	58	16	24	21	10	8	3	7	9	60	19
LVA_14312	OG0000797	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	0
LVA_14313	NA	0	0	0	2	0	0	2	2	0	0	1	0	0	1	3	2	0	0	2	0	0
LVA_14314	OG0000488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14315	OG0000094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14316	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14318	OG0005856	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0
LVA_1432	OG0003767	631	761	967	1889	1843	1956	2009	2259	1648	1193	2388	2997	3093	2945	3369	2470	1733	2034	1254	725	703
LVA_14322	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14327	NA	0	0	2	3	0	2	0	5	3	3	2	3	3	8	6	5	6	1	1	3	2
LVA_14328	OG0004027	12	11	16	159	105	108	135	139	94	60	198	370	358	297	353	399	244	255	396	399	297
LVA_14329	NA	2	2	4	31	25	18	34	28	18	20	40	94	90	114	74	98	60	70	106	90	88
LVA_1433	OG0007564	69	12	19	25	21	3	32	17	81	48	9	74	46	96	149	185	162	223	344	133	161
LVA_14330	NA	466	407	833	1081	486	972	702	792	658	812	1375	205	3819	4212	5369	4624	2612	4616	2677	1254	908
LVA_14333	OG0004700	102	223	255	516	681	1315	1956	2364	1569	840	2130	2287	979	892	980	1057	635	732	474	368	331
LVA_14335	OG0009154	20	10	2	18	58	20	28	28	58	12	24	22	683	1062	839	1610	1051	926	952	849	561
LVA_14338	NA	4	2	1	5	10	2	8	2	1	4	4	3	73	119	93	171	111	108	134	99	79
LVA_14339	NA	0	2	4	0	0	3	6	1	2	4	0	2	0	0	0	1	3	8	6	0	2
LVA_1434	OG0005420	404	948	450	504	687	949	802	847	1245	474	1394	1411	857	955	1107	1585	633	749	951	630	821
LVA_14340	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	6	3	5	4	2	5
LVA_14344	OG0000882	0	0	0	0	0	0	0	1	0	0	0	2	0	4	5	10	4	0	0	2	2
LVA_14345	NA	0	6	0	2	13	6	6	5	107	23	2	0	6	3	0	9	20	54	41	12	6
LVA_14346	NA	0	14	5	17	2	25	4	1	2	0	0	2	0	0	7	2	2	2	1	0	0
LVA_14347	NA	0	0	0	0	0	0	3	6	0	1	0	0	2	0	0	2	3	2	3	0	0
LVA_14348	NA	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1
LVA_14349	NA	0	108	12	98	18	107	7	11	3	0	0	1	2	0	33	0	2	4	8	1	0
LVA_1435	OG0010523	28	34	27	62	17	146	78	50	78	223	220	275	366	300	269	399	324	378	526	374	388
LVA_14350	OG0000800	0	0	0	0	0	0	2	2	0	0	0	19	6	2	0	14	1	0	0	20	25
LVA_14351	NA	0	0	0	0	0	1	22	31	1	2	0	0	15	0	1	0	1	1	1	1	0
LVA_14354	NA	0	0	0	0	0	0	0	3	8	0	0	0	1	0	0	2	1	2	1	2	0
LVA_14356	OG0000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14357	NA	0	61	2	38	7	91	15	3	2	2	1	0	1	0	24	0	1	2	2	1	0
LVA_14358	OG0003685	46	44	58	84	134	186	780	916	646	328	598	706	62	68	68	116	76	92	126	100	106
LVA_14359	OG0012417	10	28	29	332	114	361	132	122	98	72	347	174	12	23	38	50	8	14	86	79	111
LVA_1436	OG0000995	0	0	0	4	1	2	218	250	104	334	550	646	12	14	4	7	0	2	0	0	2
LVA_14360	OG0006067	20	4	112	18	193	8	160	38	200	322	221	210	860	423	854	1336	476	897	909	332	476
LVA_14361	OG0006069	122	82	420	1135	797	588	397	221	677	223	691	558	175	180	229	366	156	221	222	107	127
LVA_14362	OG0005571	28	30	166	467	455	201	415	462	1566	823	1600	859	411	439	379	524	391	429	397	423	256
LVA_14363	OG0007800	21	52	41	154	186	138	195	267	59	84	467	374	489	446	644	392	267	353	296	131	110
LVA_14364	OG0005224	92	42	366	411	809	432	239	315	321	458	487	1039	1031	1255	1873	2046	1476	1322	1466	1383	1494
LVA_14365	OG0005967	60	231	364	293	0	588	126	46	1	100	1	3	0	0	4	2	3	1	0	4	2
LVA_14366	NA	0	1	2	2	1	1	2	2	1	1	3	4	182	39	45	51	54	30	26	26	44
LVA_14368	OG0002094	2	2	4	8	6	14	67	114	43	10	41	112	79	11	40	92	39	76	102	87	92
LVA_14369	NA	0	0	0	30	54	2	1	3	0	0	0	1	0	1	0	1	2	0	1	3	0
LVA_1437	NA	6	0	1	2	0	0	3	6	0	0	2	4	2	3	17	9	8	5	4	1	4
LVA_14370	OG0004701	10	31	60	80	178	88	127	238	78	165	60	238	69	41	102	217	102	201	205	884	118
LVA_14371	OG0006495	194	605	686	1956	1912	1508	1780	2200	1184	320	2695	1511	130	156	190	312	125	220	190	125	130
LVA_14372	OG0009155	16	4	8	17	59	6	12	19	18	31	56	33	90	91	95	323	272	95	1153	249	611
LVA_14373	OG0012418	32	24	62	19	172	196	197	184	89	41	172	56	292	297	298	498	360	429	916	666	701
LVA_14374	OG0000396	346	44	106	114	113	68	135	109	193	140	677	143	2108	461	1146	4374	2595	3847	3565	2758	2972
LVA_14376	NA	93	25	34	39	30	54	301	209	64	44	212	261	890	1081	538	2430	1664	2343	2253	839	819
LVA_14377	OG0002720	13	36	176	57	32	112	96	64	86	73	43	164	201	352	363	451	209	389	397	439	160
LVA_14378	OG0000007	9	25	15	11	13	12	25	22	13	20	22	16	150	285	292	225	214	160	217	197	190
LVA_14379	NA	11	21	20	26	30	19	37	39	34	17	24	23	116	151	219	420	176	270	371	214	181
LVA_1438	OG0000239	0	2	34	0	1	3	0	0	0	2	2	1	3	12	35	10	3	3	76	61	69
LVA_14380	OG0008400	889	496	1070	1346	2174	1430	1446	1146	944	689	1689	1809	414	320	602	1069	793	784	916	504	580
LVA_14381	OG0000682	2	0	4	3	7	1	1	1	0	1	0	0	4	5	11	4	4	5	96	141	131
LVA_14382	OG0009291	1083	351	560	1037	1171	883	1102	1200	663	775	1974	1398	30	66	14	130	100	121	150	133	101
LVA_14383	OG0004809	544	459	658	1328	1872	3724	7963	10103	6029	3531	7117	8985	867	994	376	980	1051	688	738	822	461
LVA_14384	OG0012521	75	96	184	518	340	836	2136	2507	1421	1301	2007	1844	372	597	501	946	442	693	383	274	328
LVA_14385	OG0006605	475	577	535	724	446	333	226	255	231	225	547	528	153	142	152	337	183	216	181	110	175
LVA_14386	NA	35	35	39	100	126	140	218	222	154	88	150	321	74	78	80	67	55	70	90	40	36
LVA_14387	NA	1	0	0	1	3	0	1	2	0	1	1	0	2	0	1	2	3	1	1	2	1
LVA_14388	NA	1	0	0	0	0	0	1	0	0	1	1	0	1	1	3	3	3	1	2	5	2
LVA_14389	NA	30	37	51	127	149	135	233	250	146	98	168	314	75	75	64	52	38	81	79	40	30
LVA_1439	OG0000479	0	0	0	0	0	1	35	18	36	184	275	265	1918	1177	1730	173	343	476	36	2	3
LVA_14390	OG0008632	55	22	29	75	239	31	56	62	53	244	97	104	92	116	153	175	99	190	177	90	92
LVA_14391	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2
LVA_14392	NA	1	1	1	2	11	2	1	2	4	1	6	2	12	0	1	2	5	5	11	17	12
LVA_14393	OG0011832	60	10	45	184	250	88	171	188	116	131	330	120	32	39	21	56	31	88	224	627	238
LVA_14395	OG0014884	247	178	620	2233	1843	1871	3168	3292	1170	2044	6574	4171	326	394	706	648	542	530	466	313	361
LVA_14396	OG0003497	11	3	29	300	50	13	28	30	23	15	5	2	36	16	16	3	0	12	6	1	0
LVA_14397	NA	49	259	151	258	828	622	512	666	204	260	1005	231	935	2782	1816	1311	778	1116	1266	593	714
LVA_14398	OG0006492	35	32	49	130	368	114	199	310	52	94	422	108	142	158	140	291	240	298	375	264	246
LVA_14399	OG0006491	12	3	4	130	79	52	59	43	32	25	38	53	392	407	602	295	253	239	480	376	383
LVA_1440	OG0001814	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	2	1	1	0	0	1
LVA_14400	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
LVA_14402	OG0006490	11	26	6	180	88	152	15	13	156	132	278	275	190	190	190	223	142	152	182	105	132
LVA_14403	OG0012415	53	59	290	468	312	199	250	252	764	567	522	130	206	303	263	656	383	548	624	508	327
LVA_14406	OG0002447	210	406	86	160	360	761	890	1206	601	198	776	245	94	70	69	167	258	181	452	314	318
LVA_14408	OG0000751	0	0	2	0	0	1	1	3	0	1	0	0	1	3	1	218	194	151	442	234	267
LVA_14409	OG0012452	10	28	26	87	54	67	217	254	17	86	108	126	738	466	362	834	773	832	892	566	601
LVA_1441	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1
LVA_14410	OG0016599	0	1	12	2	0	0	0	0	0	0	0	4	1	0	0	1	1	0	0	0	0
LVA_14411	OG0009194	86	250	162	718	395	1202	1232	1382	626	798	1619	1552	677	1071	964	2117	1282	1823	1594	894	1074
LVA_14412	OG0012451	65	76	63	271	212	435	107	154	175	145	91	171	568	626	608	1246	680	812	1227	814	773
LVA_14413	OG0004730	1	4	12	27	26	5	35	22	13	7	15	11	6	1	1	1	0	3	0	0	0
LVA_14414	OG0002103	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0
LVA_14415	NA	0	0	6	20	10	2	14	18	9	6	8	8	0	0	2	1	0	0	0	0	0
LVA_14416	NA	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LVA_14417	NA	0	0	0	0	4	1	26	23	0	13	0	0	0	0	0	0	2	0	0	2	0
LVA_14418	OG0002103	0	0	0	3	0	1	1	0	2	0	1	1	0	0	1	1	0	0	0	0	0
LVA_14419	OG0002103	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LVA_1442	OG0000479	0	0	0	0	0	1	31	19	38	207	286	275	1916	1346	1874	166	335	450	35	1	2
LVA_14420	NA	0	1	0	5	2	1	72	75	4	21	10	7	0	0	0	2	3	0	0	0	0
LVA_14421	OG0002103	1	14	46	126	70	22	96	111	37	90	44	45	2	2	3	4	6	0	1	2	0
LVA_14422	NA	1	1	2	3	2	7	41	41	2	7	8	1	1	1	0	0	1	1	0	0	0
LVA_14423	OG0002103	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LVA_14424	OG0009193	43	94	91	847	660	640	174	131	305	96	1148	724	134	14	50	82	9	23	10	2	8
LVA_14426	NA	2	2	3	8	11	14	6	8	8	5	6	3	3	5	1	6	8	5	7	3	5
LVA_14427	NA	5	8	16	37	42	51	17	17	29	13	13	7	4	6	3	16	13	15	16	9	15
LVA_14428	OG0006526	223	363	487	2157	1781	1704	2125	2021	1394	841	1905	1860	282	523	235	1477	1370	2153	952	319	303
LVA_1443	OG0000479	0	0	0	0	0	0	52	23	38	222	287	382	2096	1617	1936	186	419	632	45	1	3
LVA_14436	NA	2	1	1	5	2	3	12	16	3	10	9	1	11	8	12	17	7	6	5	11	9
LVA_1444	OG0000479	0	0	0	0	0	2	33	17	31	152	218	249	1583	1228	1563	164	267	475	37	1	2
LVA_14448	NA	20	18	110	128	92	60	236	258	20	12	138	60	4	4	2	12	4	0	4	2	0
LVA_14449	OG0001280	54	167	163	172	114	127	122	123	82	75	139	130	116	125	152	123	111	88	61	68	83
LVA_1445	OG0000479	0	0	0	0	0	3	23	16	31	174	259	215	1473	1246	1742	167	394	584	45	1	5
LVA_14450	OG0017470	1659	2719	3451	3324	2145	2849	2816	3045	1705	1856	3256	3552	3212	3030	3288	5023	3175	4010	1991	1408	1524
LVA_14451	OG0009202	97	53	57	629	791	672	898	774	902	365	807	596	433	419	505	748	532	521	418	318	299
LVA_14452	OG0006531	2094	637	752	1191	948	1255	1996	2718	745	1129	1494	1659	962	960	1402	1384	779	605	542	467	425
LVA_14453	OG0006530	42	153	287	24	42	61	68	65	67	73	87	98	2198	2637	2795	9048	6546	8395	16476	12418	12325
LVA_14454	NA	270	251	410	473	614	996	892	1065	860	1079	2340	1138	438	392	508	513	347	308	311	260	196
LVA_14455	OG0006528	6	5	6	6	5	6	46	56	39	7	7	9	65	49	51	57	26	35	47	22	37
LVA_14456	OG0015132	0	7	2	0	0	14	10	2	0	0	1	1	0	2	2	1	1	17	41	2	1
LVA_14457	OG0003657	5480	808	2896	2066	3100	961	4014	3410	4966	1950	1685	3369	1589	1966	1140	3204	2151	3407	3531	1297	1673
LVA_14458	OG0009201	1040	566	636	1435	1458	1697	3099	3646	1896	998	3242	2767	1815	1487	2625	2082	1366	1268	696	662	516
LVA_1446	OG0003200	2	5	2	24	17	11	7	7	7	13	6	15	25	36	18	19	39	58	6	11	22
LVA_14460	OG0004332	1	1	0	0	0	0	0	0	0	0	0	1	140	53	283	70	88	14	2	13	7
LVA_14461	NA	3	6	22	20	12	12	22	22	3	2	24	17	3	1	1	16	2	0	0	1	0
LVA_14462	OG0006532	262	401	230	477	310	618	320	401	457	151	760	696	1203	684	1121	910	615	842	478	300	312
LVA_14463	OG0000963	3	1	0	3	4	7	24	16	8	2	4	4	27	15	2	2	31	0	13	9	3
LVA_14465	NA	1	1	0	2	0	2	0	0	0	1	1	2	10	12	4	3	5	1	1	1	1
LVA_14466	OG0000998	0	0	0	0	0	1	0	0	0	0	0	0	15	19	7	6	6	2	1	3	1
LVA_14467	OG0000817	3	3	0	16	19	8	13	13	18	2	3	17	30	4	0	8	25	3	14	11	3
LVA_1447	NA	171	195	488	1669	1265	605	1121	1322	996	412	2274	1354	173	207	127	60	117	26	17	34	28
LVA_14474	OG0000033	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	1	1	1	2
LVA_14475	OG0000817	0	1	0	0	0	1	3	6	0	3	1	16	1	0	0	2	4	0	2	0	0
LVA_14476	OG0000087	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	7	4	4	1	1
LVA_14477	OG0000056	1	0	0	1	0	0	1	0	0	0	21	0	5	11	20	19	11	6	5	5	15
LVA_1448	OG0001914	0	5	0	3	2	3	1	1	2	5	14	18	40	82	99	349	133	66	38	319	101
LVA_14481	OG0000963	14	14	3	7	6	22	36	37	31	5	12	4	31	4	2	4	8	6	8	8	7
LVA_14483	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14486	NA	0	0	0	7	0	2	2	1	5	2	0	0	1	1	1	2	3	0	0	0	2
LVA_14488	OG0000963	12	10	1	8	8	38	19	28	33	6	25	20	38	5	2	6	19	3	17	24	8
LVA_14489	OG0002335	0	2	2	1	0	7	0	0	0	0	5	6	36	14	69	20	19	6	1	1	0
LVA_14491	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14493	OG0000817	6	2	0	13	23	4	7	6	16	0	4	33	26	7	2	4	14	7	9	12	6
LVA_14494	OG0000189	0	0	0	0	0	0	0	0	1	0	0	1	5	7	7	3	4	3	5	5	4
LVA_14495	NA	6	0	0	0	0	2	6	2	2	2	2	2	36	2	0	0	2	1	2	2	1
LVA_14496	OG0000963	4	1	0	12	4	6	23	21	29	10	26	4	39	3	3	2	13	0	7	5	4
LVA_14497	NA	1	2	1	10	1	4	3	4	5	3	1	0	2	1	1	2	3	1	0	1	3
LVA_14498	OG0000963	9	10	1	13	13	30	20	19	34	7	27	18	36	6	5	7	16	4	19	12	5
LVA_14499	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	1	0
LVA_145	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14500	NA	0	0	0	9	0	1	2	0	2	0	0	0	0	0	0	2	2	0	0	0	1
LVA_14501	OG0000108	2	0	3	1	0	1	2	0	1	0	3	15	3	15	47	5	7	2	1	4	2
LVA_14502	OG0001544	0	0	0	11	0	0	0	6	0	2	0	0	1	0	0	0	0	0	0	0	0
LVA_14503	OG0004714	3	2	0	1	0	0	6	3	24	3	1	7	23	13	5	57	57	124	81	23	19
LVA_14504	OG0009169	0	0	0	12	0	0	1	0	0	1	0	3	5	4	0	9	7	11	15	5	7
LVA_14505	OG0000699	42	219	73	56	80	158	132	63	102	132	123	71	915	762	550	504	238	650	425	221	126
LVA_14506	OG0002097	0	0	0	0	1	1	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0
LVA_14507	OG0006504	0	4	25	7	35	6	5	2	2	16	41	21	265	226	292	463	179	245	197	145	165
LVA_14508	OG0000160	0	0	2	0	0	1	1	0	0	1	1	1	2	2	2	1	6	8	5	3	2
LVA_14509	OG0012427	40	188	192	232	115	415	199	198	130	201	411	336	57	121	64	97	115	195	143	104	82
LVA_14510	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14512	NA	26	94	119	140	70	262	110	168	87	138	370	217	45	93	37	58	81	124	106	107	78
LVA_14513	OG0006503	1028	1322	646	712	1590	1165	380	230	626	657	616	1009	4394	4146	3936	2929	2136	3379	1164	711	599
LVA_14514	OG0000048	159	316	172	183	399	258	78	57	119	157	74	179	995	754	1037	656	465	757	291	135	113
LVA_14515	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14516	OG0009168	48	161	334	76	50	62	81	107	81	84	128	108	3542	5931	5148	18484	13933	14377	21623	15675	15777
LVA_14518	OG0008491	144	386	486	675	806	1812	2706	3053	1938	1770	4293	3171	352	410	326	468	436	399	282	184	196
LVA_1452	OG0004666	38	74	44	148	213	307	169	107	115	147	284	395	46	112	55	89	38	58	42	19	31
LVA_14521	OG0004711	0	5	0	3	1	11	9	0	1	0	3	0	14	5	12	14	11	1	4	9	5
LVA_14522	OG0000699	10	70	17	173	57	112	72	82	74	108	226	68	74	56	59	56	72	44	58	27	29
LVA_14523	OG0000699	5	43	17	130	49	137	95	155	126	56	360	82	132	108	78	76	123	72	80	20	37
LVA_14525	OG0000699	11	15	11	50	36	50	167	234	203	68	571	138	233	132	99	83	123	96	100	23	55
LVA_14527	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14528	OG0000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_1453	OG0010434	2	6	4	4	0	4	7	7	4	5	330	2	2	11	4	4	109	2	4	11	109
LVA_14530	OG0000878	5	1	2	9	2	0	0	2	5	2	0	7	103	138	30	189	9	65	48	50	27
LVA_14531	OG0012422	52	26	11	37	19	32	29	61	103	29	55	33	90	146	123	701	215	254	260	170	172
LVA_14532	OG0009158	330	113	200	236	159	167	178	173	93	101	149	95	983	586	620	833	417	510	791	447	443
LVA_14534	OG0002938	202	538	810	1318	1062	1600	1304	1799	395	907	2273	1490	1348	1144	1999	1519	956	1293	1039	792	824
LVA_14535	OG0016580	14	6	7	34	147	71	87	85	35	91	149	284	485	531	825	564	228	499	572	370	367
LVA_14537	OG0004705	73	39	46	100	118	97	178	246	303	47	132	259	1177	1192	1388	1434	722	822	466	424	357
LVA_14539	OG0004706	75	138	128	178	181	515	280	336	152	171	511	281	76	93	111	205	110	102	76	68	76
LVA_14540	OG0005669	2	41	5	4	12	10	11	22	0	2	0	0	4	1	2	1	0	3	1	2	2
LVA_14543	OG0002448	13	58	10	3	32	7	19	26	1	2	1	2	9	3	4	2	2	9	2	3	2
LVA_14544	NA	1	2	0	0	0	0	4	2	0	0	0	1	0	1	0	0	0	1	1	0	3
LVA_14546	OG0002448	4	4	1	0	3	1	2	2	0	0	0	2	0	2	1	0	0	0	3	1	1
LVA_14549	NA	5	0	28	0	2	0	14	13	24	58	6	2	5	1	3	2	3	3	8	2	2
LVA_14550	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
LVA_14552	NA	0	2	218	1	0	0	2	1	70	254	5	0	1	1	7	1	3	15	11	4	1
LVA_14555	NA	0	0	11	1	0	1	2	2	2	14	3	0	0	0	10	0	1	2	0	0	0
LVA_14557	NA	0	2	16	1	1	1	19	2	13	65	3	0	3	2	14	6	8	12	7	2	1
LVA_14558	NA	1	0	2	0	1	0	0	3	1	5	0	0	0	0	0	1	0	0	1	0	0
LVA_14559	OG0019861	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
LVA_1456	OG0004000	28	13	74	292	184	202	306	301	571	547	492	510	546	930	880	1286	526	922	748	472	492
LVA_14563	NA	0	0	2	2	0	0	1	0	0	4	0	0	0	0	1	0	0	0	1	0	0
LVA_14564	NA	0	0	2	0	0	0	0	4	1	7	0	2	0	1	0	1	0	1	0	0	1
LVA_14565	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LVA_14569	OG0006013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_1457	OG0007486	26	18	90	183	428	335	393	382	292	258	795	673	76	98	121	148	235	230	270	116	170
LVA_14572	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14573	NA	0	0	3	1	1	0	7	2	2	4	0	0	4	0	13	13	2	13	20	0	1
LVA_14574	NA	0	0	0	0	0	0	2	0	2	1	0	0	11	1	6	4	2	4	6	1	1
LVA_14575	OG0001559	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	1	0	1	0
LVA_14577	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14578	OG0000036	0	0	0	1	0	0	0	1	0	0	0	2	7	1	2	6	2	3	10	1	1
LVA_14579	OG0011077	12351	15330	9012	13679	8162	6627	7346	7851	7074	6031	7449	6145	224	154	153	375	289	389	441	337	325
LVA_14580	OG0005471	1017	2286	1925	2087	2408	3462	3023	3850	3085	2811	4042	4429	3178	3210	4313	4663	2774	2882	2210	1568	1360
LVA_14581	NA	40	24	92	251	130	82	156	130	111	120	109	81	660	803	842	680	544	566	484	243	286
LVA_14582	OG0002355	16	17	22	766	539	60	252	37	41	4	35	40	438	426	685	1244	630	803	588	346	397
LVA_14583	OG0006505	28	46	117	172	41	237	455	614	42	26	235	23	179	152	215	271	164	180	203	150	128
LVA_14584	OG0003646	11	4	12	7	12	1	6	6	9	14	2	30	6	13	26	50	20	40	226	174	140
LVA_14585	NA	0	0	0	1	0	0	0	0	1	2	0	0	3	10	2	0	2	2	0	2	0
LVA_14586	NA	0	0	0	1	0	0	0	0	9	4	1	0	3	5	2	1	0	1	2	2	2
LVA_14587	OG0012430	44	44	72	681	447	333	465	449	152	420	269	235	1314	1215	1984	2167	1080	1606	1141	820	750
LVA_14588	OG0004715	37	90	112	170	237	181	238	287	138	88	194	158	168	156	207	259	174	181	156	86	128
LVA_14589	OG0004715	33	76	124	590	395	565	340	399	498	418	785	523	336	192	268	429	213	298	317	247	183
LVA_14590	OG0004715	304	603	513	3404	3126	3308	4418	4629	3893	3174	4844	3210	1042	790	1149	1310	628	892	750	626	532
LVA_14591	OG0012429	109	106	49	60	146	273	186	98	170	97	652	328	312	406	323	292	266	220	169	138	140
LVA_14595	NA	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
LVA_14596	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14597	OG0002743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14598	OG0016406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_1460	OG0015599	34	57	41	14	137	197	196	202	321	104	260	138	374	585	393	1327	834	1214	1657	1360	1278
LVA_14600	OG0000015	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	1	2	1	1	1
LVA_14602	OG0000015	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0
LVA_14603	OG0000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LVA_14604	OG0000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LVA_14607	OG0000015	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1
LVA_14608	OG0008211	2	1	5	4	2	7	2	0	23	2	0	2	22	67	19	28	82	256	305	280	260
LVA_14609	OG0004404	27	5	8	38	59	46	13	7	5	76	15	129	208	277	335	558	446	371	377	231	188
LVA_1461	OG0010435	4	79	69	87	100	167	133	124	122	82	122	207	3	92	85	15	41	17	75	100	85
LVA_14610	OG0000878	0	0	0	2	3	0	0	0	0	4	2	0	130	80	195	28	16	38	41	78	43
LVA_14611	OG0012420	2	0	1	1	0	0	0	1	0	1	0	0	8	15	44	0	0	2	0	1	0
LVA_14612	OG0002937	3	139	12	5	3	135	2	13	10	12	54	27	9	14	25	57	25	47	140	118	79
LVA_14613	OG0002450	3	5	0	7	5	93	16	13	0	12	65	18	5	10	4	11	1	11	11	4	3
LVA_14614	OG0009157	34	49	121	228	440	178	286	398	208	96	328	238	125	164	156	334	183	281	306	267	206
LVA_14615	OG0000658	1	0	0	2	2	3	3	2	1	1	3	2	15	4	4	10	9	5	5	4	7
LVA_14616	OG0000102	0	8	0	4	2	10	0	0	1	0	8	2	5	4	8	13	22	29	21	17	19
LVA_14617	OG0001554	2377	1377	1505	3184	3180	2310	2525	2416	3477	1938	5370	5578	7104	8560	9913	7099	5617	10955	8525	2117	3053
LVA_14618	OG0000039	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	1	0	5
LVA_1462	OG0010436	3	0	1	1	0	0	0	0	4	0	1	3	15	10	17	38	28	39	212	297	196
LVA_14621	OG0001554	212	200	127	133	278	373	494	392	738	1158	2501	1140	289	550	260	376	176	462	280	172	187
LVA_14622	NA	19	22	12	6	16	36	61	35	90	139	409	144	45	81	27	59	18	171	65	29	28
LVA_14623	OG0013414	371	606	1416	1111	780	930	998	1102	819	319	1315	684	303	228	265	334	209	277	312	179	152
LVA_14624	OG0018100	91	129	269	126	119	182	196	224	136	83	299	138	31	50	37	37	41	72	97	46	43
LVA_14629	NA	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0
LVA_14630	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_14631	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0
LVA_14633	OG0007953	22	96	133	137	113	263	217	324	107	17	476	303	614	739	242	1424	1060	1202	1539	906	1397
LVA_14634	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LVA_14635	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0
LVA_14636	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
