H_ery_ID	Orthogroup	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_46017	OG0006803	2	0	1	0	6	8	18	1	21	0	9	8	0	1	1	7	0	3	22	11	2
HER_46018	OG0012756	212	417	345	2177	1588	1591	3325	2078	2570	698	1577	2527	1428	2275	799	351	694	518	622	445	326
HER_46019	OG0012755	235	393	439	1062	781	666	2183	1472	1115	796	1512	1369	902	1347	1014	475	758	457	990	553	281
HER_46020	OG0006802	1043	922	1035	2778	1931	1439	2866	2782	2044	1915	2375	2446	14397	14939	20968	12726	17633	14300	22172	17140	6558
HER_46021	OG0012754	11	13	19	63	63	74	162	64	183	17	109	72	113	113	194	274	193	142	731	468	330
HER_46022	OG0015262	10	14	12	69	76	80	107	135	107	59	94	175	414	364	289	325	450	429	669	450	204
HER_46023	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	5	4	4	8	6	3
HER_46024	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	18	27	6	9	6	10	11	1
HER_46026	OG0003760	408	610	394	839	784	527	2295	1470	1828	831	1318	1048	786	561	756	420	467	466	1234	1084	458
HER_46027	OG0009603	297	824	660	1786	1572	1436	4019	2593	3690	1028	2010	1890	1188	1371	1144	517	856	630	1102	904	333
HER_46028	NA	17261	16367	20246	13814	11508	7128	19591	13230	15414	4908	11498	15455	30296	31803	20808	6831	13854	9806	12590	9600	2738
HER_46029	OG0009602	370	328	648	750	325	539	681	300	863	208	445	198	756	296	505	524	738	471	904	728	353
HER_4603	OG0000331	0	3	0	0	0	0	0	0	0	1	0	4	0	1	1	2	0	0	2	0	0
HER_46030	OG0012753	13	32	19	43	26	35	88	78	73	45	64	61	86	116	71	21	35	38	31	27	13
HER_46031	NA	3	13	5	12	14	14	20	25	22	16	22	28	17	18	14	3	14	5	4	7	1
HER_46032	NA	0	0	0	5	3	5	5	7	8	2	3	5	0	0	1	0	0	0	1	0	0
HER_46033	NA	0	2	0	3	2	4	5	3	1	1	2	3	1	1	1	1	0	0	1	0	0
HER_46034	NA	0	0	0	3	2	7	2	2	4	2	2	3	1	1	0	0	1	0	1	0	0
HER_46035	NA	0	0	0	5	7	13	12	12	9	10	7	8	7	7	7	4	5	0	11	5	0
HER_46037	OG0017810	2	2	2	9	5	1	7	3	3	4	1	7	6	8	3	3	9	6	6	8	3
HER_46038	NA	11	4	7	6	5	4	7	6	5	4	4	7	27	24	12	17	28	33	29	25	9
HER_46039	OG0001953	6	3	6	5	4	3	6	3	1	3	0	9	20	15	12	11	22	22	21	18	10
HER_4604	NA	1	0	0	1	3	4	0	0	1	1	0	18	0	2	0	2	0	1	2	1	0
HER_46041	OG0002518	215	411	153	988	499	419	799	790	610	375	457	672	111	159	233	215	226	159	320	253	115
HER_46042	OG0016701	27	27	48	20	80	10	56	16	28	14	47	7	84	91	48	70	24	221	48	34	47
HER_46043	OG0012752	51	90	79	282	156	184	436	450	341	202	261	449	311	394	175	24	32	38	64	48	31
HER_46044	OG0009601	157	132	128	1295	787	716	1248	925	1052	409	845	1334	1931	2191	1559	1577	2571	2262	2668	1715	1240
HER_46045	OG0009600	58	116	111	642	579	738	3874	2267	2306	885	2048	1359	234	313	247	108	216	204	397	352	79
HER_46046	OG0009599	1	0	0	0	0	0	1	0	2	0	0	11	4	22	10	34	16	16	55	40	8
HER_46047	OG0004952	262	469	833	961	795	940	1015	762	806	376	661	659	243	509	421	276	363	252	495	378	210
HER_46048	NA	2	8	2	20	28	24	234	134	138	50	89	99	59	54	46	12	44	24	36	50	10
HER_46049	OG0002517	5	16	4	53	84	71	353	194	251	62	174	214	28	68	56	11	30	18	49	34	10
HER_4605	NA	26	13	11	20	48	30	37	15	336	6	20	432	87	187	7	13	4	1	15	6	2
HER_46050	OG0012751	416	1704	760	1382	1159	1036	1227	1536	1664	1339	1150	1514	512	805	586	480	480	364	494	358	262
HER_46051	OG0009598	29	72	35	222	331	268	1582	1052	1052	624	1008	912	593	574	405	123	409	297	262	346	101
HER_46052	NA	5	12	4	32	54	49	222	167	140	148	201	140	92	106	67	15	70	40	47	44	16
HER_46053	OG0012751	186	634	222	544	526	528	818	773	870	548	741	755	222	320	223	160	161	129	205	147	92
HER_46054	OG0002517	16	56	14	160	218	190	882	546	594	332	604	614	82	164	153	38	72	51	130	88	29
HER_46055	OG0003016	8	9	9	30	73	24	96	56	98	19	58	106	10	67	14	36	15	9	8	7	6
HER_46056	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_46058	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
HER_46059	OG0004951	0	6	0	12	38	46	20	122	4	72	8	38	6	10	12	2	2	0	6	4	0
HER_4606	NA	1	0	0	2	1	0	0	2	3	0	1	2	1	2	1	1	1	0	0	0	0
HER_46060	OG0002138	32	73	39	139	161	164	1001	423	305	309	775	371	389	368	302	119	315	164	367	336	107
HER_46061	OG0002138	4	15	9	35	34	49	367	146	107	33	98	124	127	109	73	17	94	46	144	150	18
HER_46062	OG0006920	137	288	314	1678	1781	1329	3066	1880	2897	472	1188	2061	2070	2896	2258	758	1708	1361	1930	1573	656
HER_46063	OG0009734	186	306	315	3038	1899	2141	3207	2744	1875	2802	3125	3216	1232	1984	1246	920	1062	901	794	744	431
HER_46064	OG0003759	4	2	2	4	16	91	38	5	17	2	20	152	8	41	64	4	13	9	39	38	5
HER_46065	OG0004950	53	97	78	321	361	361	1872	1139	900	434	964	772	135	300	155	80	129	93	196	205	51
HER_46066	OG0006801	74	62	71	417	398	290	673	373	564	106	368	431	202	246	274	243	326	281	531	351	160
HER_46069	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4607	OG0001178	1	5	1	8	2	1	7	7	7	4	2	1	0	0	0	3	0	0	0	0	0
HER_46071	OG0006800	420	276	259	339	352	287	516	311	366	224	410	569	1052	772	552	380	470	372	748	436	204
HER_46072	OG0006799	106	184	218	1492	1150	1448	2246	1848	1668	680	1192	1160	1142	964	1488	687	1030	919	1434	1114	422
HER_46073	OG0009597	162	838	658	991	681	997	2469	1299	555	640	1714	1045	152	350	121	156	122	148	252	204	121
HER_46074	OG0004949	226	701	427	573	704	645	1642	1118	1098	762	1314	1132	1200	1064	759	356	531	430	700	612	251
HER_46078	OG0000440	0	0	0	5	3	4	5	5	2	2	8	1	1	1	2	3	3	1	2	1	1
HER_46079	OG0004948	206	480	386	2295	2514	2325	4377	3201	3204	1897	3113	3473	3008	3728	4043	2551	4471	3351	3782	2986	1618
HER_4608	NA	0	3	0	0	0	0	3	3	6	0	3	3	9	9	3	12	6	9	6	6	0
HER_46080	OG0009596	0	10	12	28	31	7	84	97	52	46	41	32	85	42	83	65	71	60	208	174	29
HER_46081	OG0009595	16	59	24	309	81	116	234	56	309	24	147	60	130	32	206	62	68	44	195	145	36
HER_46083	OG0015261	1	0	0	2	1	1	0	2	1	1	2	2	21	0	12	3	0	1	3	3	1
HER_46084	NA	0	0	0	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0	0	1	0
HER_46085	OG0012750	1	1	3	3	1	1	1	0	0	0	1	3	8	2	8	2	10	3	3	0	1
HER_46086	OG0006798	19	28	36	197	209	220	848	413	491	93	410	491	51	144	57	58	51	32	64	52	27
HER_46088	OG0006797	273	772	487	5725	4625	3896	6725	2296	3551	1915	6040	2963	1412	988	652	742	679	701	735	581	480
HER_46089	OG0009594	5960	8593	7026	5347	5224	5075	4666	4066	4603	3312	4142	5770	1471	2600	1602	1380	1420	1059	1656	1438	737
HER_4609	NA	37	86	48	168	176	108	383	102	273	62	201	72	11	12	16	8	10	2	1	3	2
HER_46090	OG0004946	50	214	171	383	386	262	838	669	646	409	566	327	56	75	74	41	26	17	62	43	15
HER_46092	NA	0	1	0	0	1	0	1	1	0	1	4	0	2	4	2	0	3	3	11	11	3
HER_46093	NA	44	200	113	330	307	215	641	552	579	421	466	246	53	67	55	40	32	20	52	51	17
HER_46094	OG0002516	68	175	124	192	248	192	709	610	533	201	350	352	81	136	100	51	42	44	150	102	26
HER_46095	OG0009593	118	102	74	588	506	369	845	696	456	314	546	520	174	247	264	230	290	265	364	284	140
HER_46096	OG0000539	110	108	183	269	295	250	318	421	827	227	183	547	260	181	93	37	137	72	40	44	90
HER_46099	NA	1	0	3	2	6	2	4	11	27	4	1	9	6	8	4	1	3	1	0	2	2
HER_461	NA	1	0	1	3	0	0	3	0	0	0	1	0	11	3	4	4	2	2	0	0	0
HER_46101	OG0009592	84	96	120	629	693	675	1073	493	1319	202	543	729	108	350	121	127	242	95	263	243	113
HER_46102	OG0009591	200	306	258	1574	1562	1178	3550	2535	2404	1622	2846	2942	1062	1646	771	413	673	682	631	741	260
HER_46103	OG0006796	1474	2815	2546	2868	3648	2598	5548	4004	5926	2200	3563	5802	7790	8572	6626	4667	5402	4207	6447	5238	1948
HER_46104	OG0017901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46105	OG0009590	199	156	190	1135	817	834	1678	1219	1144	699	1316	1363	21034	18371	20471	13162	22982	16354	14714	12472	4744
HER_46106	OG0009589	24	42	42	43	68	66	194	137	154	114	206	157	184	190	121	80	75	73	139	97	47
HER_46107	OG0009588	685	1071	894	2179	1939	1579	4034	2779	3138	1500	2852	2792	2690	2373	2989	2469	3698	2866	4376	3556	1612
HER_46108	OG0006795	5	1	13	18	28	11	20	29	23	29	22	40	89	82	140	223	284	181	286	257	128
HER_46109	OG0004945	5	2	4	23	4	5	173	28	6	7	105	11	30	14	60	42	37	36	97	78	32
HER_46110	NA	34	42	47	34	36	27	78	36	53	24	48	70	15	57	18	22	13	19	34	24	19
HER_46111	OG0004945	5	2	5	26	4	4	158	25	5	10	106	12	26	16	63	44	38	37	100	84	37
HER_46112	OG0003757	84	102	106	80	105	59	167	82	116	43	106	149	28	124	25	38	20	29	63	40	24
HER_46113	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	1	1	0	2
HER_46114	OG0003756	3	38	11	157	100	125	373	200	342	49	115	129	53	61	91	24	68	80	102	92	30
HER_46115	NA	3	16	2	87	76	92	260	105	191	23	94	90	29	30	58	16	48	61	60	49	22
HER_46118	OG0000271	67	166	95	1098	952	1242	1823	1182	1604	646	1184	923	192	330	322	220	306	344	398	304	158
HER_46119	NA	518	1313	494	1418	975	789	1937	1101	1770	858	1594	1164	1812	1604	1158	742	792	679	1007	792	361
HER_46120	OG0004944	81	372	93	336	293	310	746	692	677	253	430	350	467	518	760	150	408	302	926	661	149
HER_46121	OG0004943	51	63	40	528	446	563	745	564	534	437	712	631	550	584	447	382	532	514	416	355	228
HER_46122	OG0004942	74	19	51	508	422	226	680	544	522	236	464	354	265	227	233	250	309	230	317	244	176
HER_46123	OG0009582	121	510	188	960	702	925	3723	2074	2680	795	1916	1403	1048	922	734	289	514	341	553	615	139
HER_46124	OG0009583	260	467	300	1376	1220	814	1842	1356	1346	761	1338	1772	1064	1254	1205	1313	1689	1443	1179	963	652
HER_46125	OG0004388	90	266	163	1388	1031	830	2691	1731	1980	745	1416	1343	739	917	858	726	1595	987	1873	1243	650
HER_46126	OG0009584	1	11	30	10	38	37	36	65	300	65	18	168	71	173	38	9	12	19	24	20	2
HER_46127	OG0009585	2	2	0	5	1	248	25	12	12	5	17	16	990	600	197	174	86	82	520	446	423
HER_46128	OG0006793	804	602	740	4814	3932	2128	7260	4428	6218	1294	3060	4574	21350	18541	22587	8688	22410	16570	22338	17738	6139
HER_46129	OG0004940	28	2	18	32	24	16	16	16	16	12	8	14	330	231	355	284	447	344	486	373	210
HER_46130	OG0004871	6024	5167	5518	4189	3432	2588	4213	2857	2810	1681	2948	3135	3866	2751	2741	1700	2330	1659	2832	2304	1042
HER_46132	OG0006709	465	1186	798	1512	1176	919	4233	2471	2531	896	1690	1851	1197	1550	1249	347	797	512	1056	765	282
HER_46133	OG0004880	35	8	31	275	234	200	458	253	475	91	261	317	791	739	489	473	535	478	623	512	277
HER_46134	OG0001060	0	0	0	0	0	3	1	7	4	8	2	5	11	3	4	2	5	3	7	3	4
HER_46135	OG0001060	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	4	1	4	0	2	1
HER_46136	OG0009586	76	42	46	172	293	135	976	428	331	292	737	183	264	209	248	209	180	145	266	202	90
HER_46137	NA	3	3	1	2	1	1	0	1	1	1	1	1	3	2	3	1	2	2	3	2	2
HER_4614	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
HER_46141	OG0009587	21	54	30	97	56	58	156	130	106	54	72	108	22	28	31	79	139	66	363	214	104
HER_46143	OG0004941	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0
HER_46144	OG0003015	57	14	58	70	50	51	110	49	113	30	54	62	364	290	541	356	514	422	891	658	276
HER_46145	OG0012746	999	1751	1389	3764	2629	2268	7490	4920	5616	2964	5039	5314	5016	4932	2154	1506	2515	2094	3497	2614	1179
HER_46146	OG0012747	50	56	43	208	182	252	360	162	261	111	297	380	1267	1447	626	486	650	530	677	506	290
HER_46147	OG0000431	1	2	1	3	1	15	0	31	0	24	0	2	11	6	24	28	4	9	38	22	2
HER_46149	OG0012748	26	42	50	130	61	74	135	105	107	49	89	107	396	369	418	418	509	464	523	414	230
HER_4615	OG0007402	3	1	0	5	2	2	4	1	1	1	3	9	1	9	2	6	4	6	13	8	2
HER_46150	OG0012749	135	101	50	436	430	358	900	1014	718	561	488	1239	119	437	218	102	134	109	234	182	70
HER_46151	OG0003755	882	568	1549	3235	1416	1416	4782	2107	4660	839	2265	796	1327	1166	994	1050	1372	953	2124	1718	958
HER_46152	OG0006792	108	203	212	896	631	611	1698	1090	1519	527	964	1534	2015	1688	2599	732	1478	861	1783	1546	364
HER_46153	OG0009581	41	17	43	367	405	415	606	1253	1151	370	323	1038	380	543	636	457	866	729	925	784	347
HER_46155	OG0016700	40	83	58	185	243	237	782	618	671	584	671	490	151	160	126	169	153	109	184	156	50
HER_46156	NA	2	2	12	7	6	13	10	46	37	26	10	11	1092	747	992	880	1385	1071	1685	1250	457
HER_46157	OG0016699	1	0	1	1	0	3	4	1	1	4	7	2	38	61	116	100	150	154	100	47	34
HER_46158	NA	0	0	0	1	0	0	1	6	2	2	0	4	11	48	11	1	2	1	0	4	1
HER_46160	OG0016698	1	0	0	1	1	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0
HER_46162	NA	0	1	4	5	2	3	4	0	2	3	8	8	3	5	0	1	6	3	4	1	0
HER_46165	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1
HER_46167	OG0000461	0	7	7	2	18	6	4	6	7	7	4	19	8	1902	662	731	49	150	306	177	17
HER_46171	OG0009580	58	46	67	118	99	51	351	176	109	118	274	136	837	783	1082	1790	2283	2002	2244	1916	1329
HER_46172	OG0003754	16	24	18	44	74	71	89	34	90	14	66	129	318	147	141	103	115	76	179	130	82
HER_46173	OG0003754	142	266	230	504	601	428	908	729	628	400	591	611	1137	1339	1171	503	912	587	843	773	363
HER_46174	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	89	0	2	1	1	3
HER_46175	NA	2	14	2	4	18	14	27	11	44	25	34	38	13	30	18	79	27	17	22	10	19
HER_46176	OG0009579	2903	2651	1863	933	1892	1374	2719	2060	1593	1046	1763	1950	518	1477	732	487	501	466	502	421	292
HER_46177	OG0003752	23	22	10	133	62	63	226	104	98	47	107	126	99	137	102	113	135	146	188	142	84
HER_46179	OG0006791	703	618	463	567	546	295	1150	479	607	263	709	576	427	564	451	198	251	217	285	235	83
HER_46181	NA	431	472	524	463	371	228	805	529	663	125	297	431	395	342	257	116	235	180	296	238	56
HER_46182	OG0012745	7967	7995	8761	6923	6306	4446	9499	7127	8470	3327	5755	7493	6184	5626	4416	2547	3017	2660	3680	3447	1014
HER_46183	OG0009578	17	6	23	97	66	55	87	111	36	59	51	74	24	93	32	67	68	48	44	38	44
HER_46184	OG0012744	1842	2600	2673	2663	2577	2452	4673	3011	2359	2482	4071	3233	2214	2352	1625	1991	1557	1403	4422	3443	1986
HER_46185	OG0012743	22	33	38	267	280	209	469	301	402	86	196	320	116	175	190	143	172	190	496	379	194
HER_46186	OG0009577	92	34	111	157	120	100	310	180	149	112	280	187	174	199	92	144	105	89	150	136	88
HER_46187	OG0012742	1748	1921	1623	2403	2560	1928	3111	2524	2148	1200	1735	2809	190	738	188	124	163	143	264	214	115
HER_46188	OG0016697	71	159	146	376	476	377	1939	1205	790	937	1367	651	366	363	253	118	177	137	190	167	50
HER_46189	OG0009576	9	4	11	7	2	3	5	9	5	1	7	14	18	21	7	70	84	61	58	58	36
HER_4619	OG0010375	126	343	136	884	603	446	799	690	689	436	649	925	579	531	242	237	309	270	340	200	192
HER_46190	OG0012741	166	326	232	3050	2449	2475	4723	3351	3353	2663	4130	3886	422	1139	525	541	410	355	548	451	306
HER_46192	OG0009575	34	268	51	196	339	259	1129	846	764	390	696	578	104	145	64	39	48	57	94	72	37
HER_46194	OG0009574	78	237	120	2031	1139	1319	2092	1785	1549	510	1073	1115	1460	1142	940	1085	1793	1182	1099	966	661
HER_46196	OG0006790	76	119	202	887	678	627	1704	1005	1422	552	1062	1206	290	433	335	223	364	218	366	321	175
HER_46197	NA	8	8	18	90	94	63	72	216	184	79	18	83	30	26	31	11	16	12	20	24	7
HER_46198	OG0000664	4	2	6	22	30	21	25	65	69	38	18	33	17	17	10	2	7	6	11	5	1
HER_46199	OG0018277	18	30	20	49	44	54	112	107	110	55	81	46	18	28	24	13	12	14	23	28	10
HER_4620	OG0000433	0	0	0	4	1	2	0	0	1	1	1	0	3	3	0	1	3	1	2	0	2
HER_46201	OG0018277	38	80	70	116	111	142	386	231	252	118	338	152	46	48	44	32	16	30	64	54	17
HER_46202	OG0004939	114	50	19	151	168	82	62	134	659	56	49	281	1177	834	1098	1300	1338	1689	1674	1452	726
HER_46203	OG0006789	82	142	140	1013	680	825	2210	1396	868	681	1512	1087	918	1157	1344	1020	1527	992	1578	1302	672
HER_46204	OG0004938	17	21	12	162	69	34	179	25	72	18	159	122	322	289	453	244	360	306	517	416	148
HER_46205	NA	198	4	110	11	116	67	21	9	28	4	28	6	40	2	10	3	10	30	2	4	5
HER_46206	OG0009573	107	28	61	222	215	298	793	315	268	144	458	384	870	499	453	356	695	318	727	566	280
HER_46207	OG0009572	1024	1116	1076	3055	2891	2545	6564	3947	4159	1894	3913	5100	803	1724	872	617	1025	767	1030	860	431
HER_46208	OG0015259	230	298	300	1414	1170	1059	2338	1212	1740	457	1110	1916	2136	2906	1986	895	1018	801	1630	1074	467
HER_46209	OG0012740	36	71	39	276	405	347	2059	1570	1412	702	1357	1016	47	262	112	61	34	33	73	32	19
HER_4621	OG0012456	1	1	1	2	2	2	3	1	2	0	2	1	5	1	1	2	2	1	1	2	2
HER_46210	OG0012739	0	0	3	5	5	3	15	270	9	113	2	13	1	5	37	4	0	1	37	28	1
HER_46212	OG0009571	93	18	71	53	65	39	137	47	78	24	78	113	454	505	218	300	370	244	439	332	256
HER_46213	OG0009570	291	543	477	2846	2577	2535	3114	2151	2390	1141	2283	2764	5523	5809	4584	2594	2274	1902	3166	2532	1206
HER_46214	NA	100	318	215	1112	1130	1230	3479	2892	2343	1555	2422	1818	1176	1319	1143	536	946	763	1132	850	331
HER_46216	OG0001290	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_46217	OG0003751	844	884	1816	1539	1362	1154	2771	1936	2301	878	1498	1424	445	690	501	277	274	245	389	326	118
HER_46218	OG0012738	3114	2920	2606	1986	1716	1302	1449	1189	1343	1399	1461	1729	8581	8162	9582	8087	8097	4746	7416	5814	4082
HER_4622	OG0018123	38	391	37	191	145	94	200	216	210	61	92	186	122	97	74	32	56	39	100	61	42
HER_46220	OG0016694	591	787	701	529	442	627	586	286	456	211	505	498	991	564	110	271	268	207	153	97	186
HER_46221	NA	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0
HER_46222	OG0009569	2	7	1	4	11	29	3	3	2	3	5	0	4	0	0	1	0	0	2	1	0
HER_46224	OG0016693	403	598	599	629	638	419	1009	742	1024	276	488	806	1133	960	1010	676	958	736	1306	885	530
HER_46225	OG0012737	234	478	288	819	794	552	3218	1479	1839	467	1664	1317	2752	3157	1686	256	1119	604	977	678	242
HER_46226	OG0001634	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	3	2	0	1
HER_46227	OG0001634	3	0	1	0	1	18	1	0	4	0	2	1	6	0	1	16	15	17	24	12	7
HER_46228	OG0000442	9	8	11	6	17	233	78	47	106	20	59	73	48	53	20	97	57	78	75	65	36
HER_46229	OG0000442	0	0	0	1	0	2	0	1	0	0	1	2	10	1	6	6	2	2	6	8	1
HER_4623	OG0002630	42	39	60	178	262	122	316	375	586	226	250	299	148	293	94	61	36	71	27	37	21
HER_46230	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HER_46231	OG0000442	0	0	0	1	1	2	1	2	1	1	2	2	49	2	11	12	7	4	16	8	4
HER_46232	OG0000442	0	0	0	1	1	2	0	1	0	0	1	2	15	1	4	5	2	2	7	9	1
HER_46233	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HER_46234	OG0000442	0	0	0	1	1	1	0	1	1	1	1	0	44	1	12	12	7	4	13	9	3
HER_46235	OG0012736	60	156	86	614	550	483	1580	965	877	550	1043	698	983	923	827	583	865	535	991	807	215
HER_46236	OG0004937	96	204	69	689	533	632	346	1240	312	662	278	1058	1104	2003	641	834	639	799	1093	784	341
HER_46237	NA	10	1	11	20	22	13	37	23	24	16	33	24	19	30	19	6	11	10	16	20	8
HER_46239	OG0019740	22	0	42	42	38	33	69	51	44	23	45	44	33	52	39	15	22	14	35	23	16
HER_46240	OG0004935	74	61	120	513	464	574	2396	899	364	562	1816	1539	723	1119	750	636	734	503	803	623	348
HER_46242	OG0004936	23	107	50	308	360	349	2428	1460	1710	681	1247	915	148	223	162	134	159	140	431	310	111
HER_46243	NA	40	76	60	420	299	261	1031	724	719	282	489	535	906	1182	1021	233	567	318	709	476	160
HER_46244	OG0003572	28	48	49	365	184	205	825	339	421	143	510	548	169	173	235	96	204	116	327	270	95
HER_46245	OG0012120	1	0	0	5	1	1	2	0	2	0	0	2	3	1	2	4	3	1	14	5	0
HER_46246	OG0019704	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
HER_46248	OG0000578	0	0	0	0	0	0	0	0	0	0	0	4	4	2	19	12	37	27	53	48	19
HER_46249	OG0016691	0	1	0	6	2	3	2	0	4	1	0	4	2	2	1	1	1	0	0	0	0
HER_4625	NA	2	4	2	8	12	4	19	17	15	4	10	20	6	9	4	1	4	16	4	4	0
HER_46250	OG0004406	50	2	108	92	34	80	419	357	145	265	370	44	132	45	131	16	26	7	39	18	4
HER_46251	OG0003750	471	722	387	435	513	367	589	408	459	75	258	377	339	240	196	324	373	238	415	321	274
HER_46252	OG0016573	1	2	7	51	8	3	2	2	1	0	1	2	11	3	25	8	4	4	19	11	1
HER_46253	OG0003632	65	31	72	375	392	412	572	794	557	305	331	481	357	472	466	354	440	365	992	721	321
HER_46254	OG0009132	127	266	145	633	505	435	751	474	1086	169	404	808	656	1064	736	595	851	508	907	679	358
HER_46255	OG0005999	46	333	96	199	183	141	505	525	313	284	239	299	341	243	251	145	330	202	354	296	90
HER_46256	OG0006000	829	2211	567	2997	3355	2482	2746	2800	2814	1565	2426	2441	1158	1767	1526	609	1088	893	817	654	440
HER_46257	OG0008434	271	260	203	2145	1627	1377	3242	1601	1725	839	2084	2240	888	1260	630	884	867	804	850	631	496
HER_46258	OG0004406	11	1	22	36	15	6	103	51	29	34	61	6	45	44	59	16	5	7	32	19	2
HER_46259	OG0004406	17	2	39	49	22	11	104	89	39	65	74	30	43	23	33	8	8	2	13	9	0
HER_46260	OG0004406	8	22	126	403	90	24	43	96	65	83	44	99	22	54	18	8	26	2	3	2	10
HER_46261	OG0000608	10	56	10	102	168	90	207	160	88	84	144	881	4	418	36	18	16	88	18	16	8
HER_46262	OG0000608	25	73	36	302	75	70	289	57	176	46	288	165	63	102	28	5	12	18	5	6	3
HER_46263	OG0015103	1	0	0	0	1	1	4	0	6	0	2	2	1	0	1	0	0	11	0	0	0
HER_46264	OG0001049	1	0	0	1	0	0	0	0	0	0	0	1	2	0	1	2	6	1	0	0	1
HER_46265	OG0000735	1	2	0	1	2	2	7	5	1	4	6	12	1	2	1	1	4	1	0	0	1
HER_46266	OG0000608	13	60	10	152	170	72	134	120	59	68	117	797	3	401	25	15	19	83	15	12	7
HER_46267	OG0000608	24	71	36	206	72	55	240	45	147	39	220	87	39	52	27	5	13	12	6	6	2
HER_46268	OG0015103	0	1	1	2	2	0	1	0	0	0	1	2	2	0	0	0	0	2	0	0	0
HER_46269	OG0001049	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	6	4	1	0	1
HER_4627	OG0001178	1	0	5	5	4	3	10	1	9	1	6	4	0	0	1	0	2	0	1	0	0
HER_46270	OG0000735	0	0	1	0	0	1	2	0	1	0	0	2	4	1	5	2	50	6	1	1	6
HER_46271	OG0000014	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0
HER_46272	OG0000014	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	2	12	0	0	0
HER_46273	OG0003956	7	18	13	29	53	38	63	43	73	15	31	58	35	40	19	19	15	28	55	30	15
HER_46274	OG0007377	429	161	226	949	719	535	1302	855	792	486	980	372	685	394	519	361	562	379	573	450	232
HER_46275	OG0005310	228	315	376	2920	2750	2183	4287	3450	3694	1003	2073	3238	2808	3744	1780	1140	2603	1671	1794	1563	1153
HER_46277	OG0000055	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	4	2	2	0
HER_46278	NA	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	2	1	0	1
HER_46280	OG0015540	90	16	32	151	284	231	268	320	190	38	119	478	353	338	355	288	574	406	760	612	346
HER_46281	OG0007376	2	0	0	10	7	1	17	1	6	0	12	15	728	892	488	174	431	321	323	244	95
HER_46282	OG0005309	209	41	65	335	650	578	662	777	398	270	361	1212	1640	5601	1266	919	1500	1213	1733	1360	875
HER_46283	OG0003631	9	9	14	73	65	56	113	105	82	50	54	96	115	127	108	63	94	84	161	120	55
HER_46284	OG0012400	26	78	34	126	94	82	175	109	80	127	171	146	1030	437	2244	5913	4181	3591	3898	3225	2175
HER_46286	OG0009131	196	363	210	830	588	484	1098	543	667	220	587	699	791	1214	619	355	633	839	954	839	227
HER_46287	OG0015102	74	94	55	604	538	285	322	356	591	153	168	440	684	987	848	372	372	411	515	407	178
HER_46288	OG0006478	483	421	563	1313	1285	1283	1342	986	852	1000	1530	1366	2492	2323	2770	3351	3315	2932	3057	2431	1766
HER_46289	OG0015101	1	0	14	0	1	1	1	1	1	1	2	0	0	4	1	3	3	2	1	1	0
HER_4629	OG0005652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46290	OG0004687	0	0	0	0	0	0	0	0	0	0	0	2	8	3	2	0	0	0	0	2	1
HER_46291	OG0006477	0	0	0	0	0	0	0	0	0	0	0	34	1	33	0	0	0	0	0	0	0
HER_46292	OG0009130	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	6	8	4	20
