H_ery_ID	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_11679	110	183	99	1596	1632	921	1984	2523	1989	1017	1069	1757	862	912	562	254	342	289	373	288	161
HER_1168	68	206	147	694	475	588	1616	1314	1367	710	944	1026	2077	2626	1698	596	947	630	1215	970	392
HER_11680	1806	2222	1774	3545	2629	1701	5645	3862	3963	2066	3474	3864	6047	6274	5685	3068	3892	2906	4332	3619	1862
HER_11681	13	21	18	93	126	79	212	130	155	36	103	114	732	599	554	312	307	322	485	317	167
HER_11682	162	94	172	380	249	252	524	296	494	131	357	416	88	174	66	108	100	71	136	98	75
HER_11683	4	1	10	1	7	9	72	5	45	3	43	8	8	12	22	9	12	11	15	14	3
HER_11684	67	38	59	162	102	113	216	129	213	39	112	188	37	83	22	54	36	41	50	47	37
HER_11685	2	2	0	0	10	0	5	0	1	0	4	1	15	28	32	3	3	6	8	5	0
HER_11686	112	67	132	300	198	185	400	215	407	54	170	318	63	143	38	59	72	58	108	83	42
HER_11687	65	110	145	950	722	765	2380	2080	1907	764	1149	1108	227	357	253	140	279	182	392	382	129
HER_11688	69	65	78	1116	624	609	1160	926	1024	290	584	740	342	320	352	300	575	468	859	602	322
HER_11690	188	421	186	388	368	401	769	525	530	486	681	577	86	216	47	46	32	45	59	68	14
HER_11691	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	2	0	1
HER_11692	0	1	0	1	1	0	1	0	0	1	1	1	1	2	0	0	0	0	0	0	0
HER_11693	181	285	309	1572	1376	1171	3251	2010	2444	1087	2130	1975	556	568	707	530	708	597	1059	814	466
HER_11694	22	879	24	175	303	177	234	179	124	96	165	283	1704	2280	1462	813	1121	745	979	757	409
HER_11695	1996	3284	2415	5058	3863	3518	4636	3744	4156	2655	3631	5676	4965	5059	5819	6849	5074	4160	8720	6933	3490
HER_11696	327	393	458	1240	1251	1098	2388	1359	1236	627	1466	1287	203	491	157	109	190	131	168	142	140
HER_11697	125	278	223	1956	1977	1534	1794	1155	2523	543	1189	1299	957	909	694	699	1159	857	697	666	405
HER_11699	74	129	109	897	844	994	1278	921	1079	397	798	1090	282	341	273	232	348	244	308	218	173
HER_1170	7	23	9	107	96	114	198	129	134	77	152	140	163	212	144	27	81	80	79	65	32
HER_11700	7	25	13	142	101	125	202	133	175	38	78	148	21	35	32	14	39	26	30	26	16
HER_11703	55	48	65	282	322	416	864	478	438	322	618	1051	250	249	108	66	163	94	149	203	60
HER_11706	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
HER_11708	26	48	30	415	283	186	597	465	426	200	401	345	188	192	175	205	219	224	233	175	81
HER_11709	3	0	1	6	1	3	5	2	4	5	2	9	3	11	1	6	2	1	8	2	2
HER_1171	2	6	1	44	27	14	20	17	16	20	28	28	34	44	29	8	20	11	11	10	10
HER_11711	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0
HER_11712	0	2	2	9	6	9	50	35	32	17	18	32	15	20	14	8	14	9	20	16	7
HER_11713	23	80	29	217	197	191	590	427	504	156	276	472	151	221	168	67	179	98	181	212	50
HER_11714	29	91	33	213	230	229	484	408	444	192	358	468	127	183	145	112	202	106	249	218	78
HER_11717	0	0	0	0	0	4	0	0	0	0	0	0	5	3	1	1	4	3	1	1	1
HER_11718	1	0	3	0	1	0	0	3	0	1	0	1	20	13	6	5	2	9	4	2	2
HER_11720	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	9	0	1	1	5
HER_11721	158	225	122	308	282	202	611	347	290	100	276	346	83	143	204	58	80	53	193	160	65
HER_11722	10	19	10	51	57	58	100	98	96	80	107	108	34	42	37	69	117	58	143	86	59
HER_11723	374	542	319	910	633	512	1643	854	654	317	764	985	227	431	467	170	281	145	437	382	179
HER_11725	0	0	0	0	0	4	0	0	0	0	0	0	5	3	1	1	4	3	1	1	1
HER_11726	0	0	1	0	0	0	0	0	0	1	0	0	28	18	10	10	18	4	5	5	9
HER_11729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1173	0	1	1	3	4	0	1	3	2	1	1	2	1	1	1	0	2	1	3	1	0
HER_11730	0	0	0	2	0	0	5	3	2	0	2	2	0	1	1	0	0	0	0	0	0
HER_11731	1	0	0	1	0	0	5	5	0	3	6	0	4	1	2	8	6	10	26	20	9
HER_11732	0	0	0	0	0	0	0	2	2	0	0	1	4	5	0	0	3	0	0	0	0
HER_11733	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0
HER_11738	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
HER_11739	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0
HER_1174	3	1	2	2	4	1	4	4	2	4	3	4	8	1	0	1	8	1	2	0	5
HER_11742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HER_11746	0	0	0	1	1	0	0	0	0	0	1	0	7	2	3	0	2	2	1	1	1
HER_11748	1	0	0	2	0	2	1	1	0	0	1	1	7	7	6	4	5	3	1	5	2
HER_11751	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	2	0	0
HER_11756	264	479	465	623	348	385	521	460	532	171	304	473	205	290	176	186	184	174	277	206	118
HER_11757	50	28	46	102	113	107	232	122	157	78	138	152	354	340	239	422	646	370	558	478	302
HER_11758	0	0	0	0	0	0	0	3	0	5	1	0	0	0	2	0	0	0	2	0	0
HER_11759	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
HER_1176	0	1	1	4	2	5	42	2	3	1	45	8	10	8	12	9	16	4	8	5	5
HER_11760	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HER_11761	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
HER_11762	0	0	0	0	0	0	0	2	0	4	0	0	1	3	0	1	1	1	0	1	0
HER_11763	86	127	116	70	96	71	229	145	206	90	198	123	166	149	162	178	190	177	279	204	70
HER_11764	6	11	9	64	62	63	185	114	81	101	119	100	7	17	16	7	13	12	22	18	10
HER_11766	9	20	12	153	156	161	473	308	268	165	310	209	26	47	55	31	52	47	78	50	24
HER_11767	14	31	6	19	19	4	8	11	7	2	4	0	7	4	6	5	7	5	14	7	5
HER_11768	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HER_11769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1177	2	2	0	6	7	2	10	2	3	4	6	14	82	106	64	25	33	14	48	42	25
HER_11770	1	0	0	5	1	4	16	2	0	3	17	1	4	3	2	3	1	1	3	4	0
HER_11774	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	3	2	4	2	2
HER_11776	1	0	1	2	2	4	1	4	7	2	0	6	56	74	1008	57	667	79	632	494	182
HER_11777	1	1	0	5	6	6	13	9	16	5	12	10	34	18	34	11	41	7	27	26	16
HER_11778	4	2	5	5	3	3	1	0	1	0	1	2	71	83	56	27	39	24	33	21	13
HER_11779	0	0	1	5	7	8	27	18	18	6	12	11	0	3	2	4	4	2	8	7	4
HER_1178	2	0	0	5	2	0	4	2	6	1	6	2	14	8	10	4	12	16	14	14	6
HER_11782	1	3	3	19	22	25	109	72	70	25	62	37	8	32	9	13	14	8	31	22	16
HER_11785	0	0	0	3	3	1	0	0	1	1	0	3	1	2	1	1	0	1	1	0	0
HER_11787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_11788	0	0	1	5	6	8	27	19	18	6	11	11	0	3	2	4	4	2	8	7	4
HER_11789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1179	3	7	3	18	17	19	10	13	8	13	11	16	104	67	96	96	69	57	139	104	74
HER_11790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HER_11792	1	2	3	19	22	24	101	68	68	25	57	37	8	32	6	12	13	6	28	20	15
HER_11794	0	0	0	1	1	0	1	1	0	0	0	1	1	2	2	0	0	0	3	1	0
HER_11796	0	0	0	1	0	0	0	0	1	0	0	1	0	2	2	0	0	1	1	0	0
HER_11797	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_11799	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
HER_118	1362	1613	2105	2014	1801	1086	5178	3192	3752	1636	2985	3371	3080	2810	2610	516	619	458	1133	888	218
HER_1180	27	68	55	353	317	253	1157	690	765	305	625	426	33	135	56	23	48	29	115	91	20
HER_11800	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
HER_11801	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	2	4	1	3	0	2
HER_11804	8	10	10	78	64	82	214	228	150	108	144	114	14	62	26	24	26	44	52	38	16
HER_1181	5	5	3	27	35	32	150	51	78	23	58	44	8	14	9	6	6	4	10	12	1
HER_11812	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	2	0	0
HER_11815	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_11817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
HER_11818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HER_11819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1182	26	67	45	188	215	149	355	171	275	101	216	246	416	436	342	54	239	146	244	238	75
HER_11820	1	0	0	2	1	1	7	3	1	1	8	2	1	3	0	2	1	5	0	3	0
HER_11821	0	0	0	0	0	0	4	0	0	0	7	0	4	1	3	4	0	3	5	2	0
HER_11822	2	1	0	1	1	3	1	1	2	0	2	2	0	1	0	0	0	0	0	1	0
HER_11824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_11826	0	0	0	3	0	2	0	2	0	1	1	0	68	47	21	7	34	16	6	4	12
HER_11827	1	2	2	8	6	8	7	1	4	2	15	13	0	2	0	1	0	1	3	2	0
HER_11829	7	8	3	26	26	30	50	43	68	28	38	55	46	54	36	22	25	26	22	14	10
HER_1183	425	778	579	1452	1183	784	1955	1586	1933	546	1058	1361	470	1048	365	204	256	187	375	284	116
HER_11830	25	28	35	69	76	63	135	118	147	88	123	123	6	40	13	5	6	0	14	9	3
HER_11835	48	74	92	138	123	154	348	249	293	95	177	238	19	58	26	10	14	7	22	16	8
HER_11837	6	6	10	20	8	13	29	29	41	8	15	27	3	10	3	2	2	2	2	3	1
HER_11839	1	25	0	0	10	2	0	0	0	0	0	17	0	14	1	2	3	0	0	1	1
HER_1184	360	348	245	521	1049	802	1075	783	793	332	668	1072	989	1362	731	661	925	721	1132	658	421
HER_11840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_11841	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_11842	255	420	268	1209	1070	1088	1150	1378	1362	905	1028	1535	488	618	411	194	183	199	322	248	195
HER_11843	0	0	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HER_11847	119	203	232	1088	555	629	722	483	721	235	313	337	44	59	76	114	144	105	251	174	92
HER_11848	360	140	416	1706	850	826	1353	651	796	442	1014	1066	181	354	146	236	335	249	260	192	233
HER_11849	325	395	491	1147	978	798	1964	1321	1155	1002	1774	1485	1062	1282	946	1682	1778	1348	2572	1850	1079
HER_1185	22	17	26	85	93	101	219	177	157	66	157	191	296	291	471	394	589	544	616	407	296
HER_11856	15	30	14	73	55	34	163	120	100	32	74	106	30	50	28	16	13	14	16	13	5
HER_11858	72	142	86	322	294	286	1016	687	799	290	581	712	153	350	140	74	83	54	78	95	36
HER_1186	1002	1738	756	2060	1527	1454	3420	1700	2511	701	1677	2006	739	1110	865	363	667	559	929	575	312
HER_11861	4	16	9	48	43	31	181	148	109	48	88	70	53	67	59	14	56	22	49	45	9
HER_11862	53	161	105	546	355	302	689	531	309	513	529	584	228	405	172	130	273	249	242	185	115
HER_11863	30	42	44	284	258	325	848	487	393	217	503	236	760	746	433	539	613	590	673	533	298
HER_11864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
HER_11865	1	0	2	13	4	3	7	11	52	1	5	18	25	36	13	9	27	21	16	9	4
HER_11866	74	119	664	2408	1067	1704	2960	2217	3441	1114	1783	1927	7613	6611	5483	7619	5687	5553	5811	4586	1692
HER_11867	1124	679	640	1165	1191	697	1371	828	1009	394	801	1260	6097	5694	4259	1951	3843	2627	3573	2397	1631
HER_11868	35	0	1	4	35	1	0	9	8	1	1	5	11	5	5	10	20	7	13	6	15
HER_1187	22	0	2	141	39	3	3	0	3	0	1	3	6	1	4	9	1	7	5	0	3
HER_11871	4	1	1	0	0	3	8	32	55	43	7	0	10	3	11	229	293	201	386	251	190
HER_11872	0	0	0	0	0	0	0	0	0	0	0	0	2	18	3	1	1	3	1	3	2
HER_11873	5	10	8	8	9	61	2	14	3	10	1	2	60	60	81	27	52	42	60	36	8
HER_11874	3	4	2	3	2	5	2	2	3	1	1	6	84	80	41	42	28	36	33	29	23
HER_11876	3	3	3	3	7	37	1	10	2	6	0	2	30	33	46	15	36	27	38	28	4
