Orthogroup	L_var.longestprot
OG0002267	LVA_3153
OG0002268	LVA_4116
OG0002268	LVA_4117
OG0002269	LVA_3613
OG0002269	LVA_3614
OG0002270	LVA_3548
OG0002270	LVA_3549
OG0002271	LVA_4495
OG0002271	LVA_4496
OG0002272	LVA_31738
OG0002273	LVA_4431
OG0002273	LVA_4433
OG0002274	LVA_33699
OG0002274	LVA_34437
OG0002274	LVA_34438
OG0002275	LVA_3082
OG0002275	LVA_3084
OG0002276	LVA_526
OG0002276	LVA_527
OG0002277	LVA_9293
OG0002278	LVA_34642
OG0002278	LVA_34694
OG0002279	LVA_21234
OG0002279	LVA_21400
OG0002280	LVA_34071
OG0002281	LVA_7812
OG0002282	LVA_20475
OG0002282	LVA_35602
OG0002283	LVA_34863
OG0002285	LVA_35399
OG0002285	LVA_35408
OG0002285	LVA_35484
OG0002286	LVA_14667
OG0002287	LVA_5150
OG0002289	LVA_2603
OG0002289	LVA_2795
OG0002290	LVA_2369
OG0002290	LVA_2381
OG0002291	LVA_1896
OG0002291	LVA_34815
OG0002292	LVA_1892
OG0002292	LVA_869
OG0002294	LVA_28897
OG0002295	LVA_28186
OG0002295	LVA_28187
OG0002295	LVA_28249
OG0002295	LVA_28250
OG0002296	LVA_29386
OG0002296	LVA_29393
OG0002299	LVA_17366
OG0002299	LVA_2313
OG0002299	LVA_28576
OG0002299	LVA_28577
OG0002300	LVA_9270
OG0002300	LVA_9274
OG0002300	LVA_9379
OG0002301	LVA_28709
OG0002301	LVA_28711
OG0002302	LVA_28218
OG0002302	LVA_28281
OG0002303	LVA_29198
OG0002304	LVA_29093
OG0002305	LVA_18663
OG0002306	LVA_32881
OG0002306	LVA_32886
OG0002307	LVA_33935
OG0002307	LVA_34182
OG0002308	LVA_35212
OG0002308	LVA_35213
OG0002308	LVA_35240
OG0002310	LVA_32783
OG0002310	LVA_32967
OG0002311	LVA_21984
OG0002311	LVA_33393
OG0002311	LVA_33510
OG0002313	LVA_33636
OG0002313	LVA_34496
OG0002314	LVA_34634
OG0002314	LVA_34690
OG0002315	LVA_33970
OG0002315	LVA_34146
OG0002315	LVA_34147
OG0002315	LVA_34869
OG0002316	LVA_33015
OG0002316	LVA_33016
OG0002316	LVA_33068
OG0002318	LVA_33738
OG0002318	LVA_33740
OG0002318	LVA_34395
OG0002319	LVA_32844
OG0002319	LVA_32845
OG0002319	LVA_32852
OG0002319	LVA_32904
OG0002321	LVA_13807
OG0002321	LVA_13808
OG0002321	LVA_15643
OG0002321	LVA_15644
OG0002321	LVA_2567
OG0002321	LVA_4544
OG0002322	LVA_18237
OG0002323	LVA_28972
OG0002324	LVA_10004
OG0002324	LVA_18996
OG0002324	LVA_20452
OG0002324	LVA_23444
OG0002324	LVA_23445
OG0002324	LVA_23448
OG0002324	LVA_2389
OG0002324	LVA_2390
OG0002324	LVA_24931
OG0002324	LVA_7706
OG0002324	LVA_7877
OG0002325	LVA_16567
OG0002327	LVA_22060
OG0002327	LVA_22074
OG0002328	LVA_10601
OG0002328	LVA_10603
OG0002328	LVA_5164
OG0002328	LVA_973
OG0002332	LVA_25740
OG0002334	LVA_19371
OG0002335	LVA_12721
OG0002335	LVA_14489
OG0002335	LVA_28044
OG0002335	LVA_35215
OG0002335	LVA_5728
OG0002335	LVA_5794
OG0002339	LVA_15230
OG0002339	LVA_17668
OG0002339	LVA_18635
OG0002339	LVA_19069
OG0002339	LVA_19147
OG0002339	LVA_19263
OG0002339	LVA_20985
OG0002339	LVA_21031
OG0002339	LVA_29009
OG0002339	LVA_30411
OG0002339	LVA_3546
OG0002339	LVA_6572
OG0002340	LVA_19913
OG0002340	LVA_20561
OG0002340	LVA_25564
OG0002340	LVA_28115
OG0002340	LVA_29485
OG0002340	LVA_32396
OG0002340	LVA_34684
OG0002340	LVA_35372
OG0002340	LVA_35388
OG0002340	LVA_8704
OG0002340	LVA_9533
OG0002342	LVA_14913
OG0002342	LVA_21237
OG0002342	LVA_32875
OG0002342	LVA_3869
OG0002344	LVA_18641
OG0002344	LVA_18694
OG0002344	LVA_2366
OG0002344	LVA_2377
OG0002345	LVA_26539
OG0002346	LVA_16709
OG0002346	LVA_20828
OG0002346	LVA_20858
OG0002346	LVA_2353
OG0002346	LVA_24825
OG0002346	LVA_24933
OG0002346	LVA_25813
OG0002346	LVA_28112
OG0002346	LVA_30961
OG0002346	LVA_32527
OG0002346	LVA_33642
OG0002346	LVA_37126
OG0002346	LVA_5394
OG0002346	LVA_7007
OG0002352	LVA_19339
OG0002353	LVA_10771
OG0002353	LVA_10915
OG0002355	LVA_14582
OG0002356	LVA_30115
OG0002357	LVA_5762
OG0002358	LVA_181
OG0002359	LVA_7613
OG0002360	LVA_18568
OG0002360	LVA_28685
OG0002360	LVA_626
OG0002361	LVA_1173
OG0002364	LVA_31371
OG0002365	LVA_30330
OG0002365	LVA_32101
OG0002366	LVA_13426
OG0002366	LVA_13428
OG0002366	LVA_13458
OG0002368	LVA_12326
OG0002368	LVA_12328
OG0002368	LVA_12540
OG0002368	LVA_12541
OG0002369	LVA_6993
OG0002370	LVA_36937
OG0002370	LVA_9758
OG0002371	LVA_12041
OG0002372	LVA_12102
OG0002373	LVA_13907
OG0002374	LVA_11829
OG0002374	LVA_11830
OG0002374	LVA_11831
OG0002375	LVA_11851
OG0002377	LVA_13068
OG0002377	LVA_13069
OG0002378	LVA_6031
OG0002378	LVA_6081
OG0002379	LVA_12959
OG0002379	LVA_12960
OG0002380	LVA_13127
OG0002380	LVA_13128
OG0002381	LVA_12846
OG0002382	LVA_19301
OG0002382	LVA_19602
OG0002384	LVA_2788
OG0002385	LVA_8656
OG0002386	LVA_22401
OG0002386	LVA_22404
OG0002386	LVA_34958
OG0002386	LVA_5271
OG0002386	LVA_9965
OG0002388	LVA_11039
OG0002388	LVA_11074
OG0002389	LVA_21392
OG0002390	LVA_36292
OG0002391	LVA_10335
OG0002391	LVA_10336
OG0002392	LVA_10306
OG0002393	LVA_10305
OG0002394	LVA_10529
OG0002395	LVA_25694
OG0002395	LVA_25696
OG0002396	LVA_10483
OG0002396	LVA_10484
OG0002397	LVA_10675
OG0002397	LVA_10680
OG0002399	LVA_10048
OG0002399	LVA_10100
OG0002400	LVA_14003
OG0002400	LVA_14304
OG0002401	LVA_31769
OG0002402	LVA_18413
OG0002402	LVA_19003
OG0002402	LVA_21935
OG0002403	LVA_30502
OG0002403	LVA_30503
OG0002404	LVA_19560
OG0002404	LVA_9996
OG0002405	LVA_19562
OG0002405	LVA_9993
OG0002406	LVA_35749
OG0002407	LVA_7054
OG0002407	LVA_7431
OG0002408	LVA_17691
OG0002408	LVA_35165
OG0002408	LVA_35167
OG0002408	LVA_35284
OG0002408	LVA_5771
OG0002409	LVA_35944
OG0002409	LVA_36102
OG0002410	LVA_30417
OG0002410	LVA_30419
OG0002411	LVA_29708
OG0002412	LVA_30615
OG0002413	LVA_17055
OG0002413	LVA_22783
OG0002414	LVA_24225
OG0002414	LVA_24522
OG0002414	LVA_31681
OG0002415	LVA_1847
OG0002415	LVA_2543
OG0002416	LVA_17304
OG0002416	LVA_26289
OG0002418	LVA_31802
OG0002419	LVA_32038
OG0002420	LVA_32120
OG0002420	LVA_32121
OG0002421	LVA_32086
OG0002421	LVA_32087
OG0002422	LVA_31251
OG0002423	LVA_30160
OG0002424	LVA_31264
OG0002424	LVA_31265
OG0002425	LVA_31291
OG0002426	LVA_31329
OG0002427	LVA_30614
OG0002428	LVA_30132
OG0002429	LVA_30088
OG0002430	LVA_31120
OG0002430	LVA_31121
OG0002430	LVA_31183
OG0002431	LVA_30944
OG0002432	LVA_23736
OG0002432	LVA_30943
OG0002433	LVA_30934
OG0002434	LVA_31501
OG0002435	LVA_31502
OG0002436	LVA_31537
OG0002437	LVA_31511
OG0002438	LVA_29794
OG0002439	LVA_35995
OG0002439	LVA_36163
OG0002440	LVA_23267
OG0002441	LVA_24535
OG0002442	LVA_23298
OG0002442	LVA_24663
OG0002443	LVA_18104
OG0002444	LVA_17656
OG0002444	LVA_17659
OG0002445	LVA_14074
OG0002445	LVA_14075
OG0002445	LVA_14221
OG0002446	LVA_14068
OG0002446	LVA_14070
OG0002446	LVA_14227
OG0002447	LVA_14406
OG0002448	LVA_14543
OG0002448	LVA_14544
OG0002448	LVA_14546
OG0002449	LVA_14085
OG0002449	LVA_14205
OG0002450	LVA_14613
OG0002451	LVA_3618
OG0002452	LVA_13663
OG0002452	LVA_13687
OG0002453	LVA_13771
OG0002453	LVA_13786
OG0002455	LVA_15331
OG0002455	LVA_15458
OG0002455	LVA_15459
OG0002456	LVA_15335
OG0002456	LVA_15463
OG0002457	LVA_15349
OG0002457	LVA_15475
OG0002457	LVA_15476
OG0002457	LVA_15479
OG0002458	LVA_15239
OG0002460	LVA_15566
OG0002460	LVA_15597
OG0002461	LVA_14242
OG0002461	LVA_15534
OG0002462	LVA_14957
OG0002463	LVA_14049
OG0002463	LVA_14247
OG0002464	LVA_4005
OG0002464	LVA_4007
OG0002465	LVA_15042
OG0002466	LVA_23808
OG0002467	LVA_3076
OG0002467	LVA_3077
OG0002468	LVA_21757
OG0002468	LVA_22990
OG0002468	LVA_7615
OG0002468	LVA_9842
OG0002469	LVA_15351
OG0002469	LVA_15354
OG0002469	LVA_15355
OG0002469	LVA_15358
OG0002469	LVA_15359
OG0002469	LVA_15361
OG0002469	LVA_15482
OG0002470	LVA_35140
OG0002470	LVA_35141
OG0002470	LVA_35310
OG0002470	LVA_35311
OG0002472	LVA_4860
OG0002472	LVA_5019
OG0002473	LVA_5990
OG0002473	LVA_6034
OG0002473	LVA_6035
OG0002474	LVA_6245
OG0002474	LVA_6416
OG0002475	LVA_6257
OG0002475	LVA_6406
OG0002476	LVA_14736
OG0002477	LVA_5435
OG0002477	LVA_5438
OG0002478	LVA_5529
OG0002478	LVA_5593
OG0002481	LVA_5520
OG0002481	LVA_5603
OG0002482	LVA_6119
OG0002482	LVA_6168
OG0002482	LVA_6175
OG0002483	LVA_3375
OG0002485	LVA_18280
OG0002486	LVA_29248
OG0002488	LVA_17763
OG0002489	LVA_17756
OG0002490	LVA_17097
OG0002490	LVA_17099
OG0002491	LVA_17100
OG0002491	LVA_18137
OG0002492	LVA_17187
OG0002492	LVA_17195
OG0002492	LVA_8487
OG0002493	LVA_17076
OG0002493	LVA_17090
OG0002494	LVA_17117
OG0002494	LVA_17158
OG0002495	LVA_17119
OG0002496	LVA_17535
OG0002497	LVA_18132
OG0002499	LVA_26540
OG0002500	LVA_17988
OG0002500	LVA_17989
OG0002501	LVA_17982
OG0002502	LVA_17943
OG0002503	LVA_10257
OG0002503	LVA_30065
OG0002503	LVA_30066
OG0002505	LVA_24065
OG0002505	LVA_24363
OG0002506	LVA_24067
OG0002506	LVA_24369
OG0002507	LVA_23962
OG0002507	LVA_24259
OG0002508	LVA_23823
OG0002509	LVA_23351
OG0002509	LVA_23453
OG0002510	LVA_23403
OG0002510	LVA_23516
OG0002511	LVA_16532
OG0002512	LVA_23742
OG0002512	LVA_23743
OG0002513	LVA_23597
OG0002513	LVA_23601
OG0002513	LVA_23681
OG0002513	LVA_23683
OG0002514	LVA_24157
OG0002514	LVA_24459
OG0002516	LVA_24020
OG0002516	LVA_24316
OG0002517	LVA_24799
OG0002517	LVA_24805
OG0002517	LVA_24809
OG0002518	LVA_24964
OG0002518	LVA_24976
OG0002518	LVA_24986
OG0002519	LVA_32643
OG0002519	LVA_32835
OG0002519	LVA_32912
OG0002520	LVA_3912
OG0002521	LVA_7981
OG0002524	LVA_36348
OG0002524	LVA_36349
OG0002525	LVA_36872
OG0002525	LVA_36873
OG0002526	LVA_36231
OG0002527	LVA_1716
OG0002528	LVA_10313
OG0002528	LVA_9755
OG0002530	LVA_35904
OG0002530	LVA_35905
OG0002530	LVA_36062
OG0002532	LVA_2767
OG0002532	LVA_2768
OG0002532	LVA_36930
OG0002533	LVA_25452
OG0002533	LVA_25540
OG0002534	LVA_8152
OG0002535	LVA_8153
OG0002537	LVA_35596
OG0002538	LVA_35694
OG0002538	LVA_35696
OG0002540	LVA_2083
OG0002541	LVA_36839
OG0002543	LVA_27393
OG0002545	LVA_22615
OG0002546	LVA_21875
OG0002547	LVA_21978
OG0002547	LVA_5765
OG0002547	LVA_6273
OG0002547	LVA_6383
OG0002547	LVA_6613
OG0002548	LVA_22471
OG0002548	LVA_22473
OG0002549	LVA_22531
OG0002550	LVA_22637
OG0002551	LVA_22434
OG0002551	LVA_22438
OG0002552	LVA_22916
OG0002552	LVA_35161
OG0002552	LVA_35290
OG0002553	LVA_23046
OG0002554	LVA_22327
OG0002555	LVA_30026
OG0002556	LVA_21230
OG0002556	LVA_21396
OG0002557	LVA_21508
OG0002557	LVA_21575
OG0002558	LVA_21509
OG0002558	LVA_21576
OG0002559	LVA_19992
OG0002560	LVA_19779
OG0002561	LVA_21657
OG0002561	LVA_21707
OG0002563	LVA_20352
OG0002563	LVA_20365
OG0002564	LVA_20013
OG0002564	LVA_20243
OG0002565	LVA_21629
OG0002565	LVA_21630
OG0002565	LVA_21671
OG0002565	LVA_21678
OG0002567	LVA_21254
OG0002567	LVA_21416
OG0002568	LVA_1941
OG0002570	LVA_21039
OG0002571	LVA_21055
OG0002571	LVA_21056
OG0002572	LVA_33043
OG0002572	LVA_33101
OG0002573	LVA_19789
OG0002574	LVA_19612
OG0002575	LVA_8222
OG0002575	LVA_8274
OG0002576	LVA_25428
OG0002576	LVA_25513
OG0002577	LVA_3814
OG0002578	LVA_25079
OG0002579	LVA_25048
OG0002580	LVA_26200
OG0002581	LVA_20003
OG0002582	LVA_26030
OG0002583	LVA_26034
OG0002584	LVA_26590
OG0002585	LVA_26632
OG0002585	LVA_26633
OG0002586	LVA_26634
OG0002587	LVA_26502
OG0002587	LVA_26503
OG0002588	LVA_26504
OG0002589	LVA_26301
OG0002590	LVA_8150
OG0002591	LVA_17870
OG0002591	LVA_20188
OG0002591	LVA_8517
OG0002592	LVA_27039
OG0002593	LVA_3945
OG0002596	LVA_8143
OG0002597	LVA_24495
OG0002598	LVA_8939
OG0002598	LVA_8941
OG0002599	LVA_8361
OG0002599	LVA_8362
OG0002600	LVA_7788
OG0002600	LVA_838
OG0002601	LVA_27909
OG0002601	LVA_3307
OG0002602	LVA_8089
OG0002602	LVA_8101
OG0002603	LVA_7669
OG0002603	LVA_7914
OG0002604	LVA_8347
OG0002605	LVA_9236
OG0002605	LVA_9354
OG0002606	LVA_8450
OG0002607	LVA_4198
OG0002607	LVA_8505
OG0002608	LVA_8082
OG0002608	LVA_8087
OG0002608	LVA_8095
OG0002609	LVA_8898
OG0002610	LVA_8004
OG0002611	LVA_8007
OG0002612	LVA_19209
OG0002613	LVA_29229
OG0002613	LVA_29231
OG0002614	LVA_35817
OG0002615	LVA_27859
OG0002616	LVA_27383
OG0002616	LVA_27388
OG0002617	LVA_2017
OG0002618	LVA_27132
OG0002619	LVA_27668
OG0002619	LVA_27669
OG0002620	LVA_27667
OG0002621	LVA_27728
OG0002622	LVA_29037
OG0002623	LVA_27321
OG0002623	LVA_27322
OG0002624	LVA_27174
OG0002624	LVA_27266
OG0002625	LVA_27805
OG0002626	LVA_27474
OG0002626	LVA_27550
OG0002627	LVA_26261
OG0002627	LVA_26262
OG0002627	LVA_6781
OG0002627	LVA_6782
OG0002627	LVA_6783
OG0002628	LVA_27761
OG0002628	LVA_27763
OG0002630	LVA_27186
OG0002631	LVA_27024
OG0002632	LVA_27012
OG0002633	LVA_7804
OG0002634	LVA_103
OG0002634	LVA_104
OG0002636	LVA_28345
OG0002636	LVA_28405
OG0002637	LVA_707
OG0002637	LVA_987
OG0002638	LVA_1143
OG0002638	LVA_876
OG0002639	LVA_1058
OG0002639	LVA_766
OG0002640	LVA_1087
OG0002640	LVA_797
OG0002641	LVA_492
OG0002642	LVA_15899
OG0002643	LVA_229
OG0002644	LVA_436
OG0002645	LVA_442
OG0002645	LVA_445
OG0002646	LVA_1430
OG0002647	LVA_28530
OG0002647	LVA_28532
OG0002648	LVA_1023
OG0002648	LVA_742
OG0002649	LVA_12747
OG0002650	LVA_6450
OG0002650	LVA_6455
OG0002651	LVA_4126
OG0002651	LVA_6550
OG0002653	LVA_27864
OG0002654	LVA_11688
OG0002654	LVA_36877
OG0002655	LVA_7127
OG0002656	LVA_27898
OG0002656	LVA_27900
OG0002658	LVA_36485
OG0002658	LVA_36489
OG0002659	LVA_18842
OG0002659	LVA_18843
OG0002660	LVA_1469
OG0002660	LVA_21299
OG0002660	LVA_30257
OG0002660	LVA_30258
OG0002660	LVA_33638
OG0002660	LVA_3517
OG0002660	LVA_7403
OG0002661	LVA_30063
OG0002662	LVA_18233
OG0002663	LVA_17841
OG0002664	LVA_10210
OG0002664	LVA_15172
OG0002664	LVA_15173
OG0002665	LVA_16334
OG0002666	LVA_16548
OG0002666	LVA_16549
OG0002667	LVA_16354
OG0002668	LVA_15832
OG0002669	LVA_15884
OG0002670	LVA_16826
OG0002670	LVA_16892
OG0002671	LVA_19324
OG0002672	LVA_5950
OG0002674	LVA_8684
OG0002674	LVA_8788
OG0002675	LVA_19582
OG0002676	LVA_19325
OG0002676	LVA_19529
OG0002676	LVA_22933
OG0002676	LVA_25075
OG0002676	LVA_25702
OG0002676	LVA_33176
OG0002676	LVA_34588
OG0002676	LVA_7840
OG0002676	LVA_8912
OG0002676	LVA_9826
OG0002677	LVA_11536
OG0002677	LVA_3275
OG0002678	LVA_4012
OG0002679	LVA_4335
OG0002680	LVA_18892
OG0002680	LVA_18893
OG0002681	LVA_3608
OG0002682	LVA_4716
OG0002682	LVA_4717
OG0002684	LVA_31880
OG0002685	LVA_3531
OG0002687	LVA_4395
OG0002687	LVA_4397
OG0002688	LVA_3132
OG0002689	LVA_6312
OG0002689	LVA_6334
OG0002690	LVA_29202
OG0002691	LVA_2232
OG0002692	LVA_13546
OG0002693	LVA_2677
OG0002693	LVA_4898
OG0002693	LVA_4996
OG0002694	LVA_2159
OG0002694	LVA_26103
OG0002695	LVA_19801
OG0002695	LVA_2252
OG0002696	LVA_2278
OG0002696	LVA_2728
OG0002697	LVA_2841
OG0002698	LVA_16714
OG0002698	LVA_16743
OG0002699	LVA_2568
OG0002699	LVA_2587
OG0002700	LVA_1837
OG0002700	LVA_1842
OG0002701	LVA_1854
OG0002701	LVA_5468
OG0002703	LVA_1715
OG0002704	LVA_2222
OG0002704	LVA_2223
OG0002705	LVA_2740
OG0002706	LVA_28299
OG0002706	LVA_28358
OG0002707	LVA_29442
OG0002707	LVA_29450
OG0002707	LVA_29452
OG0002708	LVA_28424
OG0002708	LVA_28425
OG0002709	LVA_28420
OG0002710	LVA_28957
OG0002710	LVA_28959
OG0002711	LVA_28912
OG0002711	LVA_28913
OG0002712	LVA_28521
OG0002713	LVA_28201
OG0002713	LVA_28263
OG0002713	LVA_28268
OG0002714	LVA_28751
OG0002714	LVA_29085
OG0002715	LVA_28752
OG0002716	LVA_29199
OG0002717	LVA_29211
OG0002718	LVA_28137
OG0002718	LVA_28636
OG0002718	LVA_28637
OG0002719	LVA_29099
OG0002719	LVA_29101
OG0002720	LVA_14377
OG0002720	LVA_28147
OG0002722	LVA_27314
OG0002722	LVA_27316
OG0002723	LVA_33937
OG0002723	LVA_34180
OG0002724	LVA_34870
OG0002725	LVA_33693
OG0002725	LVA_34441
OG0002726	LVA_34555
OG0002726	LVA_34557
OG0002726	LVA_34953
OG0002726	LVA_34954
OG0002727	LVA_35147
OG0002727	LVA_35149
OG0002727	LVA_35303
OG0002728	LVA_33207
OG0002728	LVA_33364
OG0002729	LVA_33407
OG0002729	LVA_33519
OG0002730	LVA_5972
OG0002731	LVA_33624
OG0002731	LVA_33627
OG0002731	LVA_34505
OG0002732	LVA_33713
OG0002732	LVA_34024
OG0002732	LVA_34429
OG0002733	LVA_25463
OG0002733	LVA_25554
OG0002734	LVA_34074
OG0002734	LVA_34078
OG0002735	LVA_29086
OG0002736	LVA_33846
OG0002736	LVA_34292
OG0002739	LVA_87
OG0002739	LVA_88
OG0002743	LVA_14597
OG0002745	LVA_24966
OG0002745	LVA_32464
OG0002746	LVA_13972
OG0002746	LVA_19434
OG0002746	LVA_4942
OG0002746	LVA_4951
OG0002751	LVA_15626
OG0002751	LVA_16667
OG0002751	LVA_22197
OG0002751	LVA_32358
OG0002751	LVA_34318
OG0002751	LVA_9708
OG0002751	LVA_9835
OG0002752	LVA_14100
OG0002752	LVA_2142
OG0002752	LVA_22513
OG0002752	LVA_25153
OG0002752	LVA_2813
OG0002752	LVA_2814
OG0002752	LVA_34787
OG0002752	LVA_35318
OG0002752	LVA_6142
OG0002752	LVA_7588
OG0002753	LVA_12031
OG0002753	LVA_12032
OG0002753	LVA_12035
OG0002754	LVA_7297
OG0002755	LVA_19030
OG0002755	LVA_19031
OG0002755	LVA_19032
OG0002757	LVA_27634
OG0002758	LVA_865
OG0002758	LVA_866
OG0002760	LVA_1158
OG0002760	LVA_1159
OG0002760	LVA_15150
OG0002760	LVA_32440
OG0002760	LVA_32442
OG0002760	LVA_896
OG0002760	LVA_897
OG0002762	LVA_31743
OG0002762	LVA_9426
OG0002762	LVA_9514
OG0002763	LVA_13997
OG0002763	LVA_16098
OG0002763	LVA_18700
OG0002763	LVA_24004
OG0002763	LVA_26085
OG0002763	LVA_26998
OG0002763	LVA_27002
OG0002763	LVA_27677
OG0002763	LVA_33694
OG0002763	LVA_34440
OG0002763	LVA_3694
OG0002764	LVA_27525
OG0002764	LVA_27614
OG0002764	LVA_27615
OG0002764	LVA_27619
OG0002764	LVA_27620
OG0002765	LVA_32818
OG0002765	LVA_32819
OG0002765	LVA_32820
OG0002765	LVA_32923
OG0002765	LVA_32924
OG0002765	LVA_32925
OG0002768	LVA_19135
OG0002768	LVA_24915
OG0002768	LVA_2881
OG0002768	LVA_2882
OG0002768	LVA_34480
OG0002768	LVA_4832
OG0002768	LVA_5862
OG0002768	LVA_6330
OG0002768	LVA_7910
OG0002771	LVA_22833
OG0002771	LVA_28107
OG0002776	LVA_8524
OG0002776	LVA_8544
OG0002782	LVA_8462
OG0002783	LVA_8460
OG0002784	LVA_17074
OG0002784	LVA_22911
OG0002786	LVA_31390
OG0002788	LVA_37007
OG0002790	LVA_8470
OG0002791	LVA_7097
OG0002793	LVA_23149
OG0002793	LVA_30101
OG0002794	LVA_18336
OG0002796	LVA_25781
OG0002798	LVA_25306
OG0002799	LVA_25671
OG0002799	LVA_25672
OG0002800	LVA_24843
OG0002800	LVA_24844
OG0002800	LVA_24845
OG0002803	LVA_31376
OG0002804	LVA_11747
OG0002806	LVA_12616
OG0002807	LVA_12722
OG0002808	LVA_12821
OG0002809	LVA_13557
OG0002810	LVA_13550
OG0002813	LVA_12137
OG0002813	LVA_12333
OG0002814	LVA_12794
OG0002815	LVA_12311
OG0002815	LVA_12530
OG0002816	LVA_12308
OG0002816	LVA_12526
OG0002817	LVA_12303
OG0002817	LVA_12522
OG0002818	LVA_12293
OG0002818	LVA_12512
OG0002819	LVA_12259
OG0002819	LVA_12473
OG0002820	LVA_12256
OG0002820	LVA_12468
OG0002821	LVA_36383
OG0002822	LVA_32197
OG0002823	LVA_12047
OG0002824	LVA_15105
OG0002825	LVA_12902
OG0002825	LVA_12905
OG0002826	LVA_14640
OG0002826	LVA_31641
OG0002827	LVA_14581
OG0002828	LVA_22187
OG0002829	LVA_25685
OG0002830	LVA_11883
OG0002832	LVA_29903
OG0002832	LVA_29921
OG0002833	LVA_11913
OG0002834	LVA_11994
OG0002835	LVA_12860
OG0002836	LVA_13184
OG0002837	LVA_12976
OG0002837	LVA_12977
OG0002838	LVA_22986
OG0002840	LVA_13111
OG0002841	LVA_14931
OG0002841	LVA_14932
OG0002842	LVA_24869
OG0002842	LVA_24876
OG0002842	LVA_32295
OG0002843	LVA_10648
OG0002844	LVA_11474
OG0002846	LVA_25405
OG0002847	LVA_10287
OG0002848	LVA_1975
OG0002848	LVA_27202
OG0002848	LVA_27384
OG0002849	LVA_10044
OG0002849	LVA_10105
OG0002850	LVA_10068
OG0002851	LVA_10324
OG0002852	LVA_10530
OG0002852	LVA_10531
OG0002853	LVA_11349
OG0002854	LVA_10412
OG0002854	LVA_10447
OG0002855	LVA_10374
OG0002856	LVA_10774
OG0002856	LVA_10910
OG0002857	LVA_10658
OG0002857	LVA_4452
OG0002857	LVA_4456
OG0002858	LVA_11661
OG0002858	LVA_11664
OG0002858	LVA_11667
OG0002858	LVA_11669
OG0002859	LVA_11448
OG0002860	LVA_11363
OG0002860	LVA_11364
OG0002861	LVA_10250
OG0002861	LVA_10252
OG0002862	LVA_28198
OG0002862	LVA_28259
OG0002863	LVA_19654
OG0002863	LVA_37116
OG0002863	LVA_37128
OG0002864	LVA_11219
OG0002864	LVA_2175
OG0002865	LVA_10185
OG0002865	LVA_10203
OG0002866	LVA_11399
OG0002866	LVA_11400
OG0002867	LVA_35957
OG0002867	LVA_36117
OG0002868	LVA_32054
OG0002869	LVA_29914
OG0002869	LVA_29937
OG0002871	LVA_30484
OG0002872	LVA_29566
OG0002872	LVA_29621
OG0002873	LVA_29574
OG0002873	LVA_29616
OG0002874	LVA_30826
OG0002875	LVA_30871
OG0002877	LVA_32204
OG0002878	LVA_32150
OG0002878	LVA_32157
OG0002878	LVA_32158
OG0002880	LVA_31637
OG0002881	LVA_31638
OG0002882	LVA_31646
OG0002882	LVA_31647
OG0002883	LVA_30353
OG0002883	LVA_30355
OG0002885	LVA_24208
OG0002885	LVA_24209
OG0002885	LVA_24507
OG0002885	LVA_24508
OG0002887	LVA_30192
OG0002887	LVA_30193
OG0002887	LVA_30196
OG0002888	LVA_30200
OG0002888	LVA_30201
OG0002889	LVA_10706
OG0002889	LVA_11016
OG0002889	LVA_13087
OG0002889	LVA_14751
OG0002889	LVA_1564
OG0002889	LVA_17944
OG0002889	LVA_30468
OG0002889	LVA_30469
OG0002889	LVA_30879
OG0002889	LVA_3193
OG0002890	LVA_30229
OG0002891	LVA_29682
OG0002892	LVA_29667
OG0002893	LVA_9218
OG0002893	LVA_9335
OG0002894	LVA_30533
OG0002895	LVA_30581
OG0002897	LVA_35740
OG0002898	LVA_30991
OG0002900	LVA_31829
OG0002900	LVA_32230
OG0002901	LVA_32275
OG0002901	LVA_32276
OG0002903	LVA_17175
OG0002903	LVA_30672
OG0002903	LVA_3376
OG0002904	LVA_31778
OG0002905	LVA_31934
OG0002907	LVA_32012
OG0002907	LVA_32013
OG0002908	LVA_29073
OG0002909	LVA_32089
OG0002910	LVA_15275
OG0002910	LVA_31879
OG0002910	LVA_9479
OG0002910	LVA_9714
OG0002911	LVA_32073
OG0002912	LVA_31217
OG0002913	LVA_30603
OG0002914	LVA_25880
OG0002914	LVA_27671
OG0002914	LVA_4184
OG0002914	LVA_8542
OG0002915	LVA_30148
OG0002916	LVA_30151
OG0002916	LVA_30152
OG0002917	LVA_8577
OG0002918	LVA_29739
OG0002918	LVA_29743
OG0002919	LVA_14994
OG0002920	LVA_1267
OG0002921	LVA_31334
OG0002922	LVA_30950
OG0002923	LVA_30931
OG0002924	LVA_30920
OG0002925	LVA_31401
OG0002926	LVA_31337
OG0002928	LVA_25230
OG0002929	LVA_23245
OG0002930	LVA_24610
OG0002931	LVA_23549
OG0002931	LVA_23551
OG0002931	LVA_23635
OG0002931	LVA_23637
OG0002932	LVA_25240
OG0002932	LVA_25241
OG0002933	LVA_14076
OG0002933	LVA_14220
OG0002934	LVA_14073
OG0002934	LVA_14222
OG0002935	LVA_14071
OG0002935	LVA_14226
OG0002937	LVA_14612
OG0002938	LVA_14534
OG0002939	LVA_18946
OG0002939	LVA_34635
OG0002939	LVA_34636
OG0002939	LVA_9609
OG0002939	LVA_9723
OG0002940	LVA_15422
OG0002940	LVA_15531
