Orthogroup	H_ery.longestprot	E_luc.longestprot
OG0002500	HER_15930	ELU_23890, ELU_23891
OG0002500	HER_15935	ELU_23886
OG0002501	HER_15894	ELU_23898
OG0002502	HER_14513	ELU_24122
OG0002503	HER_39323, HER_39322	ELU_2435, ELU_2421
OG0002504	HER_15422, HER_15423	ELU_24261, ELU_24273, ELU_24272, ELU_24259, ELU_24267, ELU_24266, ELU_24260, ELU_24262, ELU_24271
OG0002505	HER_45251	ELU_24840
OG0002505	HER_45252	ELU_24839
OG0002506	HER_45223	ELU_24873, ELU_51774, ELU_24871
OG0002507	HER_45202	ELU_24905, ELU_24910
OG0002508	HER_45140, HER_45141	ELU_24960, ELU_24966
OG0002509	HER_45024	ELU_25076, ELU_25078, ELU_25080
OG0002510	HER_44958	ELU_25162
OG0002511	HER_20384	ELU_2545, ELU_2540, ELU_2539, ELU_2546, ELU_2549, ELU_2538, ELU_2547, ELU_2548
OG0002512	HER_44657	ELU_25418
OG0002512	HER_44607, HER_44652	ELU_25419
OG0002513	HER_44499	ELU_25473
OG0002514	HER_45517, HER_45524	ELU_25590
OG0002515	HER_7261, HER_7259, HER_7256	ELU_27021, ELU_2570
OG0002516	HER_46094	ELU_25855, ELU_25864, ELU_25865, ELU_25854, ELU_25853
OG0002517	HER_46054, HER_46049	ELU_25908, ELU_51213
OG0002518	HER_46041	ELU_25922
OG0002519	HER_23705	ELU_26016, ELU_26025, ELU_46831
OG0002520	HER_17380	ELU_44124, ELU_44731, ELU_47524, ELU_51750, ELU_26036, ELU_43987
OG0002521	HER_31791	ELU_52137, ELU_2623
OG0002521	HER_31810, HER_28934, HER_31746, HER_31819	ELU_34802, ELU_43022
OG0002522	HER_6453	ELU_41231, ELU_51865, ELU_27501, ELU_26246, ELU_7139, ELU_50909, ELU_34977, ELU_41228, ELU_27503, ELU_3523, ELU_46416
OG0002523	HER_28198, HER_28202, HER_28201, HER_28203	ELU_30677
OG0002524	HER_7722	ELU_26397, ELU_26395
OG0002525	HER_7725, HER_7730	ELU_26401
OG0002526	HER_6923	ELU_26599, ELU_26607, ELU_26598, ELU_26608
OG0002527	HER_47997, HER_48002	ELU_26659, ELU_26664
OG0002528	HER_31797, HER_49171	ELU_26742
OG0002528	HER_7362	ELU_50548, ELU_48178
OG0002529	HER_7194	ELU_26879
OG0002530	HER_7448, HER_7457	ELU_27048
OG0002531	HER_6688	ELU_52845
OG0002531	HER_6680	ELU_27085
OG0002532	HER_6615, HER_6616	ELU_27121
OG0002533	HER_316	ELU_27145, ELU_27139
OG0002534	HER_32410, HER_32412	ELU_2717, ELU_2725
OG0002535	HER_32456	ELU_2727, ELU_2730, ELU_2726, ELU_2718
OG0002536	HER_47270	ELU_27522, ELU_47205, ELU_7208, ELU_7218, ELU_27441
OG0002537	HER_6395, HER_6407	ELU_27466
OG0002537	HER_6408	ELU_27465
OG0002538	HER_6447	ELU_27496
OG0002538	HER_6446	ELU_27495
OG0002539	HER_44046	ELU_276
OG0002539	HER_23627	ELU_51277
OG0002540	HER_11214, HER_17268	ELU_33753, ELU_33764, ELU_33751, ELU_33763, ELU_27660
OG0002540	HER_4732	ELU_53991
OG0002541	HER_5613	ELU_27873, ELU_27871
OG0002542	HER_42683, HER_42682, HER_42659, HER_42651	ELU_50758, ELU_34924, ELU_34928, ELU_27988, ELU_34929
OG0002543	HER_38085	ELU_28047, ELU_28053
OG0002544	HER_40951, HER_41286	ELU_2920
OG0002545	HER_8743, HER_8742	ELU_28575
OG0002546	HER_8817	ELU_28626, ELU_28625
OG0002546	HER_8816	ELU_28634
OG0002547	HER_9020	ELU_28781
OG0002548	HER_9103	ELU_28844
OG0002549	HER_9143	ELU_28894
OG0002550	HER_9345	ELU_28937
OG0002551	HER_9226	ELU_29035
OG0002552	HER_9204, HER_9205	ELU_29052
OG0002553	HER_8330	ELU_29086
OG0002554	HER_8582	ELU_29188
OG0002554	HER_8571	ELU_29169
OG0002555	HER_37412	ELU_2943
OG0002555	HER_37414	ELU_2936, ELU_2941
OG0002556	HER_9885	ELU_30305
OG0002556	HER_9883	ELU_30304
OG0002557	HER_10382	ELU_30403, ELU_50786
OG0002558	HER_10379	ELU_30404, ELU_44444
OG0002559	HER_10306, HER_10313, HER_10307, HER_10322	ELU_30463, ELU_30462
OG0002560	HER_1606	ELU_30602
OG0002560	HER_1605	ELU_30601
OG0002561	HER_11886	ELU_30637, ELU_30639
OG0002562	HER_11008, HER_11010, HER_11012, HER_11007	ELU_30793, ELU_30783, ELU_34788
OG0002563	HER_11020	ELU_30806
OG0002564	HER_10881	ELU_30871
OG0002565	HER_10785, HER_10786	ELU_30961
OG0002566	HER_10589, HER_10626, HER_10581, HER_10588, HER_10624	ELU_31043, ELU_31047, ELU_31046, ELU_31049
OG0002567	HER_11331	ELU_31304, ELU_31303
OG0002568	HER_48116	ELU_54328, ELU_54312, ELU_54321, ELU_54317, ELU_54326, ELU_3135
OG0002569	HER_11445, HER_11430	ELU_31374
OG0002570	HER_11185	ELU_31562
OG0002571	HER_11207	ELU_31582
OG0002571	HER_11206	ELU_31581
OG0002572	HER_37069, HER_37042	ELU_9769, ELU_9761, ELU_9775
OG0002573	HER_49025, HER_2863	ELU_32107
OG0002574	HER_28036, HER_25570, HER_1909	ELU_45218, ELU_32462, ELU_9780, ELU_35620
OG0002575	HER_32467, HER_32439	ELU_32547
OG0002575	HER_32438	ELU_32550, ELU_32543
OG0002576	HER_340	ELU_32962
OG0002577	HER_18915	ELU_49073
OG0002578	HER_141	ELU_33314
OG0002579	HER_46724	ELU_52973
OG0002579	HER_109	ELU_33340
OG0002580	HER_920, HER_961	ELU_33377, ELU_33376
OG0002581	HER_10336	ELU_3345, ELU_3347
OG0002582	HER_1100	ELU_33527, ELU_33531
OG0002583	HER_1105	ELU_33540, ELU_33542, ELU_33539
OG0002584	HER_1239, HER_1256	ELU_33657
OG0002584	HER_1249, HER_1262	ELU_33675
OG0002585	HER_1374	ELU_33756, ELU_33767
OG0002586	HER_1375	ELU_33855, ELU_33862, ELU_36792, ELU_33758, ELU_33859, ELU_33757, ELU_36791
OG0002587	HER_2623	ELU_34523
OG0002588	HER_27170, HER_27213, HER_2624, HER_2626	ELU_34524, ELU_34525
OG0002589	HER_795	ELU_47083, ELU_34619, ELU_34607
OG0002590	HER_32388	ELU_44535, ELU_34911
OG0002590	HER_32365	ELU_51117, ELU_52567
OG0002592	HER_4216, HER_4190	ELU_41217, ELU_37509, ELU_37505, ELU_3500
OG0002593	HER_17346	ELU_35186
OG0002594	HER_2752, HER_33625, HER_2766, HER_32918	ELU_7885, ELU_35230, ELU_7888, ELU_7889, ELU_7884
OG0002595	HER_20165	ELU_35322
OG0002595	HER_20163	ELU_35320
OG0002596	HER_32352, HER_32375	ELU_35358, ELU_35355
OG0002597	HER_46576, HER_16073, HER_25217, HER_18576, HER_16072, HER_28654	ELU_35407, ELU_36292, ELU_35402
OG0002599	HER_33388	ELU_35623
OG0002599	HER_33380	ELU_35622, ELU_35619
OG0002600	HER_32566	ELU_38033
OG0002601	HER_42097	ELU_35679, ELU_50856
OG0002602	HER_32702	ELU_5620
OG0002603	HER_33325	ELU_35784
OG0002604	HER_33508	ELU_35822, ELU_35818, ELU_35825, ELU_35821, ELU_35820
OG0002605	HER_33481	ELU_35856, ELU_35854
OG0002606	HER_32806	ELU_35900
OG0002607	HER_17967	ELU_48225
OG0002608	HER_33100	ELU_35974, ELU_50904, ELU_35975
OG0002609	HER_33890	ELU_36242, ELU_36247, ELU_36238
OG0002609	HER_33887	ELU_37682, ELU_36244
OG0002610	HER_31700, HER_31718	ELU_36323, ELU_36332, ELU_52209, ELU_36328
OG0002611	HER_31715, HER_31696	ELU_36331, ELU_43873, ELU_36336, ELU_44318
OG0002613	HER_28273	ELU_36945, ELU_36938, ELU_36946, ELU_36937
OG0002614	HER_12096, HER_28041, HER_12095, HER_43213, HER_36358, HER_45898, HER_26931, HER_26951, HER_5487, HER_48520	ELU_37099
OG0002615	HER_4533, HER_4469	ELU_37630, ELU_37631
OG0002616	HER_3323, HER_3303	ELU_37765
OG0002617	HER_3654	ELU_37923, ELU_37924
OG0002618	HER_3739	ELU_37975
OG0002619	HER_3728	ELU_38000
OG0002619	HER_3727	ELU_38001
OG0002620	HER_3726	ELU_38003
OG0002621	HER_3806	ELU_38078
OG0002622	HER_10905	ELU_38314
OG0002623	HER_2952, HER_2951	ELU_38373
OG0002624	HER_3990	ELU_38477
OG0002625	HER_4497	ELU_38504, ELU_38506
OG0002626	HER_4196, HER_4224	ELU_38663
OG0002629	HER_20676, HER_20680, HER_20678, HER_20679	ELU_45311
OG0002630	HER_4642, HER_4623	ELU_51878, ELU_51875
OG0002631	HER_4875, HER_4865	ELU_39266, ELU_39264, ELU_39274, ELU_39263
OG0002632	HER_4805, HER_4777	ELU_39403
OG0002632	HER_4778, HER_4800	ELU_39402
OG0002633	HER_31944	ELU_39602, ELU_39589, ELU_51636, ELU_51644
OG0002634	HER_29938	ELU_39868, ELU_39867, ELU_39864
OG0002635	HER_29910	ELU_39874, ELU_39873, ELU_39875
OG0002636	HER_29393, HER_29403	ELU_39926, ELU_39929
OG0002637	HER_30282	ELU_39992, ELU_39984, ELU_39975
OG0002638	HER_30107	ELU_4005
OG0002638	HER_30114	ELU_41399, ELU_41393, ELU_4007
OG0002639	HER_30190	ELU_40183
OG0002640	HER_30078	ELU_50339
OG0002641	HER_31008	ELU_40274
OG0002641	HER_31007	ELU_40273
OG0002642	HER_20806, HER_20840	ELU_45405, ELU_51905, ELU_48100, ELU_51906, ELU_40409
OG0002643	HER_30356	ELU_40472
OG0002643	HER_30333	ELU_40471
OG0002644	HER_30301	ELU_40526, ELU_40524
OG0002645	HER_30295	ELU_40556
OG0002646	HER_30781	ELU_40742, ELU_50504, ELU_40743
OG0002647	HER_30851	ELU_40823, ELU_40793
OG0002648	HER_31342	ELU_41050
OG0002648	HER_31341	ELU_41051
OG0002649	HER_22110	ELU_4139, ELU_46475, ELU_46479, ELU_46473, ELU_46476, ELU_46478
OG0002650	HER_25198	ELU_41809
OG0002651	HER_17884	ELU_48288
OG0002653	HER_28215, HER_6716, HER_9178	ELU_42178
OG0002654	HER_30865, HER_14510, HER_33865, HER_9942, HER_4384	ELU_42246
OG0002655	HER_24241, HER_24238, HER_23975	ELU_42875
OG0002657	HER_29414	ELU_43456
OG0002658	HER_8227, HER_8265, HER_14455	ELU_4350
OG0002659	HER_27228	ELU_4359, ELU_4358
OG0002659	HER_27227	ELU_4357, ELU_4355
OG0002662	HER_15414, HER_15403	ELU_44583, ELU_44574, ELU_44582
OG0002663	HER_14367	ELU_757, ELU_7676, ELU_44781, ELU_7677
OG0002664	HER_48650	ELU_451, ELU_456, ELU_449, ELU_458
OG0002665	HER_20742	ELU_45353
OG0002666	HER_20992	ELU_45492
OG0002666	HER_20991	ELU_45494
OG0002667	HER_20052	ELU_45620
OG0002668	HER_20076	ELU_45924
OG0002669	HER_19565, HER_19574	ELU_46023
OG0002670	HER_19398, HER_19397, HER_19392	ELU_46083, ELU_46082, ELU_46081
OG0002671	HER_26706	ELU_4621
OG0002672	HER_12394	ELU_46431
OG0002673	HER_45684, HER_27308	ELU_4649
OG0002674	HER_33648	ELU_46740, ELU_46745
OG0002675	HER_27047, HER_27033, HER_27035	ELU_4677
OG0002676	HER_40224	ELU_47241
OG0002677	HER_17155	ELU_47861
OG0002678	HER_18016	ELU_48020, ELU_48022
OG0002679	HER_18641	ELU_48189, ELU_48205
OG0002680	HER_26684, HER_26688, HER_26689, HER_26687, HER_26686	ELU_4832
OG0002681	HER_17827	ELU_48350, ELU_48362
OG0002682	HER_17740	ELU_48485
OG0002682	HER_17741	ELU_48484
OG0002684	HER_17573	ELU_48701
OG0002685	HER_17570	ELU_48706
OG0002686	HER_21083, HER_21086, HER_17021, HER_18280, HER_12489, HER_31374, HER_18279, HER_33477	ELU_7219, ELU_7210, ELU_49028
OG0002687	HER_18734	ELU_49219
OG0002687	HER_18735	ELU_49218
OG0002688	HER_19002	ELU_49527, ELU_49525
OG0002688	HER_18998	ELU_49528
OG0002689	HER_13646	ELU_50225
OG0002689	HER_13619	ELU_50222, ELU_50223
OG0002690	HER_28076, HER_28105	ELU_6190, ELU_50717
OG0002691	HER_47703	ELU_51030, ELU_54216, ELU_54222
OG0002692	HER_22426	ELU_521, ELU_523
OG0002693	HER_47882	ELU_52257, ELU_52260, ELU_53515
OG0002694	HER_47001, HER_47000, HER_47003, HER_46999	ELU_53279
OG0002695	HER_47068, HER_47080	ELU_53328
OG0002696	HER_47098, HER_32134	ELU_53336, ELU_53337
OG0002697	HER_47112	ELU_53347
OG0002698	HER_20782	ELU_53584, ELU_53588, ELU_53583
OG0002699	HER_48145	ELU_53605
OG0002699	HER_48142	ELU_53608
OG0002700	HER_47612	ELU_53634, ELU_53631, ELU_53639
OG0002701	HER_478, HER_437	ELU_53824
OG0002702	HER_47979	ELU_54074, ELU_54075
OG0002703	HER_48004, HER_47999, HER_48003	ELU_54101
OG0002704	HER_47681	ELU_54231
OG0002705	HER_47630	ELU_54293
OG0002706	HER_27834	ELU_5712
OG0002706	HER_27836	ELU_5719
OG0002707	HER_28408	ELU_5982, ELU_5987, ELU_5984
OG0002708	HER_27986	ELU_6271, ELU_6267, ELU_6274, ELU_6272
OG0002709	HER_27937, HER_27934	ELU_6291, ELU_6290, ELU_6292
OG0002710	HER_27813	ELU_6339, ELU_6342
OG0002711	HER_27798	ELU_6353
OG0002712	HER_27687, HER_27686	ELU_6455
OG0002713	HER_28476	ELU_6552
OG0002714	HER_27900	ELU_6837
OG0002714	HER_28605	ELU_6638
OG0002715	HER_28607	ELU_6647, ELU_6643
OG0002716	HER_28767, HER_28736	ELU_6816, ELU_6814
OG0002717	HER_28829	ELU_6931, ELU_6932
OG0002717	HER_28831	ELU_6933, ELU_6930
OG0002718	HER_29253, HER_29251	ELU_6991, ELU_6995
OG0002719	HER_29271	ELU_7008, ELU_7007
OG0002720	HER_29218	ELU_7025
OG0002720	HER_29282	ELU_7034
OG0002722	HER_3659	ELU_7790, ELU_7789, ELU_7787
OG0002723	HER_34634, HER_34503	ELU_7937, ELU_7942
OG0002724	HER_35016, HER_35030	ELU_8104, ELU_8095
OG0002725	HER_34685, HER_34753	ELU_8182, ELU_8183
OG0002726	HER_35746	ELU_8292, ELU_8290, ELU_8289
OG0002727	HER_35655	ELU_8373, ELU_8371
OG0002728	HER_35439	ELU_8530
OG0002729	HER_35372, HER_35366, HER_35367, HER_35373	ELU_8575
OG0002731	HER_34819	ELU_8804
OG0002732	HER_34840, HER_34852	ELU_8823, ELU_8825, ELU_8828, ELU_8830
OG0002733	HER_398, HER_393	ELU_908, ELU_900
OG0002734	HER_12270, HER_12257	ELU_9098
OG0002735	HER_35547, HER_35552, HER_35549	ELU_9233, ELU_9230, ELU_9232, ELU_9231
OG0002736	HER_36770, HER_36779	ELU_9423
OG0002736	HER_36775	ELU_9422
OG0002782	HER_33565	ELU_10015, ELU_10024
OG0002783	HER_33560	ELU_10022, ELU_36731, ELU_36724
OG0002785	HER_42731	ELU_50350, ELU_32539, ELU_46827, ELU_50254, ELU_35121, ELU_44790, ELU_46882, ELU_10875, ELU_10114, ELU_11047, ELU_47362
OG0002786	HER_40333, HER_40342	ELU_10185, ELU_18224, ELU_18222
OG0002787	HER_23162	ELU_5627, ELU_7095, ELU_36379, ELU_10205, ELU_46877, ELU_51724
OG0002788	HER_7534	ELU_10255, ELU_26236, ELU_26247, ELU_7138
OG0002789	HER_29784	ELU_4409
OG0002789	HER_12659, HER_33048, HER_29783	ELU_10282
OG0002790	HER_33569	ELU_7655, ELU_10843, ELU_10303
OG0002791	HER_24002	ELU_1041, ELU_1047, ELU_46786, ELU_831
OG0002792	HER_12991	ELU_22164, ELU_7426, ELU_7425, ELU_22165, ELU_7574, ELU_9928, ELU_10440, ELU_7575, ELU_7424, ELU_7423
OG0002793	HER_38977	ELU_17877, ELU_46442, ELU_1065, ELU_46445, ELU_1066, ELU_1067
OG0002794	HER_14412	ELU_30028, ELU_10696, ELU_30036
OG0002795	HER_43459	ELU_9890, ELU_47699, ELU_20639, ELU_13526, ELU_47686, ELU_10751, ELU_46828, ELU_1493, ELU_44515
OG0002796	HER_688	ELU_33095
OG0002796	HER_673, HER_690	ELU_33096, ELU_1080
OG0002798	HER_24724	ELU_33684, ELU_7725, ELU_10827, ELU_41830, ELU_35133, ELU_9889
OG0002799	HER_609	ELU_1087, ELU_33050, ELU_1086
OG0002799	HER_610	ELU_33051, ELU_33049
OG0002800	HER_3530, HER_17472, HER_3531, HER_29530, HER_21960	ELU_35386
OG0002801	HER_17783	ELU_8523, ELU_25911
OG0002802	HER_5935	ELU_34816, ELU_43433, ELU_41681, ELU_10934, ELU_34814, ELU_41685, ELU_41680, ELU_51743, ELU_41677, ELU_26226
OG0002803	HER_40670, HER_40360	ELU_11041
OG0002804	HER_23491	ELU_11064, ELU_39530, ELU_11069, ELU_39533, ELU_11061
OG0002805	HER_3480, HER_2022, HER_2000	ELU_46815, ELU_44829, ELU_336, ELU_1426, ELU_111, ELU_50101, ELU_36966
OG0002806	HER_23200	ELU_11135, ELU_11130
OG0002807	HER_22168	ELU_31995, ELU_11409, ELU_11412
OG0002808	HER_22305	ELU_11575, ELU_11576
OG0002808	HER_22304	ELU_11573
OG0002809	HER_22427	ELU_517, ELU_11630
OG0002810	HER_21800	ELU_12622
OG0002812	HER_6456	ELU_27513
OG0002812	HER_31967, HER_32897	ELU_11795
OG0002813	HER_22635	ELU_11808
OG0002814	HER_22664	ELU_11875, ELU_11883, ELU_11876, ELU_11885, ELU_11878
OG0002815	HER_22688	ELU_11901
OG0002816	HER_22691, HER_22689	ELU_11904, ELU_6565, ELU_11905
OG0002817	HER_22697	ELU_11906, ELU_11911
OG0002818	HER_22734, HER_22724	ELU_11931
OG0002819	HER_22786	ELU_11974, ELU_11977
OG0002820	HER_22790	ELU_11995, ELU_11990, ELU_11988
OG0002821	HER_7345	ELU_26963, ELU_26969, ELU_12, ELU_51677
OG0002822	HER_22812	ELU_12040
OG0002822	HER_37879	ELU_43648, ELU_43653
OG0002823	HER_22923, HER_22924	ELU_12089, ELU_12091
OG0002824	HER_43993	ELU_1218, ELU_3640, ELU_1219
OG0002825	HER_23134	ELU_12264
OG0002827	HER_40967	ELU_50805, ELU_50807
OG0002828	HER_22054	ELU_12326
OG0002829	HER_17801	ELU_36457, ELU_1249
OG0002830	HER_21866	ELU_12511
OG0002830	HER_21875	ELU_12512
OG0002831	HER_14333	ELU_22846
OG0002832	HER_37525, HER_37528	ELU_41688, ELU_7629, ELU_1258
OG0002833	HER_21832	ELU_12587
OG0002834	HER_21782, HER_21764	ELU_12639
OG0002834	HER_21783, HER_21767	ELU_12638
OG0002835	HER_21646	ELU_12745, ELU_12741, ELU_12742
OG0002836	HER_21495	ELU_12907, ELU_12908
OG0002837	HER_21369	ELU_13056, ELU_13057
OG0002838	HER_9468	ELU_28328, ELU_1316
OG0002839	HER_28842	ELU_3725, ELU_51616, ELU_9939, ELU_41308, ELU_52293, ELU_271, ELU_1318, ELU_32331
OG0002840	HER_21254	ELU_13195
OG0002840	HER_21251	ELU_13196
OG0002841	HER_42304	ELU_13492, ELU_2252, ELU_13500
OG0002842	HER_32589, HER_26075, HER_9309, HER_41340, HER_41350, HER_40768	ELU_13518, ELU_30068
OG0002843	HER_48301	ELU_46883, ELU_13712, ELU_13711, ELU_46884, ELU_13710
OG0002844	HER_49342	ELU_13773
OG0002846	HER_365	ELU_52820, ELU_52821
OG0002847	HER_49916	ELU_3549, ELU_35170, ELU_13953, ELU_43379, ELU_41392, ELU_35171
OG0002848	HER_47559	ELU_1407, ELU_53906, ELU_53907, ELU_1405
OG0002849	HER_48854, HER_48853	ELU_14072, ELU_14071
OG0002850	HER_48912	ELU_14105
OG0002851	HER_49001	ELU_14254
OG0002852	HER_48798	ELU_14321, ELU_14320
OG0002853	HER_48761	ELU_14379
OG0002854	HER_48755	ELU_14396
OG0002855	HER_48676	ELU_14476, ELU_14474
OG0002856	HER_48622, HER_48610, HER_48621	ELU_14508
OG0002857	HER_48447	ELU_14637
OG0002858	HER_49291, HER_49315	ELU_14750
OG0002859	HER_49380, HER_49388	ELU_14779, ELU_14781
OG0002860	HER_49408	ELU_14797
OG0002861	HER_49486, HER_49509	ELU_14860
OG0002862	HER_29238	ELU_5964, ELU_1491
OG0002863	HER_6606	ELU_14923, ELU_37407
OG0002864	HER_49750	ELU_43220, ELU_15056, ELU_15055
OG0002865	HER_49890	ELU_15198
OG0002866	HER_49936	ELU_15290, ELU_51160, ELU_15289
OG0002867	HER_6211, HER_6208	ELU_1537, ELU_1532
OG0002868	HER_37365	ELU_15429, ELU_15433
OG0002868	HER_37363	ELU_15431
OG0002869	HER_37515	ELU_15546
OG0002870	HER_46005	ELU_40745
OG0002870	HER_20914	ELU_15604, ELU_44351, ELU_52945, ELU_52942
OG0002871	HER_37566	ELU_15629, ELU_15635, ELU_15628, ELU_15634, ELU_15627
OG0002872	HER_37648	ELU_15683
OG0002872	HER_37659	ELU_15684
OG0002873	HER_37665	ELU_15694
OG0002874	HER_37709, HER_37719, HER_37711	ELU_15733
OG0002875	HER_37768	ELU_15787, ELU_15785
OG0002877	HER_37882	ELU_15908
OG0002878	HER_37892	ELU_15912
OG0002880	HER_39395	ELU_15984, ELU_15983
OG0002881	HER_39396	ELU_15986
OG0002882	HER_39403	ELU_16005
OG0002882	HER_39402	ELU_16000
OG0002883	HER_39550	ELU_16161
OG0002884	HER_39573	ELU_16179
OG0002884	HER_39569	ELU_16175
OG0002885	HER_44471	ELU_36782, ELU_1631
OG0002887	HER_39777	ELU_16379, ELU_16380, ELU_16384, ELU_16387
OG0002888	HER_39787	ELU_16393
OG0002888	HER_39788	ELU_16394
OG0002889	HER_36189	ELU_16436
OG0002890	HER_39826	ELU_16445, ELU_27980, ELU_27984
OG0002891	HER_39946	ELU_35091, ELU_16517
OG0002892	HER_39913	ELU_16551, ELU_16548, ELU_16545, ELU_16550, ELU_16549, ELU_16547
OG0002893	HER_32006	ELU_43984, ELU_1669, ELU_35067, ELU_1656, ELU_1660, ELU_35471
OG0002894	HER_40054	ELU_16676
OG0002894	HER_40053	ELU_16674
OG0002895	HER_40114	ELU_16741
OG0002896	HER_38998, HER_38999	ELU_16765, ELU_16768, ELU_34751, ELU_9554
OG0002897	HER_6523, HER_6498	ELU_16852, ELU_27217
OG0002898	HER_39253	ELU_16891
OG0002899	HER_13737	ELU_21093, ELU_44337, ELU_21094, ELU_1694, ELU_1690
OG0002899	HER_13704	ELU_21108, ELU_21133
OG0002900	HER_38000	ELU_16904
OG0002901	HER_38026, HER_38025	ELU_16953, ELU_16952
OG0002902	HER_38168	ELU_17111, ELU_17109, ELU_17110, ELU_17106, ELU_17108
OG0002903	HER_47564, HER_20319, HER_7694	ELU_2276
OG0002904	HER_38305	ELU_17264, ELU_17269, ELU_17265
OG0002905	HER_38324	ELU_17290
OG0002907	HER_38379	ELU_17364
OG0002908	HER_29354	ELU_1742, ELU_1748
OG0002909	HER_38462	ELU_17424
OG0002909	HER_38464	ELU_17425
OG0002910	HER_34352	ELU_17432
OG0002911	HER_38482, HER_38493	ELU_17450
OG0002912	HER_38532, HER_38525	ELU_17495, ELU_17496, ELU_34701, ELU_17492
OG0002913	HER_38688	ELU_17662
OG0002913	HER_38687	ELU_17661
OG0002915	HER_38922, HER_38924	ELU_17860
OG0002916	HER_38928	ELU_17866
OG0002916	HER_38927	ELU_17865
OG0002917	HER_31648	ELU_1790, ELU_1788
OG0002917	HER_31651	ELU_1787
OG0002918	HER_38995	ELU_17903
OG0002919	HER_44225	ELU_1798, ELU_1795, ELU_3212
OG0002920	HER_14613	ELU_24448, ELU_39081, ELU_53498, ELU_17984
OG0002921	HER_37953, HER_37951	ELU_18014
OG0002922	HER_40271, HER_40241	ELU_18161, ELU_18157
OG0002923	HER_40299, HER_47503, HER_40291	ELU_18187
OG0002924	HER_40307	ELU_18197
OG0002925	HER_40332, HER_40324	ELU_18212
OG0002926	HER_40406	ELU_18314
OG0002927	HER_40452, HER_13508	ELU_40716, ELU_40717, ELU_18411
OG0002928	HER_30530	ELU_37024
OG0002928	HER_45896	ELU_18635
OG0002929	HER_45815	ELU_18677
OG0002929	HER_45811	ELU_18679
OG0002931	HER_45622	ELU_2414, ELU_18821
OG0002932	HER_46380	ELU_18900
OG0002932	HER_46379	ELU_18895
OG0002933	HER_41538	ELU_19073, ELU_19071
OG0002934	HER_41542	ELU_19077, ELU_19079
OG0002935	HER_41570	ELU_19097
OG0002937	HER_41403	ELU_19398
OG0002938	HER_41370	ELU_19411
OG0002939	HER_49412, HER_12975	ELU_8423, ELU_1949
OG0002940	HER_41982, HER_41980, HER_41979	ELU_19553
OG0002941	HER_41208, HER_41197, HER_41194	ELU_19615, ELU_19619, ELU_19616
OG0002942	HER_42673	ELU_19898, ELU_19890
OG0002943	HER_42546, HER_42549	ELU_3031, ELU_19932, ELU_19934, ELU_19931, ELU_19928
OG0002944	HER_42504	ELU_19958, ELU_19962
OG0002945	HER_42499, HER_20814	ELU_19967
OG0002946	HER_42788, HER_42789, HER_42785	ELU_20101
OG0002947	HER_43654, HER_43694	ELU_20346, ELU_20340, ELU_20345
OG0002948	HER_44155	ELU_20523, ELU_20517
OG0002949	HER_44271	ELU_46410, ELU_20593, ELU_52127
OG0002950	HER_45447	ELU_20686
OG0002950	HER_36067	ELU_20681, ELU_20670
OG0002951	HER_1498	ELU_33844
OG0002951	HER_1483	ELU_33840, ELU_33841, ELU_33832, ELU_20742, ELU_33830, ELU_50898, ELU_33834
OG0002952	HER_13976	ELU_20843
OG0002953	HER_13805	ELU_20989, ELU_7343, ELU_52541, ELU_20993
OG0002954	HER_11675	ELU_30529, ELU_21090
OG0002955	HER_13349	ELU_21195
OG0002956	HER_13396	ELU_21198
OG0002957	HER_13649, HER_13622	ELU_21218
OG0002958	HER_13454, HER_13455, HER_13453	ELU_21356
OG0002959	HER_13115	ELU_21444, ELU_21446
OG0002960	HER_12896, HER_12890, HER_12949, HER_12960, HER_12894	ELU_21637, ELU_21644
OG0002961	HER_12893, HER_12945, HER_12889	ELU_21643, ELU_41588, ELU_21638
OG0002962	HER_12887, HER_12966	ELU_21648
OG0002963	HER_12475	ELU_31914, ELU_21780
OG0002963	HER_12471	ELU_21779
OG0002964	HER_12488, HER_12493, HER_12491	ELU_21797
OG0002965	HER_12546	ELU_21835
OG0002965	HER_12544	ELU_21834
OG0002966	HER_12286	ELU_21991
OG0002967	HER_12330	ELU_22020
OG0002968	HER_12194	ELU_22051
OG0002969	HER_12072	ELU_22192
OG0002970	HER_26228, HER_26229	ELU_22228, ELU_22232, ELU_22233, ELU_22227
OG0002971	HER_17273	ELU_47175, ELU_47180, ELU_47176, ELU_22394, ELU_22387, ELU_22395
OG0002972	HER_37150	ELU_22397, ELU_34955, ELU_22398, ELU_34956, ELU_34964, ELU_34965, ELU_34954
OG0002973	HER_14829	ELU_22558
OG0002974	HER_14845	ELU_22578, ELU_44260, ELU_22580
OG0002975	HER_14880	ELU_22616
OG0002976	HER_14981	ELU_22726, ELU_35106, ELU_22724, ELU_35105
OG0002977	HER_31800, HER_31734	ELU_4934, ELU_3929
OG0002978	HER_33646	ELU_2299, ELU_46742, ELU_2300, ELU_2296
OG0002979	HER_2605	ELU_34508, ELU_23159
OG0002981	HER_16545, HER_16543, HER_16544	ELU_46901, ELU_23321
OG0002982	HER_16524	ELU_23349
OG0002983	HER_16508	ELU_23364
OG0002984	HER_22958	ELU_2362, ELU_2351, ELU_2361, ELU_2352
OG0002985	HER_16370	ELU_23518
OG0002986	HER_16310	ELU_23569
