Orthogroup	H_tub.longestprot	E_luc.longestprot
OG0002466	HTU_29266	ELU_24933, ELU_7751, ELU_24932, ELU_2019, ELU_7752
OG0002467	HTU_16517, HTU_1859	ELU_44631, ELU_203, ELU_44637
OG0002468	HTU_21907, HTU_39560	ELU_20227
OG0002470	HTU_15773	ELU_8337
OG0002471	HTU_36000, HTU_34887, HTU_10608, HTU_37260, HTU_3489, HTU_4465, HTU_3861, HTU_5518, HTU_3695, HTU_28658, HTU_5911	ELU_20804
OG0002472	HTU_22736	ELU_20806
OG0002473	HTU_22512, HTU_22514, HTU_22515	ELU_21135
OG0002474	HTU_22410, HTU_22409	ELU_21421, ELU_21423, ELU_21431
OG0002475	HTU_22865, HTU_22083	ELU_21461, ELU_21468
OG0002476	HTU_35219, HTU_35242	ELU_48990, ELU_27899, ELU_37483, ELU_21512, ELU_21506
OG0002477	HTU_22040	ELU_21544
OG0002478	HTU_21543, HTU_21555	ELU_22018
OG0002479	HTU_21732	ELU_22082
OG0002480	HTU_21620, HTU_21624	ELU_22134, ELU_22138
OG0002481	HTU_21637	ELU_22167
OG0002482	HTU_21261, HTU_21206	ELU_22190
OG0002483	HTU_20210, HTU_20214, HTU_20224, HTU_29491, HTU_20223	ELU_22261
OG0002485	HTU_19374, HTU_19401	ELU_22656
OG0002486	HTU_4867	ELU_2274
OG0002487	HTU_15692, HTU_6640, HTU_9545, HTU_26788, HTU_25332, HTU_29451	ELU_5882, ELU_627, ELU_2304
OG0002488	HTU_20077	ELU_23119
OG0002489	HTU_20085	ELU_23126, ELU_23128
OG0002489	HTU_19893	ELU_43974
OG0002490	HTU_20901, HTU_20899	ELU_23300, ELU_23298, ELU_23302, ELU_23317
OG0002491	HTU_20902	ELU_23305, ELU_23313
OG0002492	HTU_20784	ELU_23440, ELU_23434, ELU_23437
OG0002493	HTU_20771	ELU_23457
OG0002494	HTU_20612	ELU_23577
OG0002494	HTU_20686	ELU_23540
OG0002495	HTU_20685	ELU_23541, ELU_50345, ELU_29888, ELU_50344, ELU_23542, ELU_50348
OG0002496	HTU_20583, HTU_20587	ELU_23627
OG0002497	HTU_20458	ELU_23756
OG0002498	HTU_19534, HTU_19537	ELU_4156, ELU_4153, ELU_24125, ELU_24124, ELU_24149, ELU_24153, ELU_24154, ELU_24156, ELU_23932, ELU_23813, ELU_23931
OG0002499	HTU_12271	ELU_46726, ELU_33658, ELU_23823
OG0002500	HTU_20371	ELU_23890, ELU_23891
OG0002501	HTU_20284, HTU_20293, HTU_20349	ELU_23898
OG0002502	HTU_19159	ELU_24122
OG0002503	HTU_7334, HTU_40193, HTU_40189, HTU_33860	ELU_2435, ELU_2421
OG0002504	HTU_19912, HTU_19923	ELU_24261, ELU_24273, ELU_24272, ELU_24259, ELU_24267, ELU_24266, ELU_24260, ELU_24262, ELU_24271
OG0002505	HTU_29344	ELU_24840
OG0002506	HTU_29332	ELU_24873, ELU_51774, ELU_24871
OG0002507	HTU_29307	ELU_24905, ELU_24910
OG0002508	HTU_29238, HTU_29241	ELU_24960, ELU_24966
OG0002509	HTU_29110	ELU_25076, ELU_25078, ELU_25080
OG0002510	HTU_29065	ELU_25162
OG0002511	HTU_18064	ELU_2545, ELU_2540, ELU_2539, ELU_2546, ELU_2549, ELU_2538, ELU_2547, ELU_2548
OG0002512	HTU_28844	ELU_25418, ELU_25419
OG0002513	HTU_28751	ELU_25473
OG0002514	HTU_29535, HTU_29525	ELU_25590
OG0002515	HTU_37077, HTU_37086	ELU_27021, ELU_2570
OG0002516	HTU_30025	ELU_25854, ELU_25853
OG0002517	HTU_3093, HTU_30385	ELU_25909, ELU_25907, ELU_25908, ELU_51213
OG0002518	HTU_3102	ELU_25922
OG0002520	HTU_27361	ELU_44124, ELU_44731, ELU_47524, ELU_51750, ELU_26036, ELU_43987
OG0002521	HTU_5777	ELU_52137, ELU_2623
OG0002521	HTU_5756	ELU_34802, ELU_43022
OG0002524	HTU_36935	ELU_26397, ELU_26395
OG0002525	HTU_36932	ELU_26398
OG0002525	HTU_36933	ELU_26399
OG0002526	HTU_36526, HTU_36568	ELU_26599, ELU_26607, ELU_26598, ELU_26608
OG0002527	HTU_41756, HTU_30389	ELU_26659, ELU_26664
OG0002528	HTU_1912, HTU_2028	ELU_26742
OG0002528	HTU_6148	ELU_50548, ELU_48178
OG0002531	HTU_36359, HTU_36356, HTU_36320, HTU_36352	ELU_27085
OG0002532	HTU_36265	ELU_27121
OG0002532	HTU_36266	ELU_27122
OG0002533	HTU_11470	ELU_27145, ELU_27139
OG0002534	HTU_6138, HTU_6153, HTU_6158, HTU_6147	ELU_2717, ELU_2725
OG0002535	HTU_6134	ELU_2727, ELU_2730, ELU_2726, ELU_2718
OG0002536	HTU_41620	ELU_7208, ELU_7218, ELU_27441
OG0002537	HTU_36110	ELU_27466
OG0002537	HTU_36111	ELU_27465
OG0002538	HTU_36140	ELU_27496
OG0002538	HTU_36138	ELU_27495
OG0002539	HTU_10704	ELU_276
OG0002541	HTU_35350	ELU_27873, ELU_27871
OG0002542	HTU_38651, HTU_38650	ELU_50758, ELU_34924, ELU_34928, ELU_27988, ELU_34929
OG0002543	HTU_32704	ELU_28047, ELU_28053
OG0002545	HTU_8320, HTU_8316	ELU_28575
OG0002546	HTU_8385	ELU_28626, ELU_28625
OG0002546	HTU_8383	ELU_28634
OG0002547	HTU_8489	ELU_28781
OG0002548	HTU_8564	ELU_28844
OG0002548	HTU_8565	ELU_28853, ELU_28854, ELU_28848
OG0002549	HTU_8610	ELU_28894
OG0002549	HTU_8597	ELU_28893
OG0002550	HTU_8774	ELU_28937
OG0002551	HTU_8682	ELU_29035
OG0002552	HTU_8666, HTU_8667	ELU_29052
OG0002553	HTU_7983, HTU_7974	ELU_29086
OG0002554	HTU_8169	ELU_29188
OG0002555	HTU_32062	ELU_2936, ELU_2941
OG0002556	HTU_9078	ELU_30304
OG0002557	HTU_9481, HTU_9476	ELU_30403, ELU_50786
OG0002558	HTU_9478, HTU_9477	ELU_30404, ELU_44444
OG0002559	HTU_9410, HTU_9409	ELU_30463, ELU_30462
OG0002560	HTU_9959	ELU_30602
OG0002560	HTU_9960	ELU_30601
OG0002560	HTU_9962	ELU_30600
OG0002561	HTU_9904	ELU_30637
OG0002562	HTU_9821, HTU_9820, HTU_9819	ELU_30793, ELU_30783, ELU_34788
OG0002563	HTU_9811	ELU_30806
OG0002564	HTU_9776	ELU_30871
OG0002565	HTU_9701, HTU_9702	ELU_30961
OG0002566	HTU_9613, HTU_9615, HTU_9616, HTU_9617	ELU_31043, ELU_31047, ELU_31046, ELU_31049
OG0002567	HTU_10452, HTU_10450	ELU_31304, ELU_31303
OG0002568	HTU_41849	ELU_54328, ELU_54312, ELU_54321, ELU_54317, ELU_54326, ELU_3135
OG0002569	HTU_10367, HTU_10353	ELU_31374
OG0002570	HTU_10594	ELU_31562
OG0002571	HTU_10580	ELU_31582
OG0002571	HTU_10581	ELU_31581
OG0002572	HTU_16814	ELU_9769, ELU_9761, ELU_9775
OG0002573	HTU_26674	ELU_32107
OG0002575	HTU_6124	ELU_32547
OG0002576	HTU_11440	ELU_32962
OG0002577	HTU_27045	ELU_3330, ELU_49072, ELU_3338, ELU_49073
OG0002578	HTU_11180	ELU_33314
OG0002579	HTU_40641	ELU_52973
OG0002579	HTU_11133	ELU_33340
OG0002580	HTU_11763	ELU_33377, ELU_33376
OG0002581	HTU_9426, HTU_9430	ELU_3345, ELU_3347
OG0002582	HTU_11910	ELU_33532
OG0002582	HTU_11899	ELU_33527, ELU_33531
OG0002583	HTU_11914, HTU_11891	ELU_33540, ELU_33542, ELU_33539
OG0002584	HTU_12074, HTU_12060	ELU_33675
OG0002585	HTU_12184	ELU_33756, ELU_33767, ELU_33766, ELU_33754
OG0002586	HTU_12185	ELU_33855, ELU_33862, ELU_36792, ELU_33758, ELU_33859, ELU_33757, ELU_36791
OG0002587	HTU_12759	ELU_34523
OG0002588	HTU_12758, HTU_12757	ELU_34524, ELU_34525
OG0002589	HTU_11674	ELU_47083, ELU_34619, ELU_34607
OG0002590	HTU_6057, HTU_6039	ELU_44535, ELU_34911
OG0002591	HTU_34306	ELU_34995, ELU_50601, ELU_49477
OG0002592	HTU_1275	ELU_41217, ELU_37509, ELU_37505, ELU_3500
OG0002593	HTU_27264	ELU_35186
OG0002593	HTU_27263	m1-g8455
OG0002594	HTU_6737, HTU_6736, HTU_6789, HTU_370	ELU_7885, ELU_35230, ELU_7888, ELU_7889, ELU_7884
OG0002595	HTU_17851	ELU_35322
OG0002596	HTU_6049, HTU_6028	ELU_35358, ELU_35355
OG0002598	HTU_6358	ELU_35575
OG0002599	HTU_6387	ELU_35623
OG0002599	HTU_6389	ELU_35622, ELU_35619
OG0002600	HTU_6210	ELU_38033
OG0002600	HTU_13354	ELU_35627
OG0002601	HTU_6431	ELU_35679, ELU_50856
OG0002602	HTU_6370	ELU_5620
OG0002603	HTU_6475, HTU_6502	ELU_35784
OG0002604	HTU_6953	ELU_35822, ELU_35818, ELU_35825, ELU_35821, ELU_35820
OG0002605	HTU_6934	ELU_35856, ELU_35854
OG0002606	HTU_6836	ELU_37058, ELU_35899
OG0002606	HTU_6810	ELU_35900
OG0002607	HTU_27508	ELU_48225
OG0002608	HTU_6664, HTU_6665	ELU_35974, ELU_50904, ELU_35975
OG0002609	HTU_7235	ELU_36242, ELU_36247, ELU_36238
OG0002610	HTU_5733, HTU_5740	ELU_36323, ELU_36332, ELU_52209, ELU_36328
OG0002611	HTU_5736	ELU_36331, ELU_43873, ELU_36336, ELU_44318
OG0002613	HTU_4718	ELU_36945, ELU_36938, ELU_36946, ELU_36937
OG0002614	HTU_31012	ELU_37099
OG0002615	HTU_1946	ELU_37630, ELU_37631
OG0002616	HTU_674, HTU_700, HTU_673	ELU_37765
OG0002618	HTU_916	ELU_37975
OG0002619	HTU_904	ELU_38000
OG0002619	HTU_903	ELU_38001
OG0002620	HTU_902	ELU_38002
OG0002621	HTU_967	ELU_38078
OG0002621	HTU_968	ELU_38079, ELU_38066
OG0002623	HTU_570, HTU_571	ELU_38373
OG0002624	HTU_1258	ELU_38477
OG0002624	HTU_1094, HTU_1100	ELU_38476
OG0002625	HTU_1311	ELU_38504, ELU_38506
OG0002626	HTU_1283	ELU_38665
OG0002626	HTU_1223	ELU_38663
OG0002627	HTU_16157, HTU_2135, HTU_25033	ELU_38730, ELU_43129
OG0002628	HTU_2153	ELU_38739, ELU_38763
OG0002629	HTU_18701, HTU_18344, HTU_18345, HTU_18702	ELU_45311
OG0002629	HTU_32760, HTU_1835	ELU_39048, ELU_39044
OG0002630	HTU_1890	ELU_39106, ELU_52080
OG0002630	HTU_1893	ELU_51878, ELU_51875
OG0002631	HTU_1659	ELU_39266, ELU_39264, ELU_39274
OG0002632	HTU_1769	ELU_39403
OG0002632	HTU_1770	ELU_39402
OG0002633	HTU_5851, HTU_5810	ELU_39602, ELU_39589, ELU_51636, ELU_51644
OG0002634	HTU_13760	ELU_39868, ELU_39867, ELU_39864
OG0002635	HTU_13746, HTU_13745, HTU_13741, HTU_13742	ELU_39874, ELU_39873, ELU_39875
OG0002636	HTU_5212	ELU_39926, ELU_39929
OG0002637	HTU_14045	ELU_39992, ELU_39984, ELU_39975
OG0002638	HTU_13898	ELU_41399, ELU_41393, ELU_4007
OG0002639	HTU_13348, HTU_13326, HTU_13315, HTU_13949	ELU_40183, ELU_40191
OG0002640	HTU_13875	ELU_50339
OG0002640	HTU_13859, HTU_13867	ELU_40236
OG0002641	HTU_14636	ELU_40274, ELU_40273
OG0002642	HTU_18484	ELU_45405
OG0002642	HTU_18473	ELU_51905, ELU_48100, ELU_51906, ELU_40409
OG0002643	HTU_14087	ELU_40472
OG0002644	HTU_14069	ELU_40526, ELU_40524
OG0002645	HTU_14063	ELU_40556
OG0002646	HTU_14482	ELU_40742, ELU_50504, ELU_40743
OG0002647	HTU_14526	ELU_40823, ELU_40793
OG0002648	HTU_14834	ELU_41050
OG0002648	HTU_14832	ELU_41051
OG0002649	HTU_25293, HTU_25253	ELU_4139, ELU_46475, ELU_46479, ELU_46473, ELU_46476, ELU_46478
OG0002650	HTU_24239, HTU_24241	ELU_41809
OG0002651	HTU_27445	ELU_48288
OG0002653	HTU_24121, HTU_23618, HTU_17055, HTU_25733, HTU_1339	ELU_42178
OG0002654	HTU_36402	ELU_42246
OG0002655	HTU_23532, HTU_23343	ELU_42875
OG0002657	HTU_23477	ELU_43456
OG0002658	HTU_29715, HTU_19190	ELU_4350
OG0002659	HTU_3510	ELU_4359
OG0002659	HTU_3509	ELU_4358
OG0002659	HTU_3507	ELU_4357, ELU_4355
OG0002660	HTU_15224	ELU_44195, ELU_52580
OG0002661	HTU_39302	ELU_5618, ELU_44471
OG0002662	HTU_19862, HTU_19897, HTU_19856	ELU_44583, ELU_44574, ELU_44582
OG0002663	HTU_19544	ELU_757, ELU_7676, ELU_44781, ELU_7677
OG0002665	HTU_18388	ELU_45353
OG0002666	HTU_18640	ELU_45492
OG0002666	HTU_18641	ELU_45494
OG0002668	HTU_17757, HTU_17793	ELU_45924
OG0002669	HTU_17582	ELU_46024, ELU_46023
OG0002670	HTU_17285, HTU_17284	ELU_46083, ELU_46082, ELU_46081
OG0002672	HTU_21589	ELU_46431
OG0002672	HTU_21590, HTU_21249	ELU_46433
OG0002673	HTU_29667, HTU_3590	ELU_4649
OG0002674	HTU_7131, HTU_7112	ELU_46740, ELU_46745
OG0002675	HTU_3415	ELU_4677
OG0002677	HTU_28570	ELU_47861
OG0002678	HTU_27542, HTU_22111	ELU_48020, ELU_48022
OG0002679	HTU_28316	ELU_48189, ELU_48205
OG0002680	HTU_3035	ELU_4832
OG0002681	HTU_26584, HTU_26585, HTU_27558	ELU_48350, ELU_48362
OG0002682	HTU_27648	ELU_48485
OG0002682	HTU_27647	ELU_48484
OG0002684	HTU_27844	ELU_48701
OG0002685	HTU_27847	ELU_48706
OG0002686	HTU_25754, HTU_25772	ELU_7219, ELU_7210, ELU_49028
OG0002687	HTU_26905	ELU_49219
OG0002687	HTU_26906	ELU_49218
OG0002688	HTU_27097	ELU_49527, ELU_49525
OG0002688	HTU_27094	ELU_49528
OG0002689	HTU_22846	ELU_50222
OG0002689	HTU_22451	ELU_50223
OG0002690	HTU_3970, HTU_3965	ELU_6190, ELU_50717
OG0002691	HTU_41454	ELU_51030, ELU_54216, ELU_54222
OG0002692	HTU_25514, HTU_25137	ELU_521, ELU_523
OG0002693	HTU_41594	ELU_52257, ELU_52260, ELU_53515
OG0002694	HTU_40325, HTU_40350	ELU_53279
OG0002695	HTU_41076, HTU_41061	ELU_53328
OG0002696	HTU_41054, HTU_40835	ELU_53336, ELU_53337
OG0002697	HTU_40846, HTU_40847	ELU_53347
OG0002698	HTU_18447, HTU_18442	ELU_53584, ELU_53588, ELU_53583
OG0002699	HTU_41882, HTU_41865	ELU_53605
OG0002700	HTU_41350	ELU_53634, ELU_53631, ELU_53639
OG0002701	HTU_41211, HTU_41204, HTU_41214, HTU_41206, HTU_41212	ELU_53824
OG0002702	HTU_41736	ELU_54074, ELU_54075
OG0002703	HTU_41757	ELU_54101
OG0002704	HTU_41445	ELU_54231
OG0002704	HTU_41444	ELU_54234
OG0002705	HTU_41392	ELU_54293
OG0002706	HTU_4069	ELU_5712
OG0002706	HTU_4070	ELU_5719
OG0002707	HTU_4645	ELU_5982, ELU_5987, ELU_5984
OG0002708	HTU_4237	ELU_6271, ELU_6267, ELU_6274, ELU_6272
OG0002709	HTU_4196	ELU_6291, ELU_6290, ELU_6292
OG0002710	HTU_4045	ELU_6344
OG0002710	HTU_4046	ELU_6339, ELU_6342
OG0002711	HTU_3775, HTU_4035	ELU_6353
OG0002712	HTU_3743	ELU_6455
OG0002713	HTU_4574, HTU_4578	ELU_6552
OG0002714	HTU_4161	ELU_6837
OG0002714	HTU_4495	ELU_6638
OG0002715	HTU_4492, HTU_3785	ELU_6647, ELU_6643
OG0002716	HTU_4392	ELU_6816, ELU_6814
OG0002717	HTU_4815, HTU_4824	ELU_6931, ELU_6932
OG0002717	HTU_5422, HTU_4826	ELU_6933, ELU_6930
OG0002718	HTU_5295, HTU_5294	ELU_6991, ELU_6995
OG0002719	HTU_5333	ELU_7008, ELU_7007
OG0002720	HTU_5290	ELU_7025
OG0002720	HTU_5287	ELU_7034
OG0002721	HTU_37732, HTU_37887	ELU_7452
OG0002722	HTU_1297, HTU_827, HTU_858	ELU_7790, ELU_7789, ELU_7787
OG0002723	HTU_14997	ELU_7947, ELU_7937, ELU_7942
OG0002724	HTU_15262	ELU_8104, ELU_8095
OG0002725	HTU_15023	ELU_8182, ELU_8183
OG0002726	HTU_15873	ELU_8292, ELU_8290, ELU_8289
OG0002727	HTU_15730	ELU_8373, ELU_8371
OG0002728	HTU_15563	ELU_8530
OG0002729	HTU_15509	ELU_8575
OG0002730	HTU_32436, HTU_32438, HTU_32437	ELU_8658
OG0002731	HTU_15086	ELU_8808
OG0002731	HTU_15087	ELU_8804
OG0002732	HTU_15122, HTU_15103	ELU_8823, ELU_8825, ELU_8828, ELU_8830
OG0002733	HTU_11066, HTU_11393, HTU_11395	ELU_908, ELU_900
OG0002734	HTU_16142, HTU_16141	ELU_9098
OG0002735	HTU_15673, HTU_15641, HTU_15643, HTU_15674, HTU_15642	ELU_9233, ELU_9230, ELU_9232, ELU_9231
OG0002736	HTU_16610	ELU_9423
OG0002782	HTU_7002	ELU_10015, ELU_10024
OG0002783	HTU_6997, HTU_7051	ELU_10022, ELU_36731, ELU_36724
OG0002784	HTU_17753	ELU_36930
OG0002786	HTU_34910	ELU_10185, ELU_18224, ELU_18222
OG0002787	HTU_22575, HTU_4204	ELU_5627, ELU_7095, ELU_36379, ELU_10205, ELU_46877, ELU_51724
OG0002788	HTU_37255, HTU_37192	ELU_10255, ELU_26236, ELU_26247, ELU_7138
OG0002789	HTU_11839	ELU_4409
OG0002789	HTU_41494	ELU_10282
OG0002790	HTU_7003, HTU_7059	ELU_7655, ELU_10843, ELU_10303
OG0002791	HTU_23360	ELU_1041, ELU_1047
OG0002791	HTU_23359	ELU_46786, ELU_831
OG0002792	HTU_7206	ELU_22164, ELU_7426, ELU_7425, ELU_22165, ELU_7574, ELU_9928, ELU_10440, ELU_7575, ELU_7424, ELU_7423
OG0002793	HTU_33565	ELU_17877, ELU_46442, ELU_1065, ELU_46445, ELU_1066, ELU_1067
OG0002794	HTU_19477, HTU_19494	ELU_30028, ELU_10696, ELU_30036
OG0002796	HTU_11576	ELU_33095, ELU_33096, ELU_1080
OG0002798	HTU_21489, HTU_11318	ELU_33684, ELU_7725, ELU_10827, ELU_41830, ELU_35133, ELU_9889
OG0002799	HTU_11529	ELU_33051, ELU_33049
OG0002800	HTU_26249, HTU_26171	ELU_35386
OG0002801	HTU_9923	ELU_10878, ELU_10884
OG0002801	HTU_9914	ELU_8523, ELU_25911
OG0002802	HTU_35944	ELU_34816, ELU_43433, ELU_41681, ELU_10934, ELU_34814, ELU_41685, ELU_41680, ELU_51743, ELU_41677, ELU_26226
OG0002803	HTU_34926	ELU_11041
OG0002803	HTU_34924	ELU_11044
OG0002804	HTU_26482, HTU_40212	ELU_11064, ELU_39530, ELU_11069, ELU_39533, ELU_11061
OG0002806	HTU_26195	ELU_11135, ELU_11130
OG0002807	HTU_25308, HTU_25315	ELU_31995, ELU_11409, ELU_11412
OG0002808	HTU_25466	ELU_11575
OG0002808	HTU_25465	ELU_11573
OG0002809	HTU_25138	ELU_517, ELU_11630
OG0002809	HTU_25515	ELU_520, ELU_522
OG0002810	HTU_24984	ELU_12622
OG0002811	HTU_22863, HTU_17051, HTU_22590	ELU_27781, ELU_46315, ELU_23510, ELU_43119, ELU_11688, ELU_14014, ELU_24913, ELU_37885, ELU_2486
OG0002812	HTU_36148	ELU_27513
OG0002813	HTU_25726	ELU_11808
OG0002814	HTU_25796	ELU_11875, ELU_11883, ELU_11876, ELU_11885, ELU_11878
OG0002815	HTU_25810	ELU_11900, ELU_11902, ELU_11901
OG0002816	HTU_25813	ELU_11904, ELU_6565, ELU_11905
OG0002817	HTU_25819	ELU_11906, ELU_11911
OG0002818	HTU_25834	ELU_11931
OG0002819	HTU_25882	ELU_11974, ELU_11977
OG0002820	HTU_25886	ELU_11995, ELU_11990, ELU_11988
OG0002821	HTU_36911, HTU_36869	ELU_26963, ELU_26969, ELU_12, ELU_51677
OG0002822	HTU_25922	ELU_12040
OG0002823	HTU_25990	ELU_12089, ELU_12091
OG0002824	HTU_38982	ELU_1218, ELU_3640, ELU_1219
OG0002825	HTU_26170, HTU_26243	ELU_12264
OG0002827	HTU_37500	ELU_1229
OG0002827	HTU_37524	ELU_50805, ELU_50807
OG0002828	HTU_25215	ELU_12326
OG0002829	HTU_24330, HTU_9921, HTU_9913, HTU_40678	ELU_36457, ELU_1249
OG0002830	HTU_25071	ELU_12512
OG0002831	HTU_39066	ELU_36722, ELU_13327, ELU_3229, ELU_12573
OG0002832	HTU_32161, HTU_32162	ELU_41688, ELU_7629, ELU_1258
OG0002833	HTU_25023, HTU_25021	ELU_12587
OG0002834	HTU_24959	ELU_12639
OG0002835	HTU_25116, HTU_24854	ELU_12745, ELU_12741, ELU_12742
OG0002836	HTU_24729	ELU_12907, ELU_12908
OG0002837	HTU_24642	ELU_13056, ELU_13057
OG0002838	HTU_8882	ELU_28328, ELU_1316
OG0002839	HTU_39426	ELU_3725, ELU_51616, ELU_9939, ELU_41308, ELU_52293, ELU_271, ELU_1318, ELU_32331
OG0002840	HTU_24515, HTU_24510	ELU_13195
OG0002841	HTU_38322, HTU_38330	ELU_13492, ELU_2252, ELU_13500
OG0002843	HTU_30788, HTU_30438	ELU_46883, ELU_13712, ELU_13711, ELU_46884, ELU_13710
OG0002844	HTU_31266	ELU_13788
OG0002846	HTU_11418	ELU_52820, ELU_52821
OG0002847	HTU_31790	ELU_3549, ELU_35170, ELU_13953, ELU_43379, ELU_41392, ELU_35171
OG0002849	HTU_30914, HTU_30913	ELU_14072, ELU_14071
OG0002850	HTU_30945	ELU_14105
OG0002851	HTU_31041	ELU_14254
OG0002852	HTU_30865	ELU_14321
OG0002852	HTU_30866	ELU_14320
OG0002853	HTU_30823	ELU_26052, ELU_14379
OG0002854	HTU_30817, HTU_30815	ELU_14396
OG0002855	HTU_30497	ELU_14476, ELU_14474
OG0002856	HTU_30716, HTU_30715	ELU_14508
OG0002857	HTU_30589	ELU_14637
OG0002858	HTU_31304	ELU_14750
OG0002859	HTU_31329	ELU_14779, ELU_14781
OG0002860	HTU_31347, HTU_31346	ELU_14797
OG0002861	HTU_31492, HTU_31399, HTU_31521	ELU_14860
OG0002862	HTU_5130, HTU_5117	ELU_5964
OG0002862	HTU_5114	ELU_1491
OG0002863	HTU_36258	ELU_14923, ELU_37407
OG0002864	HTU_31625, HTU_31631	ELU_43220, ELU_15056, ELU_15055
OG0002865	HTU_31766	ELU_15198
OG0002866	HTU_31807	ELU_15290, ELU_51160, ELU_15289
OG0002867	HTU_35957	ELU_1537, ELU_1532
OG0002868	HTU_31992	ELU_15429, ELU_15433
OG0002869	HTU_32152, HTU_31911	ELU_15546
OG0002870	HTU_7914	ELU_15604, ELU_44351, ELU_52945
OG0002870	HTU_27352, HTU_19378, HTU_19442, HTU_6339	ELU_52942
OG0002871	HTU_32227, HTU_32248	ELU_15629, ELU_15635, ELU_15628, ELU_15634, ELU_15627
OG0002872	HTU_32312, HTU_32307	ELU_15683
OG0002873	HTU_32323, HTU_40175	ELU_15694
OG0002874	HTU_32351	ELU_15733
OG0002875	HTU_32397	ELU_15787, ELU_15785
OG0002876	HTU_11661	ELU_46480, ELU_32686, ELU_32681, ELU_32683, ELU_50250, ELU_35221, ELU_47502, ELU_35220, ELU_50397, ELU_158, ELU_35222
OG0002877	HTU_32519	ELU_15906, ELU_15904, ELU_15908
OG0002878	HTU_32523	ELU_15912, ELU_15915
OG0002880	HTU_33953	ELU_15984
OG0002880	HTU_40179, HTU_33950	ELU_15983
OG0002881	HTU_33954	ELU_15986
OG0002881	HTU_40180	ELU_15985
OG0002882	HTU_33962	ELU_16005
OG0002883	HTU_34107, HTU_34106	ELU_16161
OG0002884	HTU_34170	ELU_16175
OG0002885	HTU_28721	ELU_36782, ELU_1631
OG0002886	HTU_9062	ELU_32351
OG0002886	HTU_8221, HTU_1302	ELU_21951
OG0002886	HTU_27834	ELU_16326
OG0002887	HTU_34323	ELU_16379, ELU_16380, ELU_16384, ELU_16387
OG0002888	HTU_34328	ELU_16393
OG0002888	HTU_34329	ELU_16394
OG0002890	HTU_34369	ELU_16445, ELU_27980, ELU_27984
OG0002891	HTU_34479	ELU_35091, ELU_16517
OG0002892	HTU_34449	ELU_16551, ELU_16548, ELU_16545, ELU_16550, ELU_16549, ELU_16547
OG0002893	HTU_5921	ELU_43984, ELU_1669, ELU_35067, ELU_1656, ELU_1660, ELU_35471
OG0002894	HTU_34587	ELU_16676
OG0002894	HTU_34586	ELU_16674
OG0002895	HTU_34637, HTU_34635	ELU_16741
OG0002896	HTU_33597	ELU_16765, ELU_16768, ELU_34751, ELU_9554
OG0002897	HTU_36179	ELU_16852, ELU_27217
OG0002898	HTU_33819, HTU_33817	ELU_16891
OG0002899	HTU_22516	ELU_21093, ELU_44337, ELU_21094, ELU_1694, ELU_1690
OG0002900	HTU_32597	ELU_16904
OG0002901	HTU_32626, HTU_32625	ELU_16953, ELU_16952
OG0002902	HTU_32772, HTU_32777	ELU_17111, ELU_17109, ELU_17110, ELU_17106, ELU_17108
OG0002903	HTU_35334, HTU_37450	ELU_2276
OG0002904	HTU_32909, HTU_32923	ELU_17264
OG0002904	HTU_32911, HTU_32925	ELU_17269, ELU_17265
OG0002905	HTU_32954	ELU_17290
OG0002905	HTU_32956	ELU_51754, ELU_44364, ELU_3224
OG0002907	HTU_33023	ELU_17362
OG0002907	HTU_31961	ELU_17363
OG0002907	HTU_33024	ELU_17364
OG0002908	HTU_5169	ELU_1742, ELU_1748
OG0002909	HTU_31978, HTU_33114	ELU_17424
OG0002909	HTU_33116	ELU_17425
OG0002911	HTU_33130	ELU_17450
OG0002912	HTU_33160	ELU_17495, ELU_17496, ELU_34701
OG0002913	HTU_33346	ELU_17662
OG0002913	HTU_33345	ELU_17661
OG0002914	HTU_23948	ELU_31604
OG0002915	HTU_33502	ELU_17859, ELU_17860
OG0002916	HTU_33506	ELU_17866
OG0002916	HTU_33505	ELU_17865
OG0002917	HTU_5575	ELU_1790, ELU_1788
OG0002917	HTU_5543	ELU_1787
OG0002918	HTU_33585	ELU_17903
OG0002919	HTU_38912, HTU_38857	ELU_1798, ELU_1795, ELU_3212
OG0002920	HTU_1140	ELU_24448, ELU_39081, ELU_53498, ELU_17984
OG0002921	HTU_32574, HTU_7543	ELU_18014
OG0002922	HTU_34831, HTU_34823	ELU_18161, ELU_18157
OG0002923	HTU_34881	ELU_18187
OG0002924	HTU_34874	ELU_18196
OG0002924	HTU_5071	ELU_18197
OG0002925	HTU_34847, HTU_34864	ELU_18212
OG0002926	HTU_34979	ELU_18314
OG0002927	HTU_35034, HTU_35027, HTU_35053, HTU_35005, HTU_35014, HTU_35015	ELU_40716, ELU_40717, ELU_18411
OG0002929	HTU_29751	ELU_18677
OG0002929	HTU_29748	ELU_18679
OG0002931	HTU_29593	ELU_2414, ELU_18821
OG0002932	HTU_30265	ELU_18900
OG0002933	HTU_37788, HTU_37790, HTU_37789	ELU_19073, ELU_19071
OG0002934	HTU_37797	ELU_19077, ELU_19079
OG0002935	HTU_37864	ELU_19097
OG0002936	HTU_34761, HTU_26850	ELU_30004, ELU_36478, ELU_50376, ELU_50384
OG0002936	HTU_6540, HTU_16892	ELU_3928, ELU_19326
OG0002937	HTU_37690	ELU_19398
