Orthogroup	H_ery.longestprot
OG0001284	HER_18036
OG0001285	HER_14084
OG0001285	HER_13583,HER_13571
OG0001286	HER_14219,HER_14135
OG0001286	HER_14189,HER_14185,HER_14207
OG0001287	HER_13296
OG0001288	HER_13089,HER_13079
OG0001288	HER_13090,HER_13080
OG0001289	HER_12779,HER_12774,HER_12782,HER_12766,HER_12755,HER_12793
OG0001290	HER_46216
OG0001292	HER_30856
OG0001292	HER_12190
OG0001293	HER_12355
OG0001294	HER_14737,HER_33794,HER_45553,HER_43434,HER_29785,HER_44837,HER_12274,HER_46647,HER_7727,HER_14738,HER_45554
OG0001295	HER_15544,HER_15551,HER_15543,HER_15552
OG0001296	HER_45066
OG0001296	HER_45052
OG0001297	HER_6390,HER_6398
OG0001297	HER_6391
OG0001298	HER_44575
OG0001299	HER_7579
OG0001300	HER_7191,HER_1968,HER_15734,HER_15745,HER_46823,HER_47998,HER_43170,HER_25632,HER_46826,HER_16182,HER_7192,HER_3846,HER_15733,HER_15744
OG0001301	HER_7453,HER_7469
OG0001302	HER_6183,HER_6181
OG0001302	HER_6184
OG0001303	HER_6287
OG0001304	HER_845
OG0001304	HER_846
OG0001305	HER_5571
OG0001305	HER_5574,HER_5569,HER_5567,HER_5572,HER_5868
OG0001306	HER_26884
OG0001306	HER_26852
OG0001307	HER_28771,HER_28746
OG0001308	HER_36021
OG0001309	HER_8873,HER_8888
OG0001309	HER_8884,HER_8871
OG0001310	HER_4222
OG0001311	HER_10021
OG0001311	HER_10019,HER_11038,HER_11025
OG0001312	HER_10156
OG0001313	HER_10157
OG0001313	HER_30951
OG0001314	HER_11575,HER_11574,HER_11281,HER_11280
OG0001315	HER_11521
OG0001315	HER_11527
OG0001316	HER_10226
OG0001316	HER_10227,HER_10228
OG0001317	HER_9828
OG0001318	HER_22173
OG0001319	HER_36543
OG0001320	HER_25908
OG0001320	HER_25957
OG0001320	HER_25953
OG0001321	HER_329
OG0001323	HER_2495
OG0001324	HER_3711,HER_15455,HER_15433
OG0001325	HER_33200
OG0001325	HER_32064,HER_32017
OG0001326	HER_32695,HER_32698,HER_12969,HER_32707,HER_32708,HER_32703
OG0001327	HER_33304,HER_33295
OG0001327	HER_7544
OG0001328	HER_18261
OG0001328	HER_33097
OG0001329	HER_33903
OG0001329	HER_33892
OG0001330	HER_45645
OG0001330	HER_45644
OG0001331	HER_1824,HER_1820,HER_1825,HER_1822,HER_1823
OG0001332	HER_38113
OG0001332	HER_38112
OG0001333	HER_36764
OG0001334	HER_4719,HER_4718,HER_4720,HER_4721
OG0001335	HER_4761
OG0001336	HER_30189,HER_30187
OG0001337	HER_30722
OG0001337	HER_30721
OG0001338	HER_49257
OG0001339	HER_37291,HER_37326
OG0001339	HER_37289
OG0001340	HER_27039,HER_27031
OG0001341	HER_32900
OG0001342	HER_34682
OG0001343	HER_22371,HER_4204
OG0001344	HER_19341,HER_19350
OG0001345	HER_13604
OG0001345	HER_28610
OG0001346	HER_26039
OG0001347	HER_46921,HER_28871,HER_28872
OG0001348	HER_46747,HER_46745
OG0001348	HER_48212
OG0001349	HER_46718,HER_46719,HER_46713
OG0001350	HER_46900
OG0001351	HER_47617
OG0001351	HER_47343
OG0001352	HER_28330
OG0001353	HER_29064
OG0001353	HER_28009
OG0001353	HER_27936
OG0001354	HER_27888
OG0001355	HER_28542,HER_28551
OG0001356	HER_28680
OG0001356	HER_28679
OG0001357	HER_34669,HER_34673
OG0001358	HER_35018,HER_35034
OG0001359	HER_36029
OG0001360	HER_37294,HER_37317,HER_37323
OG0001360	HER_22442
OG0001361	HER_32524,HER_36761
OG0001362	HER_36409,HER_36461,HER_36432,HER_36430,HER_36406,HER_36397,HER_36435
OG0001381	HER_48474,HER_9602,HER_8040
OG0001382	HER_16772
OG0001383	HER_18665
OG0001383	HER_19324,HER_19305
OG0001384	HER_8965,HER_905,HER_12161,HER_41704,HER_3701
OG0001385	HER_9064
OG0001388	HER_17074,HER_33985
OG0001389	HER_19225
OG0001390	HER_2560
OG0001390	HER_2561,HER_29089
OG0001391	HER_22196,HER_22194
OG0001392	HER_22351,HER_22383
OG0001392	HER_22382,HER_22350
OG0001394	HER_1196,HER_1215
OG0001396	HER_21908
OG0001396	HER_21909
OG0001397	HER_32374
OG0001398	HER_20878
OG0001398	HER_14128
OG0001399	HER_41448,HER_33351,HER_33342
OG0001400	HER_27285
OG0001401	HER_21630
OG0001401	HER_21610
OG0001402	HER_21445,HER_21455
OG0001405	HER_25774
OG0001406	HER_191,HER_42293,HER_12986,HER_41188,HER_4483,HER_23499,HER_7961,HER_42021
OG0001407	HER_14099
OG0001407	HER_14105,HER_14115
OG0001407	HER_14103
OG0001408	HER_42265
OG0001409	HER_47557
OG0001410	HER_35509
OG0001412	HER_37505
OG0001413	HER_39937,HER_39935
OG0001414	HER_39920
OG0001414	HER_39917,HER_39918
OG0001416	HER_39354
OG0001416	HER_39351
OG0001417	HER_40559
OG0001418	HER_45890
OG0001418	HER_45894
OG0001419	HER_45584,HER_45583,HER_45571,HER_45582,HER_45570,HER_45567,HER_45580
OG0001421	HER_42193
OG0001422	HER_33167,HER_35984,HER_14041
OG0001423	HER_25344,HER_42880,HER_42867,HER_25347
OG0001425	HER_44228
OG0001426	HER_20618
OG0001427	HER_13715
OG0001427	HER_13717
OG0001428	HER_13351
OG0001431	HER_33876,HER_23634,HER_33275
OG0001432	HER_12574,HER_12572
OG0001434	HER_6040,HER_22906,HER_29829,HER_40646,HER_40126,HER_29819,HER_29820
OG0001434	HER_18708
OG0001435	HER_14388
OG0001435	HER_14386
OG0001436	HER_26664
OG0001437	HER_16527
OG0001438	HER_28996,HER_32832,HER_33035,HER_34486,HER_12487,HER_12724,HER_43835,HER_13368,HER_46530,HER_9971
OG0001439	HER_15927
OG0001439	HER_15923,HER_15907
OG0001439	HER_15905
OG0001440	HER_15858
OG0001440	HER_15860
OG0001441	HER_14623,HER_35890,HER_35891
OG0001442	HER_15344,HER_15357,HER_15354
OG0001442	HER_15349,HER_15329
OG0001443	HER_15261
OG0001444	HER_31494,HER_46407,HER_4209,HER_31493
OG0001445	HER_45527,HER_45525,HER_15633,HER_15635,HER_45542,HER_25177
OG0001446	HER_44522
OG0001446	HER_17768
OG0001447	HER_9987,HER_9924,HER_9867
OG0001448	HER_7876
OG0001449	HER_7213
OG0001450	HER_25900
OG0001451	HER_6573,HER_6551,HER_6572,HER_6550,HER_6571,HER_6549
OG0001452	HER_6175
OG0001452	HER_6176
OG0001453	HER_5757,HER_5752
OG0001454	HER_8509
OG0001454	HER_8506
OG0001455	HER_22417,HER_1791,HER_42152
OG0001455	HER_44448
OG0001456	HER_10016
OG0001456	HER_10014,HER_10013,HER_10011
OG0001457	HER_10529
OG0001457	HER_10530
OG0001458	HER_11449
OG0001459	HER_11542,HER_11537,HER_11541
OG0001460	HER_47459
OG0001463	HER_39806
OG0001463	HER_39805
OG0001464	HER_1344,HER_23545
OG0001464	HER_1341,HER_23542,HER_23538,HER_23541
OG0001465	HER_1901,HER_1857,HER_1845,HER_1874
OG0001465	HER_1887,HER_1904
OG0001466	HER_2356
OG0001466	HER_2355
OG0001467	HER_2492
OG0001467	HER_2490
OG0001468	HER_409
OG0001468	HER_403
OG0001468	HER_408
OG0001469	HER_37149
OG0001470	HER_32533
OG0001471	HER_32624
OG0001471	HER_32625
OG0001472	HER_33636
OG0001472	HER_33635
OG0001473	HER_33106,HER_33103
OG0001473	HER_33104,HER_33107,HER_33102,HER_33169,HER_33105
OG0001474	HER_33712
OG0001475	HER_34446,HER_34232,HER_25518,HER_25493,HER_34441,HER_34433,HER_34223,HER_34202,HER_2817,HER_34396,HER_34468
OG0001476	HER_7890,HER_14055
OG0001477	HER_24326
OG0001477	HER_24327
OG0001478	HER_3237,HER_3231,HER_3232,HER_3238
OG0001479	HER_3897
OG0001480	HER_26201
OG0001480	HER_4685
OG0001481	HER_6622
OG0001481	HER_47958,HER_49165,HER_25499
OG0001482	HER_20093,HER_20091
OG0001482	HER_20092
OG0001483	HER_30019,HER_30008
OG0001483	HER_30031,HER_30028
OG0001484	HER_29833
OG0001484	HER_29838
OG0001485	HER_3062,HER_32179,HER_27808,HER_8361
OG0001485	HER_16962,HER_36347,HER_45439,HER_27809,HER_32178,HER_8362
OG0001487	HER_29452
OG0001487	HER_29443
OG0001488	HER_31039,HER_31037,HER_31060,HER_31041,HER_31062
OG0001489	HER_29479
OG0001490	HER_30772,HER_30762
OG0001491	HER_37263,HER_37237
OG0001492	HER_25280,HER_24981
OG0001493	HER_24954,HER_24953,HER_24956,HER_24959,HER_24958,HER_24957,HER_24949,HER_24950,HER_24955
OG0001494	HER_29647,HER_29643
OG0001496	HER_34303,HER_34330,HER_34346,HER_31491,HER_25425,HER_25384,HER_25379,HER_33691,HER_25393,HER_2806,HER_34247,HER_34255,HER_34240
OG0001498	HER_35290,HER_35292
OG0001499	HER_27197,HER_27211
OG0001499	HER_27167
OG0001500	HER_27357,HER_15083,HER_27511,HER_27543
OG0001501	HER_20699,HER_20698
OG0001502	HER_20965
OG0001502	HER_20961
OG0001503	HER_20955
OG0001504	HER_20029
OG0001505	HER_35082,HER_35091,HER_7563,HER_44437,HER_35393,HER_46459,HER_46480,HER_34550
OG0001506	HER_18075
OG0001506	HER_18190
OG0001507	HER_39996
OG0001507	HER_17574,HER_17577
OG0001508	HER_18953
OG0001508	HER_18964
OG0001509	HER_34200,HER_3380,HER_3432,HER_3379,HER_3431
OG0001510	HER_19347,HER_19344
OG0001511	HER_16314,HER_9427
OG0001512	HER_26130
OG0001513	HER_21605,HER_21607
OG0001514	HER_32461,HER_32444
OG0001515	HER_47284
OG0001515	HER_46729
OG0001516	HER_47246,HER_47244
OG0001517	HER_47721
OG0001517	HER_48050
OG0001518	HER_25837,HER_25815,HER_25819,HER_11060,HER_25828,HER_25845,HER_25824,HER_25834
OG0001519	HER_27929
OG0001519	HER_27865,HER_27859
OG0001520	HER_3286,HER_3267
OG0001522	HER_28248
OG0001522	HER_28249
OG0001523	HER_28673
OG0001524	HER_28675
OG0001525	HER_29202
OG0001526	HER_35270
OG0001526	HER_14373
OG0001528	HER_34786,HER_34779,HER_34778,HER_34789,HER_34740,HER_34788,HER_34777,HER_34774,HER_34782,HER_34776,HER_34739,HER_34785
OG0001529	HER_36653
OG0001530	HER_36648,HER_36650,HER_36641
OG0001531	HER_37022,HER_37021
OG0001554	HER_41230
OG0001555	HER_6255
OG0001556	HER_38670
OG0001556	HER_38673
OG0001557	HER_48630
OG0001557	HER_45886
OG0001558	HER_25418
OG0001558	HER_34439
OG0001559	HER_40961,HER_40943,HER_40949
OG0001560	HER_20513,HER_20758
OG0001561	HER_23436
OG0001562	HER_23388
OG0001564	HER_21882,HER_21877
OG0001565	HER_22192
OG0001565	HER_22208,HER_22207
OG0001566	HER_22233
OG0001567	HER_23503
OG0001567	HER_23502,HER_22672
OG0001568	HER_22756,HER_22754,HER_22750,HER_22753
OG0001570	HER_1289
OG0001571	HER_21242
OG0001572	HER_42311
OG0001572	HER_42326
OG0001573	HER_16363,HER_45477
OG0001576	HER_49283
OG0001576	HER_49279
OG0001576	HER_49280
OG0001577	HER_21968,HER_2500,HER_42679,HER_42939
OG0001578	HER_48358,HER_48351
OG0001578	HER_48347,HER_48352
OG0001579	HER_49398
OG0001580	HER_49437
OG0001581	HER_6601
OG0001582	HER_49578
OG0001583	HER_49468,HER_49494
OG0001584	HER_46764
OG0001585	HER_49999
OG0001586	HER_39673
OG0001586	HER_34992
OG0001587	HER_40529
OG0001588	HER_39314
OG0001588	HER_24171
OG0001590	HER_27997,HER_10,HER_50027,HER_12390,HER_26479,HER_6757
OG0001591	HER_38658
OG0001592	HER_48130,HER_48135,HER_48138,HER_48132,HER_48136,HER_48133,HER_48139
OG0001594	HER_31645
OG0001595	HER_41905,HER_46827
OG0001595	HER_25862
OG0001596	HER_45547
OG0001596	HER_45550
OG0001597	HER_46394
OG0001597	HER_46392
OG0001598	HER_1111,HER_6976
OG0001598	HER_34351,HER_34360
OG0001599	HER_18486,HER_16708,HER_46495,HER_16709,HER_44290,HER_34181,HER_33925,HER_49229,HER_44289,HER_4409,HER_40118
OG0001600	HER_42253,HER_42209,HER_42254
OG0001601	HER_42162,HER_42165
OG0001602	HER_42986,HER_43017,HER_43104
OG0001602	HER_43110
OG0001603	HER_43771
OG0001603	HER_43773
OG0001604	HER_43144
OG0001606	HER_44157,HER_44177,HER_44181,HER_44219,HER_44160,HER_44162
OG0001608	HER_4334
OG0001609	HER_13864
OG0001609	HER_13863
OG0001610	HER_13674
OG0001610	HER_13676
OG0001611	HER_13457,HER_13456
OG0001611	HER_12327
OG0001612	HER_12605
OG0001612	HER_12604
OG0001613	HER_12460
OG0001614	HER_12364
OG0001615	HER_5019
OG0001616	HER_48123,HER_48120,HER_48122
OG0001617	HER_36933
OG0001618	HER_14925,HER_14927,HER_14926
OG0001619	HER_26217
OG0001620	HER_14689
OG0001620	HER_14688
OG0001622	HER_23009
OG0001623	HER_16115
OG0001624	HER_14564,HER_14563
OG0001624	HER_14566,HER_14565
OG0001625	HER_15266,HER_15267,HER_15265
OG0001626	HER_5663
OG0001626	HER_27593
OG0001627	HER_5522,HER_5671
OG0001628	HER_45366
OG0001629	HER_29062
OG0001630	HER_44922,HER_44925
OG0001631	HER_44904
OG0001631	HER_44905
OG0001632	HER_44848,HER_44852
OG0001633	HER_44840
OG0001633	HER_44839
OG0001634	HER_46226
OG0001634	HER_46227
OG0001635	HER_5645,HER_27601,HER_6866
OG0001636	HER_31828
OG0001636	HER_31855
OG0001637	HER_7294
OG0001638	HER_6003
OG0001639	HER_6185
OG0001640	HER_6421
OG0001640	HER_6422
OG0001641	HER_6044
OG0001642	HER_36795
OG0001642	HER_9983,HER_36793
OG0001643	HER_26859
OG0001644	HER_9584,HER_9571
OG0001644	HER_9588,HER_9585,HER_9572,HER_9589,HER_9586,HER_9587
OG0001645	HER_9379
OG0001645	HER_9378
OG0001646	HER_27027
OG0001647	HER_10970,HER_9156,HER_9157
OG0001648	HER_8417,HER_7920
OG0001649	HER_44307
OG0001650	HER_28280
OG0001650	HER_10922
OG0001651	HER_27816,HER_11246
OG0001651	HER_11245
OG0001652	HER_15491
OG0001652	HER_15490
OG0001653	HER_11891
OG0001654	HER_10575
OG0001654	HER_10577
OG0001655	HER_11329
OG0001656	HER_11558
OG0001656	HER_11570
OG0001657	HER_9657
OG0001658	HER_24422
OG0001659	HER_10209
OG0001659	HER_10211
OG0001660	HER_26330
OG0001661	HER_522
OG0001661	HER_2062,HER_2056,HER_2061,HER_2050
OG0001662	HER_29173,HER_29174
OG0001662	HER_29176
OG0001663	HER_17164
OG0001664	HER_1159,HER_1160
OG0001664	HER_1150
OG0001665	HER_29490
OG0001665	HER_1231
OG0001666	HER_1271,HER_1283,HER_1284
OG0001667	HER_13526,HER_11926,HER_13531,HER_12579
OG0001669	HER_2298,HER_2284
OG0001670	HER_1602
OG0001670	HER_1603
OG0001671	HER_2496
OG0001672	HER_41508,HER_40372,HER_31225
OG0001672	HER_47002,HER_30271,HER_44445
OG0001673	HER_33504
OG0001673	HER_33502
OG0001674	HER_28917,HER_28904
OG0001674	HER_28278
OG0001675	HER_19586
OG0001676	HER_35810
OG0001676	HER_35816,HER_15091
OG0001677	HER_23699
OG0001677	HER_23698
OG0001678	HER_44039
OG0001679	HER_3570
OG0001680	HER_3707
OG0001681	HER_3770,HER_3761,HER_3294
OG0001682	HER_3155,HER_3145,HER_3133,HER_3165,HER_3113
OG0001683	HER_3127,HER_3152,HER_3160
OG0001684	HER_3144,HER_3110,HER_3120,HER_3157
OG0001685	HER_3936,HER_3940
OG0001687	HER_4261
OG0001687	HER_4038,HER_4037,HER_4042
OG0001687	HER_4039
OG0001688	HER_5353,HER_4879
OG0001689	HER_830
OG0001689	HER_18782
OG0001690	HER_31982,HER_31981
OG0001691	HER_49601
OG0001692	HER_29574
OG0001692	HER_29576
OG0001693	HER_29478
OG0001693	HER_29476
OG0001694	HER_30577,HER_30592,HER_30580,HER_30596,HER_30581,HER_30598
OG0001695	HER_31194,HER_31121,HER_31266
OG0001695	HER_31205
OG0001696	HER_1576
OG0001698	HER_23765
OG0001699	HER_24029
OG0001699	HER_24031
OG0001700	HER_11824
OG0001701	HER_20428,HER_20430
OG0001702	HER_20402
OG0001702	HER_20403,HER_20401
OG0001703	HER_20292,HER_20393,HER_20390
OG0001704	HER_20616
OG0001704	HER_20610
OG0001705	HER_20786,HER_20785
OG0001705	HER_20787
OG0001706	HER_20988,HER_23397
OG0001707	HER_20014
OG0001708	HER_19736
OG0001708	HER_19735
OG0001709	HER_35251
OG0001710	HER_11703
OG0001711	HER_33522
OG0001711	HER_33521
OG0001712	HER_17818
OG0001712	HER_17819
OG0001713	HER_18013
OG0001713	HER_18015
OG0001714	HER_19060
OG0001714	HER_19059
OG0001715	HER_26437,HER_26432,HER_33194,HER_33195,HER_33196
OG0001716	HER_36388,HER_36389,HER_36394,HER_36416,HER_36421,HER_36412,HER_36411,HER_36387,HER_36391
OG0001717	HER_27347
OG0001718	HER_46737
OG0001718	HER_46736
OG0001719	HER_26137,HER_26139
OG0001720	HER_47853
OG0001720	HER_47996,HER_48001
OG0001721	HER_39604
OG0001721	HER_39609
OG0001722	HER_27721,HER_27726
OG0001723	HER_11579,HER_11599
OG0001724	HER_27886
OG0001725	HER_28446,HER_28444,HER_28445
OG0001725	HER_28447
OG0001726	HER_28721,HER_28712
OG0001727	HER_36911,HER_28144
OG0001727	HER_28143
OG0001728	HER_28188,HER_28192
OG0001729	HER_35147,HER_35149
OG0001730	HER_36489
OG0001730	HER_35418
OG0001731	HER_m46918,HER_7012,HER_32949,HER_1152,HER_29184,HER_10556,HER_12049,HER_7392,HER_29185,HER_23606
OG0001732	HER_34837
OG0001732	HER_24757,HER_535
OG0001733	HER_11090
OG0001757	HER_18442
OG0001758	HER_40297
OG0001759	HER_10094,HER_10100,HER_10105,HER_10089,HER_10092,HER_10088,HER_10099,HER_10104,HER_10081,HER_10106,HER_27119
OG0001760	HER_8760
OG0001761	HER_515,HER_8709
OG0001762	HER_49544,HER_49541
OG0001763	HER_23490
OG0001764	HER_2101,HER_2097,HER_2093,HER_49523
OG0001765	HER_29406,HER_13186,HER_42854,HER_22648
OG0001766	HER_31073
OG0001767	HER_22804
OG0001769	HER_44010,HER_37587,HER_26237,HER_8218,HER_40139,HER_32538,HER_8258,HER_39456,HER_37586,HER_44009
OG0001770	HER_30127
OG0001771	HER_42812,HER_42826
OG0001772	HER_21898
OG0001772	HER_14131
OG0001773	HER_21799
OG0001774	HER_21701
OG0001774	HER_21702
OG0001775	HER_21613
OG0001776	HER_2693,HER_2692,HER_2695,HER_2697,HER_2708
OG0001777	HER_21475,HER_21460
OG0001778	HER_32778,HER_32775
OG0001778	HER_21284
OG0001780	HER_25779
OG0001780	HER_25776
OG0001781	HER_33738
OG0001783	HER_7118,HER_7114,HER_7117
OG0001784	HER_49104
OG0001784	HER_49840
OG0001785	HER_48953,HER_48941,HER_48954,HER_48942
OG0001786	HER_5747
OG0001786	HER_5745
OG0001788	HER_49631
OG0001789	HER_37375
OG0001789	HER_36030
OG0001790	HER_37507
OG0001791	HER_37536
OG0001792	HER_34690
OG0001792	HER_37557
OG0001793	HER_39525
OG0001794	HER_39618
OG0001794	HER_39617
OG0001795	HER_44477
OG0001796	HER_39751,HER_39741
OG0001796	HER_39742
OG0001797	HER_20702
OG0001797	HER_38024
OG0001798	HER_4548
OG0001799	HER_5746,HER_40991
OG0001800	HER_38193,HER_38197
OG0001802	HER_38749,HER_38735
OG0001802	HER_38919
OG0001802	HER_38918
OG0001803	HER_40217
OG0001804	HER_36333
OG0001804	HER_36372
OG0001806	HER_45836
OG0001807	HER_28348
OG0001807	HER_28352,HER_28368,HER_28354
OG0001808	HER_42139,HER_42149,HER_42144
OG0001810	HER_43020,HER_42985
OG0001811	HER_42866,HER_42879
OG0001812	HER_45312,HER_14724
OG0001813	HER_16781
OG0001814	HER_14979
OG0001815	HER_43141,HER_43135,HER_43142
OG0001815	HER_43128
OG0001816	HER_35676
OG0001817	HER_25772,HER_4098
OG0001818	HER_12851,HER_13968,HER_13974,HER_13970,HER_12853
OG0001819	HER_8440
OG0001820	HER_14079,HER_12994
OG0001821	HER_29925
OG0001822	HER_13087,HER_13078
OG0001822	HER_13088
OG0001823	HER_13002
OG0001824	HER_25748,HER_13025,HER_13022
OG0001825	HER_12886,HER_12967
OG0001826	HER_12508
OG0001827	HER_34153,HER_23040,HER_40869
OG0001828	HER_14834,HER_14839
OG0001828	HER_14838
OG0001829	HER_16495
OG0001829	HER_16496,HER_16497
OG0001830	HER_9676
OG0001830	HER_9674
OG0001831	HER_14505
OG0001832	HER_15516,HER_15515
OG0001833	HER_16874,HER_16876
OG0001834	HER_16779
OG0001835	HER_4074,HER_4056
OG0001836	HER_45305
OG0001837	HER_45215
OG0001838	HER_45094
OG0001839	HER_44865
OG0001840	HER_44761,HER_44760,HER_44746,HER_44745,HER_44757
OG0001841	HER_44663,HER_44667,HER_44666
OG0001842	HER_15401,HER_15411
OG0001843	HER_47307
OG0001843	HER_22674
OG0001844	HER_7622
OG0001844	HER_7620,HER_7642
OG0001845	HER_6882
OG0001846	HER_6953
OG0001847	HER_32355,HER_32378
OG0001848	HER_6731
OG0001849	HER_34127,HER_34089,HER_34123,HER_34092
OG0001851	HER_7524
OG0001851	HER_6152
OG0001852	HER_5980,HER_5998
OG0001853	HER_5588
OG0001854	HER_5642
OG0001855	HER_18337
OG0001855	HER_18336
OG0001856	HER_8160
OG0001857	HER_40364,HER_31782,HER_39275,HER_3946,HER_25777,HER_13275,HER_32784
OG0001858	HER_21064,HER_20893,HER_42852,HER_28134,HER_29613
OG0001859	HER_9518,HER_9508
OG0001860	HER_29845,HER_29847
OG0001860	HER_29842
OG0001861	HER_9288
OG0001861	HER_9307,HER_9276,HER_9287
OG0001862	HER_9253,HER_9260
OG0001864	HER_8211,HER_8251
OG0001865	HER_10037
OG0001866	HER_9892
OG0001867	HER_10334
OG0001867	HER_10333
OG0001868	HER_10290
OG0001869	HER_10972
OG0001870	HER_11380
OG0001870	HER_11266
OG0001871	HER_11237
OG0001871	HER_11236
OG0001872	HER_32854
OG0001873	HER_873
OG0001873	HER_8232,HER_8269
OG0001874	HER_41971
OG0001875	HER_1207
OG0001875	HER_1198
OG0001875	HER_1203
OG0001876	HER_1298,HER_1302
OG0001877	HER_1761
OG0001877	HER_1774
OG0001878	HER_1923,HER_1942
OG0001879	HER_2564,HER_2559,HER_10497,HER_2562,HER_2563,HER_2567,HER_2568
OG0001880	HER_32499
OG0001881	HER_5454,HER_5467
OG0001882	HER_32542
OG0001883	HER_32632,HER_32629
OG0001883	HER_27231
OG0001884	HER_32759,HER_32787
OG0001885	HER_31561
OG0001886	HER_48235,HER_48222
OG0001887	HER_31697
OG0001888	HER_36219,HER_31567,HER_45577,HER_31566,HER_31568,HER_14017,HER_32236,HER_45601
OG0001889	HER_30700,HER_31235
OG0001890	HER_14690,HER_14699,HER_14700,HER_14691
OG0001892	HER_30307
OG0001893	HER_22112,HER_22111
OG0001894	HER_30561,HER_30557,HER_30564
OG0001895	HER_2778
OG0001895	HER_5136,HER_5148
OG0001896	HER_3763,HER_3774
OG0001897	HER_3364,HER_3420,HER_3421,HER_3369
OG0001898	HER_17704
OG0001898	HER_3386,HER_3440
OG0001898	HER_20480
OG0001899	HER_3633
OG0001899	HER_3667
OG0001900	HER_3073
OG0001900	HER_3991
OG0001902	HER_4149,HER_4143,HER_4142,HER_4148
OG0001904	HER_4433
OG0001905	HER_41216
OG0001905	HER_32858,HER_7834,HER_31838
OG0001907	HER_29673
OG0001908	HER_29719
OG0001908	HER_29726
OG0001909	HER_29655
OG0001910	HER_31161
OG0001910	HER_31160
OG0001911	HER_30380
OG0001912	HER_41245
OG0001913	HER_30534
OG0001914	HER_30489
OG0001915	HER_30471,HER_30442
OG0001916	HER_31298,HER_17690,HER_33687,HER_33685,HER_31300
OG0001917	HER_32361
OG0001917	HER_48499,HER_33220,HER_30520,HER_35467,HER_15071,HER_43080
OG0001918	HER_25223
OG0001918	HER_25213
OG0001919	HER_24812,HER_24802,HER_24807
OG0001920	HER_24252
OG0001921	HER_24027,HER_24018
OG0001922	HER_30338,HER_30362
OG0001923	HER_34947,HER_34952
OG0001924	HER_20839,HER_20804
OG0001925	HER_20030
OG0001926	HER_45385
OG0001927	HER_27225
OG0001928	HER_16995
OG0001929	HER_17167
OG0001930	HER_20547,HER_20543
OG0001931	HER_18943
OG0001931	HER_18937,HER_18929
OG0001932	HER_18670
OG0001933	HER_26205
OG0001933	HER_26202
OG0001934	HER_19195
OG0001934	HER_35995,HER_35996
OG0001935	HER_47745
OG0001936	HER_2198,HER_29982
OG0001937	HER_36605
OG0001938	HER_36881,HER_36894,HER_36893,HER_36879,HER_36892
OG0001938	HER_25093,HER_25161,HER_25094
OG0001939	HER_4590,HER_46639
OG0001940	HER_47131
OG0001942	HER_47722
OG0001943	HER_47642
OG0001944	HER_25852
OG0001945	HER_24276,HER_24274
OG0001946	HER_29108,HER_29109,HER_29112,HER_29111
OG0001947	HER_27996
OG0001948	HER_27974,HER_27980
OG0001948	HER_27973
OG0001949	HER_27705
OG0001950	HER_41623,HER_41619,HER_41620,HER_41629,HER_41593,HER_41631
OG0001951	HER_28535
OG0001952	HER_4365,HER_25875,HER_9443,HER_21953,HER_11106
OG0001953	HER_32208,HER_46039,HER_31130
OG0001954	HER_12167,HER_24333,HER_48491,HER_45373,HER_29311,HER_47139,HER_1508,HER_28313,HER_37501,HER_1499,HER_8202
OG0001955	HER_34560
OG0001956	HER_37350,HER_37299
OG0001957	HER_35052
OG0001958	HER_34752,HER_34686
OG0001959	HER_34694
OG0001960	HER_34938
OG0001960	HER_34951,HER_34895
OG0001961	HER_35479
OG0001962	HER_35383,HER_35381,HER_35385
OG0001963	HER_35314
OG0001964	HER_34986,HER_35959,HER_35974,HER_35954,HER_35972
OG0001965	HER_36158,HER_36150
OG0001966	HER_36186
OG0001967	HER_36671,HER_36677
OG0001968	HER_36955
OG0001968	HER_37143
OG0001969	HER_50032,HER_40482,HER_50031,HER_40474,HER_40472,HER_40462,HER_40463,HER_40475,HER_40458
OG0001970	HER_40471
OG0002005	HER_20911
OG0002006	HER_27822
OG0002007	HER_29181
OG0002008	HER_34117,HER_34083
OG0002008	HER_34079
OG0002009	HER_19051
OG0002010	HER_12613
OG0002011	HER_43567
OG0002012	HER_36988,HER_37007
OG0002013	HER_14004
OG0002014	HER_13411,HER_13422
OG0002014	HER_42887
OG0002015	HER_4868,HER_4858
OG0002015	HER_4857
OG0002016	HER_16078
OG0002016	HER_13496,HER_42090,HER_42077
OG0002017	HER_2982,HER_48111,HER_2985,HER_48109,HER_2986
OG0002018	HER_45625
OG0002019	HER_15700
OG0002021	HER_38163
OG0002021	HER_23429
OG0002022	HER_19229
OG0002023	HER_23370,HER_23367,HER_23351,HER_23345,HER_23341,HER_23364,HER_23330,HER_23354
OG0002024	HER_11363,HER_37201,HER_3504,HER_41976,HER_41561,HER_39877
OG0002025	HER_2090
OG0002026	HER_17058,HER_31383,HER_41859
OG0002026	HER_45346,HER_5698
OG0002027	HER_11244,HER_1456
OG0002028	HER_24246
OG0002029	HER_22314
OG0002030	HER_22436,HER_22458
OG0002031	HER_22472
OG0002031	HER_22447,HER_22473
OG0002032	HER_22707
OG0002033	HER_22727
OG0002033	HER_22718
OG0002034	HER_8214,HER_18481,HER_15021,HER_20147,HER_39267,HER_27669,HER_3498,HER_25932,HER_17575
OG0002035	HER_44298,HER_41044,HER_41057,HER_40788,HER_41051,HER_44301,HER_40975
OG0002036	HER_14294
