Orthogroup	L_var.longestprot	H_ery.longestprot
OG0003075	LVA_22354	HER_8111
OG0003076	LVA_22386	HER_7814
OG0003077	LVA_22005	HER_7934
OG0003078	LVA_22067	HER_8052
OG0003079	LVA_4514	HER_17983, HER_17982
OG0003080	LVA_26099	HER_1742
OG0003081	LVA_18711, LVA_18712, LVA_26886, LVA_26884, LVA_15011	HER_944, HER_975
OG0003082	LVA_19829	HER_10035
OG0003083	LVA_20703	HER_10052
OG0003083	LVA_20882	HER_10054
OG0003084	LVA_20893	HER_10073
OG0003085	LVA_20761, LVA_20579	HER_10155
OG0003086	LVA_20718, LVA_20538	HER_10425
OG0003087	LVA_20606, LVA_20784	HER_10365
OG0003088	LVA_20790, LVA_20616	HER_10359
OG0003089	LVA_20347	HER_11015, HER_11014
OG0003090	LVA_21609	HER_10758
OG0003091	LVA_20551, LVA_20731	HER_10528
OG0003093	LVA_20464	HER_7428, HER_11435, HER_11436, HER_11433, HER_11442
OG0003094	LVA_20459, LVA_20478	HER_11466
OG0003095	LVA_21298, LVA_21146, LVA_21137, LVA_21130, LVA_21291	HER_11076
OG0003096	LVA_21048	HER_11198
OG0003097	LVA_8451, LVA_20010	HER_10214
OG0003098	LVA_19746	HER_11830, HER_11835
OG0003099	LVA_6849	HER_24636, HER_9741
OG0003100	LVA_19694	HER_9784
OG0003101	LVA_7404	HER_23795
OG0003103	LVA_18939	HER_27069
OG0003105	LVA_19385	HER_26327, HER_26326
OG0003107	LVA_25373	HER_528
OG0003108	LVA_25382	HER_537
OG0003109	LVA_25388	HER_553, HER_564
OG0003110	LVA_25712, LVA_25711	HER_220
OG0003111	LVA_25709	HER_217
OG0003112	LVA_25836, LVA_25860	HER_16, HER_13, HER_17
OG0003113	LVA_8019, LVA_25848, LVA_25871	HER_30
OG0003116	LVA_3009	HER_18238
OG0003117	LVA_25117, LVA_25118	HER_1127, HER_835, HER_836, HER_34705
OG0003119	LVA_26170	HER_1656
OG0003120	LVA_26519	HER_1890, HER_1906
OG0003121	LVA_26417	HER_2220, HER_2219
OG0003122	LVA_26353, LVA_26352, LVA_26351, LVA_26358	HER_2344
OG0003124	LVA_26499	HER_2610
OG0003125	LVA_25930	HER_820, HER_791
OG0003126	LVA_2888	HER_46953
OG0003128	LVA_18326	HER_14417
OG0003129	LVA_33906, LVA_34225, LVA_33903	HER_35878
OG0003130	LVA_22123	HER_9079
OG0003131	LVA_22124	HER_9083, HER_9080
OG0003132	LVA_8396, LVA_8393	HER_31974, HER_31963, HER_31993, HER_31985
OG0003133	LVA_9340, LVA_9222	HER_31997
OG0003134	LVA_8001	HER_31736
OG0003135	LVA_9214, LVA_9331	HER_32010, HER_32045
OG0003136	LVA_8922, LVA_8858, LVA_8924	HER_32713
OG0003137	LVA_8104	HER_33375
OG0003138	LVA_8943, LVA_8852	HER_33399
OG0003139	LVA_8203, LVA_8247	HER_32744
OG0003140	LVA_7894, LVA_7688	HER_32596, HER_32593
OG0003141	LVA_8337	HER_33515
OG0003143	LVA_8504	HER_33628
OG0003144	LVA_7717	HER_33008
OG0003145	LVA_8908, LVA_8869	HER_32934
OG0003147	LVA_8896	HER_33910, HER_33895
OG0003148	LVA_8005	HER_31699, HER_31717
OG0003149	LVA_8008	HER_31714, HER_31695
OG0003150	LVA_7167	HER_24093, HER_24081
OG0003151	LVA_19045	HER_27281
OG0003153	LVA_36673	HER_5597
OG0003155	LVA_27036, LVA_27038	HER_4217, HER_4191
OG0003156	LVA_36442	HER_5970
OG0003157	LVA_27100	HER_3209, HER_3235
OG0003158	LVA_27494, LVA_27570	HER_3371, HER_3424
OG0003160	LVA_27354	HER_3638
OG0003161	LVA_27310	HER_3669
OG0003162	LVA_26917	HER_3676
OG0003163	LVA_28125	HER_3913
OG0003164	LVA_25997, LVA_25998	HER_1067
OG0003165	LVA_12406	HER_23085
OG0003166	LVA_26843	HER_3088, HER_3101, HER_3090, HER_3093, HER_3098, HER_3097
OG0003167	LVA_26850, LVA_26851	HER_3075
OG0003168	LVA_28009, LVA_28010	HER_4021
OG0003169	LVA_23515	HER_4090
OG0003170	LVA_27416	HER_4063, HER_4077
OG0003171	LVA_28098	HER_4105
OG0003172	LVA_27481, LVA_27555	HER_4234
OG0003173	LVA_27852	HER_4473
OG0003173	LVA_27855	HER_4537
OG0003174	LVA_27781	HER_4302
OG0003175	LVA_27882	HER_4509, HER_4451
OG0003176	LVA_8011	HER_18515
OG0003177	LVA_20298	HER_10802
OG0003178	LVA_27444	HER_5131, HER_5139
OG0003179	LVA_27061	HER_5380, HER_4981, HER_5381, HER_5309
OG0003180	LVA_28049	HER_5188, HER_5209, HER_5267
OG0003181	LVA_27148	HER_4821
OG0003182	LVA_17465, LVA_17464	HER_16782
OG0003183	LVA_26	HER_29787
OG0003184	LVA_943, LVA_665, LVA_663	HER_30006
OG0003185	LVA_634, LVA_428	HER_29425, HER_29424
OG0003188	LVA_841, LVA_1128	HER_29486
OG0003189	LVA_837, LVA_1125, LVA_1124, LVA_836	HER_29487
OG0003190	LVA_1202	HER_30143, HER_30134, HER_30129
OG0003191	LVA_812, LVA_1098	HER_30067
OG0003192	LVA_1557	HER_31162, HER_31150
OG0003193	LVA_551	HER_31107, HER_31105, HER_31109
OG0003194	LVA_4346	HER_18634
OG0003194	LVA_4337	HER_18632
OG0003195	LVA_971, LVA_690	HER_30374
OG0003196	LVA_213	HER_30351, HER_30328
OG0003197	LVA_437	HER_30300
OG0003198	LVA_1258	HER_30702
OG0003199	LVA_939, LVA_659	HER_30616
OG0003200	LVA_1446	HER_19411, HER_19420, HER_30506, HER_30493, HER_30508
OG0003201	LVA_788	HER_30684
OG0003202	LVA_1086	HER_31288
OG0003203	LVA_32604, LVA_32707	HER_37243, HER_37253, HER_37167, HER_37166, HER_37165
OG0003204	LVA_900, LVA_1163	HER_30099
OG0003205	LVA_6657	HER_24863, HER_24870, HER_24876
OG0003206	LVA_7291, LVA_7266	HER_24943, HER_24936, HER_24944, HER_24937
OG0003207	LVA_6667	HER_24844
OG0003208	LVA_6725	HER_24752, HER_47172
OG0003209	LVA_6739	HER_24311
OG0003210	LVA_6743	HER_24316
OG0003211	LVA_6813	HER_24561
OG0003212	LVA_6767	HER_23636, HER_23637, HER_23638
OG0003213	LVA_7020	HER_23860
OG0003214	LVA_7143, LVA_7142	HER_23965
OG0003215	LVA_7138, LVA_7139	HER_23968
OG0003216	LVA_7130	HER_23964
OG0003217	LVA_7061	HER_24047
OG0003218	LVA_4823	HER_18425
OG0003220	LVA_12875, LVA_12876	HER_22805
OG0003221	LVA_19134	HER_27013, HER_27006
OG0003222	LVA_18718	HER_27286
OG0003223	LVA_25550, LVA_25460	HER_389
OG0003224	LVA_29281	HER_28920, HER_28907
OG0003225	LVA_421	HER_30341, HER_30321
OG0003226	LVA_420	HER_30322, HER_30342
OG0003227	LVA_36259	HER_6892
OG0003228	LVA_9321	HER_32139, HER_32038
OG0003228	LVA_9202	HER_32034
OG0003230	LVA_30401	HER_39603
OG0003231	LVA_1186	HER_31273
OG0003232	LVA_6876	HER_24496
OG0003233	LVA_9365, LVA_9259	HER_33539, HER_33544, HER_33538, HER_33548
OG0003234	LVA_16485, LVA_16484, LVA_16487	HER_20168
OG0003235	LVA_16183	HER_20267
OG0003236	LVA_19609	HER_43762
OG0003238	LVA_15756	HER_20578, HER_20555
OG0003238	LVA_16010	HER_19608
OG0003239	LVA_15726	HER_20556, HER_20577
OG0003240	LVA_16761, LVA_16960	HER_20571, HER_20590
OG0003240	LVA_16959	HER_20572
OG0003241	LVA_7133, LVA_7120, LVA_7119, LVA_7122, LVA_7121	HER_20703
OG0003242	LVA_15836	HER_20903, HER_20905, HER_20906
OG0003243	LVA_16128, LVA_16130	HER_21016
OG0003244	LVA_16364	HER_20039
OG0003245	LVA_16720, LVA_16683	HER_19978, HER_19956
OG0003246	LVA_16809, LVA_16910	HER_19437
OG0003247	LVA_16806, LVA_16913	HER_19442
OG0003248	LVA_16927, LVA_16797	HER_19927, HER_19932, HER_19924
OG0003249	LVA_16930, LVA_16793	HER_19936
OG0003250	LVA_16564	HER_19757, HER_19783
OG0003251	LVA_16859, LVA_16862	HER_19792
OG0003252	LVA_16860, LVA_16861	HER_19767, HER_19793
OG0003254	LVA_16135, LVA_16134	HER_19613, HER_19610
OG0003255	LVA_15963	HER_19452
OG0003256	LVA_19137	HER_26998, HER_27004
OG0003257	LVA_19128	HER_27149
OG0003258	LVA_19158	HER_26132
OG0003259	LVA_34162	HER_21408
OG0003261	LVA_11706	HER_17329
OG0003262	LVA_4216	HER_17016
OG0003262	LVA_28573	HER_27883
OG0003263	LVA_3244	HER_17118, HER_17129
OG0003263	LVA_3242	HER_17116, HER_17127
OG0003264	LVA_18966	HER_26666
OG0003265	LVA_3159	HER_18079
OG0003266	LVA_3154	HER_18084
OG0003268	LVA_19321	HER_26694, HER_26739
OG0003269	LVA_3611	HER_17825
OG0003270	LVA_4705	HER_30697, HER_17743, HER_16960, HER_17744
OG0003271	LVA_18850	HER_27234, HER_27233
OG0003272	LVA_3497	HER_17609, HER_45245
OG0003273	LVA_3493	HER_17604
OG0003274	LVA_3536	HER_17560
OG0003275	LVA_3950	HER_17339
OG0003276	LVA_3837	HER_18882, HER_18884
OG0003277	LVA_3857	HER_18840
OG0003278	LVA_19593	HER_26257
OG0003278	LVA_19592	HER_26256
OG0003279	LVA_3025	HER_18209, HER_18214
OG0003280	LVA_2005	HER_47747
OG0003281	LVA_5494, LVA_5636	HER_28510
OG0003282	LVA_29359	HER_29120
OG0003283	LVA_2224	HER_47685, HER_47697
OG0003284	LVA_31768	HER_37419, HER_37403
OG0003285	LVA_9146, LVA_9095	HER_32445, HER_32460
OG0003286	LVA_18945, LVA_18952	HER_26058
OG0003287	LVA_19506	HER_26072
OG0003288	LVA_20474	HER_11453
OG0003290	LVA_2558	HER_46644
OG0003291	LVA_2683	HER_47873, HER_47874
OG0003292	LVA_2674	HER_47883
OG0003293	LVA_2399, LVA_2403, LVA_2401	HER_47371
OG0003294	LVA_2498, LVA_2414	HER_47381, HER_47396
OG0003295	LVA_2426, LVA_2484	HER_47410
OG0003296	LVA_2314	HER_47540
OG0003297	LVA_1990, LVA_1989	HER_47728
OG0003298	LVA_2598, LVA_2575	HER_47719
OG0003299	LVA_2734	HER_47629
OG0003300	LVA_18763	HER_25756
OG0003301	LVA_28469	HER_28897
OG0003302	LVA_26816	HER_3266
OG0003303	LVA_28920, LVA_28917	HER_28417
OG0003304	LVA_28414	HER_29103
OG0003305	LVA_28167	HER_28054
OG0003306	LVA_28633	HER_27767, HER_27757
OG0003307	LVA_28446	HER_27762
OG0003308	LVA_28520	HER_27682
OG0003309	LVA_9275	HER_33523, HER_33529
OG0003310	LVA_28683	HER_28477, HER_28478
OG0003311	LVA_28691	HER_28492
OG0003312	LVA_28704	HER_28518
OG0003312	LVA_28705	HER_28519
OG0003313	LVA_25726	HER_27897
OG0003314	LVA_28862	HER_27911
OG0003315	LVA_28856	HER_27919, HER_27926
OG0003317	LVA_32650, LVA_32660	HER_34573
OG0003317	LVA_32649, LVA_32661	HER_34574
OG0003318	LVA_32655, LVA_32656	HER_34607, HER_34567
OG0003319	LVA_34528, LVA_33597, LVA_34527	HER_34975
OG0003320	LVA_35228	HER_35053
OG0003320	LVA_35229	HER_35054
OG0003321	LVA_34516, LVA_33611	HER_34744, HER_34793
OG0003322	LVA_33896, LVA_34240	HER_35152, HER_35153
OG0003323	LVA_35069, LVA_35091	HER_35687
OG0003324	LVA_34929	HER_35686
OG0003325	LVA_35173, LVA_35280	HER_35619, HER_35637
OG0003327	LVA_34275, LVA_33861, LVA_33862, LVA_34274	HER_35591
OG0003328	LVA_33354, LVA_33197	HER_35469
OG0003329	LVA_33513, LVA_33399, LVA_33512, LVA_33396	HER_35379
OG0003330	LVA_33516, LVA_33403, LVA_33517	HER_35376
OG0003331	LVA_34029	HER_34883
OG0003332	LVA_25553, LVA_25462	HER_391
OG0003333	LVA_33913, LVA_34219	HER_36131
OG0003334	LVA_33965, LVA_34152	HER_36670
OG0003335	LVA_33018, LVA_33070	HER_36614, HER_36616
OG0003336	LVA_33011, LVA_33064	HER_36607
OG0003337	LVA_34386, LVA_33753	HER_36327, HER_36364, HER_29612
OG0003338	LVA_34393, LVA_33742	HER_36317
OG0003339	LVA_32826, LVA_32920, LVA_32827	HER_36814
OG0003340	LVA_32558, LVA_32742	HER_36854, HER_37310
OG0003341	LVA_33226, LVA_33106	HER_37063, HER_37045
OG0003342	LVA_33105, LVA_33225	HER_37064, HER_37044
OG0003343	LVA_34124, LVA_33992	HER_36949
OG0003345	LVA_604	HER_30092
OG0003347	LVA_4770, LVA_15549, LVA_15554	HER_4762, HER_18410, HER_15074, HER_34019, HER_892, HER_10234, HER_43360
OG0003349	LVA_25687	HER_33077, HER_33063
OG0003349	LVA_20336, LVA_20339	HER_10903, HER_31826, HER_2809
OG0003352	LVA_11728	HER_8256, HER_4178, HER_8215
OG0003356	LVA_29698	HER_12536, HER_23167, HER_38416, HER_3773, HER_34036, HER_23222, HER_33091, HER_7465, HER_41732
OG0003358	LVA_10780, LVA_30112	HER_34071
OG0003366	LVA_7599, LVA_8498, LVA_37043, LVA_28870, LVA_13813, LVA_4912	HER_17757
OG0003367	LVA_2729	HER_19277, HER_5801
OG0003368	LVA_31326	HER_44309, HER_36392, HER_25603, HER_40539, HER_19491, HER_42753, HER_20175, HER_34467, HER_36393
OG0003369	LVA_27021, LVA_13511, LVA_18589, LVA_33872, LVA_15503, LVA_36124, LVA_23720, LVA_2528	HER_8682, HER_41382, HER_27242, HER_19992
OG0003371	LVA_34494	HER_20331, HER_49963, HER_48909, HER_25519
OG0003373	LVA_34220	HER_23892
OG0003377	LVA_31253, LVA_31252	HER_38578, HER_38589
OG0003378	LVA_26688, LVA_24698, LVA_25639, LVA_27639	HER_43380
OG0003380	LVA_32185	HER_44624
OG0003405	LVA_25882	HER_42, HER_60
OG0003406	LVA_5029, LVA_4848	HER_14032
OG0003407	LVA_4846, LVA_5031	HER_14020, HER_14002
OG0003408	LVA_8560	HER_34121, HER_34087
OG0003409	LVA_8556	HER_34118, HER_34084
OG0003410	LVA_5366, LVA_24216	HER_20186, HER_7187
OG0003411	LVA_17640, LVA_17166, LVA_32561	HER_33188
OG0003412	LVA_3214	HER_19048
OG0003413	LVA_33313	HER_36984, HER_36999
OG0003414	LVA_29244	HER_28866
OG0003415	LVA_31171	HER_38108
OG0003420	LVA_10573	HER_48425
OG0003421	LVA_180	HER_1977, HER_1974
OG0003422	LVA_29309	HER_29080
OG0003425	LVA_18337	HER_14389
OG0003428	LVA_27026	HER_4873
OG0003429	LVA_8415	HER_31585
OG0003430	LVA_3071	HER_22503, HER_22488
OG0003431	LVA_8472	HER_33571
OG0003432	LVA_23544, LVA_23629	HER_45632
OG0003434	LVA_13768, LVA_13789	HER_41073, HER_41018
OG0003435	LVA_18717	HER_27287
OG0003436	LVA_12059	HER_23464, HER_23454, HER_23453, HER_23458
OG0003437	LVA_12779	HER_23261, HER_23258
OG0003438	LVA_12853	HER_21661
OG0003438	LVA_12774	HER_23275
OG0003440	LVA_13479, LVA_13447	HER_23412
OG0003441	LVA_15831	HER_20075
OG0003442	LVA_12691	HER_22169
OG0003443	LVA_13570	HER_22174
OG0003444	LVA_12582, LVA_12584	HER_22240
OG0003445	LVA_17719	HER_37803, HER_39172, HER_49481
OG0003447	LVA_29187	HER_29376
OG0003449	LVA_13319	HER_22471, HER_22446
OG0003450	LVA_13366	HER_22552
OG0003453	LVA_12344, LVA_12153	HER_22618, HER_22619
OG0003456	LVA_12296, LVA_12515	HER_22719, HER_22730, HER_22721
OG0003457	LVA_12472, LVA_12258	HER_22787
OG0003458	LVA_12464, LVA_12253	HER_22794
OG0003459	LVA_12890	HER_22833, HER_22831, HER_22836, HER_22837
OG0003460	LVA_12183, LVA_12382	HER_22894
OG0003461	LVA_12043	HER_22944
OG0003463	LVA_12204, LVA_12411	HER_23093, HER_23094, HER_23095
OG0003464	LVA_12205, LVA_12418	HER_23100
OG0003465	LVA_15005, LVA_10600, LVA_10615, LVA_35129, LVA_35319	HER_23051
OG0003466	LVA_12791, LVA_12118	HER_22964
OG0003467	LVA_12122	HER_22960
OG0003468	LVA_12450, LVA_12240	HER_22039
OG0003469	LVA_12452, LVA_12242	HER_22037
OG0003471	LVA_11938, LVA_11946, LVA_21872	HER_22008
OG0003473	LVA_11847	HER_21895, HER_21889, HER_21894
OG0003474	LVA_11896, LVA_11897	HER_21858
OG0003475	LVA_11907	HER_21842, HER_21839
OG0003476	LVA_11908	HER_21838
OG0003477	LVA_11954	HER_21811
OG0003478	LVA_13044	HER_21704
OG0003479	LVA_14689	HER_43373, HER_43375
OG0003480	LVA_12864	HER_21637
OG0003481	LVA_12825	HER_21624
OG0003482	LVA_12696	HER_21590
OG0003483	LVA_13243	HER_21560
OG0003484	LVA_13236, LVA_13234, LVA_13233	HER_21552
OG0003485	LVA_13181	HER_21490
OG0003486	LVA_13174	HER_21462, HER_21480
OG0003487	LVA_21394, LVA_21228	HER_10466, HER_10442
OG0003488	LVA_12989	HER_21372
OG0003490	LVA_12919	HER_21287
OG0003491	LVA_13088	HER_21272
OG0003492	LVA_13129	HER_21230
OG0003494	LVA_2786	HER_47296
OG0003495	LVA_7058	HER_24329
OG0003496	LVA_8014	HER_32310
OG0003497	LVA_14396	HER_41969, HER_41968
OG0003500	LVA_36438	HER_5959
OG0003501	LVA_19253	HER_26823, HER_26849
OG0003502	LVA_10699	HER_48294
OG0003503	LVA_35138, LVA_35313	HER_35677
OG0003504	LVA_10819	HER_49336
OG0003506	LVA_11420	HER_48272, HER_49148, HER_48277
OG0003507	LVA_19618	HER_49030, HER_49032
OG0003508	LVA_11302	HER_49033
OG0003510	LVA_11818, LVA_11819	HER_47255
OG0003510	LVA_17322, LVA_4464, LVA_4466, LVA_12816, LVA_10314, LVA_4465	HER_49168
OG0003511	LVA_11101	HER_49097
OG0003512	LVA_11020, LVA_10995, LVA_11003	HER_48855
OG0003513	LVA_2272	HER_48885, HER_48876
OG0003514	LVA_10076	HER_48919
OG0003515	LVA_10063, LVA_10078	HER_48922
OG0003516	LVA_11497	HER_48959, HER_48947
OG0003518	LVA_11017	HER_44884, HER_29122
OG0003519	LVA_11577	HER_48995
OG0003520	LVA_10535	HER_48793
OG0003521	LVA_10458, LVA_10424	HER_48748
OG0003522	LVA_10475	HER_48725
OG0003523	LVA_10394	HER_48605, HER_48615
OG0003524	LVA_10395	HER_48592, HER_48601
OG0003525	LVA_11355	HER_48572
OG0003526	LVA_10232	HER_48525
OG0003527	LVA_10835, LVA_10838	HER_48521
OG0003528	LVA_10837, LVA_10836	HER_48518
OG0003529	LVA_10654	HER_48446
OG0003529	LVA_10653	HER_48445
OG0003530	LVA_10651	HER_48435
OG0003531	LVA_10650	HER_48430
OG0003532	LVA_10561	HER_48412, HER_48413
OG0003533	LVA_10542, LVA_10545	HER_48395, HER_48386
OG0003534	LVA_10540	HER_48384, HER_48393
OG0003535	LVA_10826, LVA_10845	HER_49324, HER_49298
OG0003536	LVA_11530	HER_49423
OG0003537	LVA_16343	HER_12434
OG0003537	LVA_11511, LVA_11509	HER_49580
OG0003538	LVA_11514	HER_49574, HER_49572
OG0003539	LVA_10816, LVA_10873	HER_49561
OG0003540	LVA_10918, LVA_10767	HER_49485, HER_49508
OG0003541	LVA_11233	HER_49716
OG0003542	LVA_11266	HER_49691
OG0003543	LVA_10235	HER_49616
OG0003544	LVA_31609	HER_39366
OG0003545	LVA_10099, LVA_10049, LVA_10096	HER_49951
OG0003546	LVA_35764	HER_6217, HER_6202
OG0003547	LVA_10881, LVA_10804	HER_49992, HER_49986
OG0003548	LVA_32323, LVA_32319, LVA_32325	HER_37378
OG0003549	LVA_30951, LVA_31608	HER_37367
OG0003550	LVA_29927, LVA_29905	HER_37523
OG0003552	LVA_29610	HER_37671
OG0003553	LVA_29591, LVA_29631, LVA_29597	HER_37684, HER_37699
OG0003554	LVA_29632, LVA_29634	HER_37701, HER_37685
OG0003555	LVA_30824	HER_37707, HER_37717
OG0003556	LVA_30828	HER_37713, HER_37723
OG0003557	LVA_30849	HER_37744
OG0003558	LVA_30891	HER_37795, HER_37788, HER_37787
OG0003561	LVA_30319	HER_37925
OG0003562	LVA_31068, LVA_31131	HER_39428, HER_39429
OG0003563	LVA_29887, LVA_29885	HER_39443
OG0003564	LVA_29862	HER_39475
OG0003565	LVA_29861, LVA_29860	HER_39476
OG0003566	LVA_36505	HER_6640
OG0003568	LVA_30426	HER_39625
OG0003569	LVA_24512, LVA_24213	HER_44476
OG0003570	LVA_24212, LVA_24511	HER_44475
OG0003571	LVA_30744	HER_39758
OG0003572	LVA_24696	HER_46244
OG0003573	LVA_29709	HER_39970
OG0003575	LVA_31030, LVA_31026	HER_40009
OG0003576	LVA_30278	HER_40154
OG0003577	LVA_3123	HER_18990
OG0003578	LVA_30993	HER_39067
OG0003580	LVA_32274	HER_38027
OG0003581	LVA_32261	HER_38047
OG0003582	LVA_32260	HER_38048
OG0003583	LVA_32257	HER_38051
OG0003584	LVA_31072, LVA_31135	HER_38090
OG0003585	LVA_24434, LVA_24129	HER_6608
OG0003586	LVA_31136, LVA_31073	HER_38093
OG0003587	LVA_31161, LVA_31096	HER_38119
OG0003588	LVA_31695	HER_38221, HER_38216
OG0003590	LVA_31793	HER_38288
OG0003591	LVA_32100, LVA_32107	HER_38451, HER_38450
OG0003592	LVA_32085, LVA_27911	HER_38468
OG0003594	LVA_32075	HER_38491, HER_38480
OG0003595	LVA_31224	HER_38549, HER_38546
OG0003596	LVA_35818	HER_6732
OG0003597	LVA_31239	HER_38564
OG0003597	LVA_31240	HER_38565
OG0003598	LVA_27412	HER_4050, HER_4066
OG0003601	LVA_30716	HER_38869, HER_38871
OG0003602	LVA_30125	HER_38888
OG0003603	LVA_8579	HER_30221, HER_31653
OG0003604	LVA_31864	HER_39030
OG0003605	LVA_31003	HER_39101, HER_39100, HER_39079
OG0003606	LVA_31612	HER_37968, HER_37981
OG0003607	LVA_31207	HER_39325
OG0003608	LVA_30948	HER_40273, HER_40239
OG0003609	LVA_31396	HER_40328
OG0003610	LVA_31370	HER_22676, HER_40370, HER_22695
OG0003611	LVA_31545	HER_40440
OG0003612	LVA_30255	HER_40595, HER_40606, HER_40589
OG0003613	LVA_21802	HER_8487
OG0003614	LVA_29735, LVA_29737	HER_40629
OG0003615	LVA_37005, LVA_37004	HER_7536
OG0003616	LVA_33317, LVA_33169	HER_36975
OG0003617	LVA_15683	HER_19467
OG0003618	LVA_24296, LVA_23997	HER_45899
OG0003619	LVA_23907	HER_45901
OG0003620	LVA_21207	HER_15407, HER_33966, HER_43491
OG0003621	LVA_23316	HER_45768, HER_45771
OG0003622	LVA_32363, LVA_31918	HER_15060, HER_5743, HER_46015
OG0003623	LVA_24674	HER_45699
OG0003624	LVA_8262, LVA_23371, LVA_23476	HER_45693
OG0003625	LVA_24621	HER_45675
OG0003626	LVA_23614, LVA_23531	HER_45673
OG0003628	LVA_23571, LVA_23654	HER_45589, HER_45604
OG0003629	LVA_23657, LVA_23574	HER_45607, HER_45596
OG0003630	LVA_24450, LVA_24147	HER_45546, HER_45545
OG0003631	LVA_25213	HER_46283
OG0003632	LVA_25243	HER_46253
OG0003633	LVA_25291	HER_46421
OG0003634	LVA_21898	HER_9318
OG0003634	LVA_13261	HER_34851
OG0003635	LVA_17646	HER_15138
OG0003636	LVA_2129	HER_47967
OG0003638	LVA_14072, LVA_14223	HER_41574
OG0003640	LVA_14278, LVA_14022	HER_41742
OG0003641	LVA_16260, LVA_16256	HER_20609
OG0003643	LVA_14921	HER_42330
OG0003644	LVA_24397, LVA_24096	HER_44558
OG0003645	LVA_24097, LVA_24398	HER_44557
OG0003646	LVA_14584	HER_41259
OG0003647	LVA_7892, LVA_7689	HER_105
OG0003648	LVA_13751, LVA_13812	HER_42558
OG0003649	LVA_13839, LVA_13723	HER_42520
OG0003651	LVA_13861	HER_42505
OG0003652	LVA_15038	HER_43761
OG0003653	LVA_14673	HER_42126
OG0003654	LVA_15024	HER_43709, HER_43668
OG0003655	LVA_35272	HER_43656, HER_43695
OG0003655	LVA_15252	HER_43655
OG0003656	LVA_15574, LVA_15587	HER_43659, HER_43698
OG0003657	LVA_14457	HER_43535
OG0003658	LVA_14970	HER_44246
OG0003659	LVA_17422	HER_32334, HER_33765, HER_47239, HER_28207, HER_30605
OG0003662	LVA_23787	HER_44874
OG0003663	LVA_5012, LVA_4887	HER_14051, HER_14056
OG0003666	LVA_6271, LVA_6385	HER_13721
OG0003668	LVA_5913	HER_13319, HER_13323
OG0003669	LVA_6380, LVA_6275	HER_13401
OG0003670	LVA_5681	HER_13489
OG0003671	LVA_5873	HER_13554
OG0003672	LVA_5966	HER_13119, HER_13239, HER_13117
OG0003673	LVA_6402, LVA_6260	HER_13103
OG0003674	LVA_6012, LVA_6056	HER_13094
OG0003675	LVA_5836	HER_12845
OG0003676	LVA_5825	HER_12820
OG0003677	LVA_5209	HER_12504
OG0003678	LVA_6095, LVA_6094	HER_12300, HER_12312
OG0003679	LVA_5579, LVA_5551	HER_12193, HER_12192
OG0003680	LVA_28546	HER_9023, HER_1403
OG0003681	LVA_27073	HER_12025, HER_12028
OG0003682	LVA_29301	HER_32157
OG0003683	LVA_18314	HER_14985
OG0003684	LVA_21310, LVA_33223, LVA_25790, LVA_25792	HER_2083
OG0003685	LVA_14358, LVA_18347	HER_14380
OG0003688	LVA_17622	HER_15016
OG0003689	LVA_17664	HER_15172
OG0003691	LVA_18199	HER_15803
OG0003692	LVA_18185	HER_15807
OG0003693	LVA_18514	HER_14677
OG0003694	LVA_18522	HER_14670
OG0003695	LVA_17752	HER_15675
OG0003696	LVA_17743	HER_15689, HER_15692
OG0003697	LVA_10966, LVA_29924, LVA_29922	HER_49577, HER_28989
OG0003698	LVA_17808	HER_16503
OG0003700	LVA_18461	HER_16485, HER_16492
OG0003701	LVA_17197	HER_16454, HER_16463
OG0003702	LVA_17070, LVA_17083	HER_16437
OG0003703	LVA_17044, LVA_17043	HER_16374
OG0003704	LVA_17019	HER_16368
OG0003706	LVA_17538	HER_16274
OG0003708	LVA_17565	HER_16222
OG0003709	LVA_17593	HER_16164, HER_16162
OG0003710	LVA_18105	HER_25504
OG0003711	LVA_18019	HER_15972, HER_15970
OG0003713	LVA_17991	HER_15944
OG0003714	LVA_18527	HER_14661, HER_14663
OG0003715	LVA_25679	HER_172
OG0003717	LVA_17912	HER_14544
OG0003718	LVA_17919	HER_14533, HER_14537
OG0003720	LVA_17927	HER_14521, HER_14527
OG0003721	LVA_17948	HER_14511
OG0003722	LVA_17949	HER_14509, HER_14490
OG0003723	LVA_17961	HER_14492, HER_14476, HER_14493
OG0003725	LVA_8984, LVA_24928, LVA_10878	HER_12100
OG0003726	LVA_18217	HER_15390
OG0003727	LVA_18506, LVA_18507	HER_15512
OG0003728	LVA_18209	HER_15188
OG0003729	LVA_17063, LVA_17027	HER_16870
OG0003730	LVA_17052, LVA_17036	HER_16741
OG0003732	LVA_23378, LVA_23484	HER_45368
OG0003733	LVA_24632	HER_45328
OG0003734	LVA_23821	HER_45144
OG0003735	LVA_35606	HER_6388
OG0003736	LVA_24521, LVA_24224	HER_44928
OG0003738	LVA_23734	HER_44595
OG0003739	LVA_24115, LVA_24418	HER_44525
OG0003741	LVA_24193, LVA_24493, LVA_24194, LVA_24494	HER_44431, HER_44433
OG0003742	LVA_24191, LVA_24491	HER_44430, HER_45478
OG0003743	LVA_24481, LVA_24182	HER_45490
OG0003744	LVA_8768, LVA_8703, LVA_8985	HER_32845
OG0003746	LVA_24467, LVA_24166	HER_45511
